% Model:              2D Model _ tu[ParameterStudy].mph
% Version:            COMSOL 5.2.0.166
% Date:               Apr 21 2017, 02:48
% Table:              Table 2 - tu_r1 (acpr.p_t*2*pi*a)
% freq (Hz)                                       g_center=0.22, acpr.p_t*2*pi*a (N)                g_center=0.24, acpr.p_t*2*pi*a (N)                g_center=0.26, acpr.p_t*2*pi*a (N)                g_center=0.28, acpr.p_t*2*pi*a (N)                g_center=0.3, acpr.p_t*2*pi*a (N)
1105                                              35594.86631688292+18818.10753419306i              35572.50990143482+18810.637282075786i             35549.9236633172+18808.12408724842i               35527.8382109988+18809.175238037507i              35507.01915402533+18814.52500211658i
1110                                              35803.90401307752+18708.758723271632i             35780.86956021573+18702.579691476654i             35757.871542776214+18701.439527894705i            35735.64652194741+18703.888122488737i             35714.959046749536+18710.615246731486i
1115                                              36012.05958604383+18597.900584135114i             35988.420484395625+18593.06802726655i             35965.09276756577+18593.34062293242i              35942.81591896499+18597.209441370833i             35922.350192292186+18605.318954133338i
1120                                              36219.34061203363+18485.556706561223i             36195.17447951311+18482.121807470066i             36171.60250194726+18483.842047926286i             36149.36390739971+18489.14842453536i              36129.21130540339+18498.63950293644i
1125                                              36425.75611107558+18371.749422270495i             36401.14457683527+18369.75897946894i              36377.41685572463+18372.956641128483i             36355.30860411735+18379.712256578565i             36335.56133565592+18390.5780886285i
1130                                              36631.31646518471+18256.49970088369i              36606.34492885961+18255.995827005205i             36582.55275921331+18260.695326198227i             36560.668595152914+18268.906019750473i            36541.41931196617+18281.13369056379i
1135                                              36836.03332879585+18139.82705101721i              36810.79069754389+18140.846883864757i             36787.02783180261+18147.067043249477i             36765.462788112774+18156.732646624925i            36746.804183360146+18170.303049882586i
1140                                              37039.91953171734+18021.74942704726i              37014.497935706364+18024.32485495475i             36990.860244586576+18032.078688737696i            36969.71025998856+18043.19288291541i              36951.734656827866+18058.08065867636i
1145                                              37242.98897505334+17902.28314217918i              37217.483461984564+17906.44054514393i             37194.06857777812+17915.73506466793i              37173.430101165344+17928.28526094607i             37156.22903304759+17944.458760749505i
1150                                              37445.256520438765+17781.442788315057i            37419.7647302388+17787.202796731293i              37396.67167347725+17798.038837721004i             37376.64125634457+17812.00608408245i              37360.30504091233+17829.427364211577i
1155                                              37646.73787314616+17659.241163281913i             37621.35969342984+17666.61843545675i              37598.688484675535+17678.99050840283i             37579.36236322657+17694.349422472686i             37563.979671663496+17712.974266113182i
1160                                              37847.4494594949+17535.68920586422i               37822.28666312871+17544.69222603596i              37800.137920881934+17558.588390964083i            37781.61158974001+17575.307120312573i             37767.269013587545+17595.085089204713i
1165                                              38047.40829914099+17410.795939131665i             38022.56416511582+17421.42683739628i              38001.03869158099+17436.82860405091i              37983.40647073624+17454.868814848425i             37970.18808819997+17475.74333089213i
1170                                              38246.63187286076+17284.568422420325i             38222.210791602134+17296.822817772903i            38201.40914796398+17313.705072523913i             38184.76374495213+17333.021967226265i             38172.75068878577+17354.930424351845i
1175                                              38445.13798637884+17157.011712380565i             38421.245051089296+17170.87858026311i             38401.26712393337+17189.209540541426i             38385.699193180866+17209.751905234385i            38374.96922232841+17232.625811715414i
1180                                              38642.94463092733+17028.128833394352i             38619.68521638753+17043.590399018227i             38600.6297771244+17063.33159609637i               38586.227478539426+17085.041877920437i            38576.85455564674+17108.807029141262i
1185                                              38840.06984122019+16897.92075762764i              38817.549171767765+16914.95241565647i             38799.51343090416+16936.05870699336i              38786.361989716504+16958.873122010435i            38778.41586676111+16983.44980351818i
1190                                              39036.531551490014+16766.386394966787i            39014.85425982982+16784.956657469964i             38997.9334180452+16807.376268285403i              38986.11468812416+16831.224939988882i             38979.660502331804+16856.528160539438i
1195                                              39232.347450371555+16633.522592991172i            39211.617128822196+16653.593065523975i            39195.9039271276+16677.267661125235i              39185.495959852866+16702.074789544567i            39180.593842078175+16728.014543644393i
1200                                              39427.53483531988+16499.32414711202i              39407.85358186745+16520.849534182893i             39393.437852378054+16545.714322857268i            39384.5144732858+16571.3983841514i                39381.21917107041+16597.879943507218i
1205                                              39622.1104673326+16363.783820945368i              39603.578427779416+16386.71196155913i             39590.5466478967+16412.695828118496i              39583.177043268624+16439.16980440663i             39581.53756069699+16466.094037369345i
1210                                              39816.09042673311+16226.892376893356i             39798.805335779456+16251.164310931264i            39787.24018708484+16278.189980725263i             39781.48850266171+16305.361619609417i             39781.54775912889+16332.62533776809i
1215                                              40009.48997077312+16088.638616904716i             39993.54669323198+16114.188681599651i             39983.526628105+16142.172915934314i               39979.451582087895+16169.945019166824i            39981.246091979+16197.441349871851i
1220                                              40202.32339382474+15949.009433286432i             40187.81346819281+15975.765390442757i             40179.41228620018+16004.61921268572i              40177.06679865722+16032.889953169295i             40180.626373969426+16060.50873674588i
1225                                              40394.60389088908+15807.989869359246i             40381.61507858717+15835.873065237913i             40374.90151361044+15865.50201534556i              40374.33235438327+15894.165281524225i             40379.67983211975+15921.793491708857i
1230                                              40586.34342521339+15665.563189740275i             40574.95926569135+15694.48874407331i              40569.99658785325+15724.79316437673i              40571.24404499219+15753.738930931466i             40578.3950411541+15781.261116956319i
1235                                              40777.55260064032+15521.710959946395i             40767.85197600233+15551.587986727991i             40764.697609071336+15582.463335311086i            40767.79517973286+15611.57805889858i              40776.75787159013+15638.87680753949i
1240                                              40968.24053949232+15376.41313489734i              40960.29725021208+15407.144993090345i             40959.00240705009+15438.482185408062i             40963.976512761015+15467.649224061552i            40974.751450955504+15494.60563968657i
1245                                              41158.41476658162+15229.648156004747i             41152.297120444455+15261.132730212214i            41152.9064585339+15292.818507170428i              41159.77618660931+15321.918561805374i             41172.356138524134+15348.412762592176i
1250                                              41348.08109996667+15081.393056207673i             41343.85151644928+15113.523066310505i             41346.40281537327+15145.440388021616i             41355.17968812949+15174.351964371253i             41369.549513844235+15200.263592520554i
1255                                              41537.24354908798+14931.623572597498i             41534.95818116359+14964.286911662663i             41539.48204391165+14996.315375282202i             41550.16981729398+15024.915264484744i             41566.306379265625+15050.12400823451i
1260                                              41725.90422074532+14780.314265916359i             41725.612596143255+14813.394365276157i            41732.13217609024+14845.410645578339i             41744.72666911046+14873.574421474148i             41762.59877657797+14897.960546682258i
1265                                              41914.0632334598+14627.438646398288i              41915.807917347454+14660.814866814342i            41924.33867247898+14692.693177808276i             41938.82762882101+14720.295708918844i             41958.39601778604+14743.740597837526i
1270                                              42101.71864059887+14472.969305235221i             42105.534921493185+14506.517352831734i            42116.08439760751+14538.129928729664i             42132.447380517624+14565.045902815893i            42153.66472995624+14587.432597621351i
1275                                              42288.866362628505+14316.878051063279i            42294.78196344535+14350.470416618884i             42307.34960763288+14381.688010245196i             42325.55792916589+14407.792469198497i             42348.36891399157+14429.006217838338i
1280                                              42475.500128833264+14159.13605067405i             42483.53494465118+14192.642470719265i             42498.11195048443+14223.334867452822i             42518.12863595489+14248.50375023558i              42542.470017041545+14268.432552050937i
1285                                              42661.611428677206+13999.713973326045i            42671.77729290177+14033.001911353009i             42688.34647853792+14063.038456508799i             42710.12626686375+14087.149147839413i             42735.92701830784+14105.684296378357i
1290                                              42847.18947305392+13838.582137836971i             42859.48995340898+13871.51728386011i              42878.025673603515+13900.767421366918i            42901.51505414703+13923.69930360921i              42928.6965277028+13940.735924207338i
1295                                              43032.22116547729+13675.7106617912i               43046.65139123673+13708.157448349519i             43067.11948423751+13736.491268509908i             43092.25677045261+13758.126274470735i             43120.73289697634+13773.563853861566i
1300                                              43216.69108327978+13511.069612126304i             43233.23760496309+13542.891744729148i             43255.59537499025+13570.18053874997i              43282.3108151658+13590.40370278295i               43311.98834267368+13604.146608335717i
1305                                              43400.581468827746+13344.629156339159i            43419.22215147911+13375.69015626968i              43443.41838750797+13401.80697522184i              43471.63431254328+13420.506980201388i             43502.413080272854+13432.464966174533i
1310                                              43583.87223067512+13176.359713663336i             43604.57618166526+13206.523471009059i             43630.551212808474+13231.343686828912i            43660.182221021496+13248.413404460054i            43691.95546884676+13258.502102819019i
1315                                              43766.54095451456+13006.232105538571i             43789.26848675662+13035.36344017159i              43816.95427462486+13058.76530625185i              43847.907453175765+13074.102328218112i            43880.562165419586+13082.24372154079i
1320                                              43948.56292381891+12834.217704661864i             43973.26555498709+12862.182932877848i             44002.58582319261+12884.048141841417i             44034.761005700435+12897.555299337319i            44068.17828827245+12903.67817352508i
1325                                              44129.91114988092+12660.288582079811i             44156.53163826283+12686.95608658479i              44187.40203887905+12707.170322733533i             44220.69209859619+12718.756191879664i             44254.747588178216+12722.796566013527i
1330                                              44310.55641108704+12484.417651661619i             44339.02882833691+12509.658452531987i             44371.357145246126+12528.111936510119i            44405.64832298085+12537.69132726788i              44440.212627028115+12539.592859192333i
1335                                              44490.46730107174+12306.57881144136i              44520.71714215239+12330.267135561577i             44554.403530834985+12346.855158837801i            44589.57579662548+12354.349585084961i             44624.51496242027+12354.063949483127i
1340                                              44669.610285473995+12126.747081281786i            44701.55461579768+12148.760927911588i             44736.491879038535+12163.384374619902i            44772.41932651588+12168.722503041767i             44807.59533772346+12166.209740788217i
1345                                              44847.949766976+11944.89873638669i                44881.49740665497+11965.12043641057i              44917.57130548823+11977.686290096664i             44954.12257756714+11980.804365745606i             44989.393876446025+11976.033202310895i
1350                                              45025.44815820145+11761.011436234741i             45060.49990313531+11779.32820265055i              45097.589502144474+11789.750035648425i            45134.62824669102+11790.5922819234i               45169.850279971535+11783.54041303883i
1355                                              45202.06596220174+11575.06434843896i              45238.51484147907+11591.3688157079i               45276.49288753447+11599.567258790408i             45313.87824139496+11598.086249891867i             45348.90402779141+11588.740592820199i
1360                                              45377.761860021674+11387.038267258402i            45415.49342946071+11401.229016692805i             45454.22676233034+11407.13220717365i              45491.813862048824+11403.289211041201i            45526.494579174694+11391.646119888715i
1365                                              45552.4928050934+11196.915726346971i              45591.38547525405+11208.897796398121i             45630.735469689374+11212.441801316241i            45668.37598705367+11206.207091220065i             45702.56157546164+11192.272534906262i
1370                                              45726.21412392447+11004.681105387168i             45766.13952279229+11014.3664828873i               45805.96255953334+11015.49569689662i              45843.505260015+11006.848829951461i               45877.04504200112+10990.638531590464i
1375                                              45898.879622739914+10810.320730438558i            45939.70299137063+10817.628821689905i             45979.850956161674+10816.296336413541i            46017.14227819771+10805.226397455674i             46049.88558887554+10786.765933999257i
1380                                              46070.441699716976+10613.82296757259i             46112.022319693024+10618.681046698497i            46152.34312850264+10614.848990182521i             46189.22778142726+10601.354799520905i             46221.02460951932+10580.679660798878i
1385                                              46240.851462306346+10415.178309659761i            46283.043113831794+10417.52194226907i             46323.38126231384+10411.161786541528i             46359.702840688835+10395.2520702803i              46390.40447644486+10372.407676590152i
1390                                              46410.05884922701+10214.379456064693i             46452.71029833228+10214.15289595609i              46492.90743365774+10205.245731310848i             46528.50904564993+10186.939253045739i             46557.96873325009+10161.980930718797i
1395                                              46578.012756985496+10011.421385009031i            46620.968270088444+10008.577942235144i            46660.86378304927+9997.114716457236i              46695.58869044794+9976.440369339598i              46723.66228214062+9949.433283842875i
1400                                              46744.66116991688+9806.301418430572i              46787.76105425729+9800.803796721804i              46827.19268957562+9786.78551803693i               46860.88495693241+9763.782376323183i              46887.43156619664+9734.801422614793i
1405                                              46909.951294053615+9599.019279189852i             46953.032461965115+9590.839881223179i             46991.836944437404+9574.277783519154i             47024.34209479438+9548.99511287444i               47049.224745805375+9518.12476290367i
1410                                              47073.82969383104+9389.577140442867i              47116.72624893962+9378.698339094386i              47154.739923225425+9359.614008537372i             47185.90559784078+9332.111234562219i              47208.99186839588+9299.445342044675i
1415                                              47236.24243147411+9177.979667064183i              47278.78627477444+9164.394041410966i              47315.84575637012+9142.81950326325i               47345.52237580512+9113.16613781139i               47366.6850310564+9078.80770045926i
1420                                              47397.13520858491+8964.234048944838i              47439.156662254056+8947.944583546898i             47475.09949720139+8923.922348503922i              47503.140921133396+8892.197873589834i             47522.2585352426+8856.258753297607i
1425                                              47556.45350927765+8748.350026275111i              47597.78195614236+8729.370272490309i              47632.447287001894+8702.95334175275i              47658.71147006686+8669.247051008368i              47675.66903316361+8631.847652511935i
1430                                              47714.14274507689+8530.339906219046i              47754.60728093465+8508.694104747192i              47787.83651650065+8479.945933398016i              47812.186157382675+8444.356730908057i             47826.87566516564+8405.62563994044i
1435                                              47870.14840001637+8310.218571702815i              47909.578497160255+8285.941735021992i             47941.215983269176+8254.93615329186i              47963.519164754245+8217.572310766162i             47975.84018778071+8177.645891997912i
1440                                              48024.41617656185+8088.003481525962i              48062.64235558593+8061.141435779185i              48092.53604450447+8027.9625279878055i             48112.66686128115+7988.9413996996445i             48122.527091816904+7947.963356522881i
1445                                              48176.892141280965+7863.714662242958i             48213.74664885189+7834.324047777574i              48241.74876462625+7799.065988914419i              48259.58793659424+7758.51368581059i               48266.90371011537+7716.634582416166i
1450                                              48327.52286995583+7637.374691618916i              48362.840360092596+7605.522921746084i             48388.80805719379+7568.289771787337i              48404.24352556113+7526.34079510245i               48408.94031461277+7483.717542701422i
1455                                              48476.25559166031+7409.00867383576i               48509.87380793831+7374.773851425264i              48533.66982071928+7335.679307612687i              48546.597324299546+7292.476143015165i             48548.610202236276+7249.271451647235i
1460                                              48623.03833129838+7178.644206372005i              48654.79878754412+7142.114998162687i              48676.292067775605+7101.282105682989i             48686.61569699361+7056.974778962197i              48685.88976940809+7013.356576620705i
1465                                              48767.82005021116+6946.311338801828i              48797.56870698935+6907.586807283211i              48816.635047062235+6865.14762887374i              48824.26777323204+6819.893224355539i              48820.75857477818+6776.034045368966i
1470                                              48910.550784276966+6712.0425235163875i            48938.138718801245+6671.231916564064i             48954.66135792425+6627.327161756977i              48959.525535389985+6581.289304849995i             48953.19938992698+6537.365649425797i
1475                                              49051.181779148035+6475.872558588674i             49076.465845921375+6433.095057079147i             49090.33605693296+6387.873671907009i              49092.36389568639+6341.221977219677i              49083.198237874574+6297.413644337717i
1480                                              49189.66562210613+6237.838522987873i              49212.509101895215+6193.222946709543i             49223.62675615479+6146.841664904468i              49222.76076282977+6099.751151547844i              49210.74441913358+6056.240547514886i
1485                                              49325.956370145526+5997.979704285133i             49346.229604713866+5951.664176753151i             49354.50371272501+5904.287033514688i              49350.69709770442+5856.93750934619i               49335.8305252118+5813.908934317398i
1490                                              49460.00967387807+5756.337519163799i              49477.590684017225+5708.469091941095i             49482.939909406276+5660.266901553886i             49476.15695799728+5612.84231828023i               49458.452439370885+5570.481233293445i
1495                                              49591.78289680832+5512.955426967236i              49606.557981263875+5463.6896643217915i            49608.911125840765+5414.839462970872i             49599.12753157963+5367.527244089125i              49578.60932473821+5326.019521185878i
1500                                              49721.235229690166+5267.878836563817i             49733.099542516844+5217.379361288305i             49732.39600021761+5168.063816703797i              49719.59915841552+5121.0541604157615i             49696.303599616964+5080.585318562787i
1505                                              49848.32779953284+5021.155006877056i              49857.18590358439+4969.5930084911815i             49853.376081119204+4919.9997978539495i            49837.56534092565+4873.4849571880195i             49811.54089998723+4834.239386829259i
1510                                              49973.02377300039+4772.832941353707i              49978.79016719285+4720.386647633641i              49971.83586936781+4670.707805796722i              49953.02274265927+4624.881348292292i              49924.33002951696+4587.041527249212i
1515                                              50095.28845385765+4522.963276751514i              50097.88807197371+4469.817390126193i              50087.76284967968+4420.248629703035i              50065.971175308536+4375.304679110028i             50034.68289674852+4339.050383391635i
1520                                              50215.0893742399+4271.598166582006i               50214.4580530289+4217.94326657171i                50201.147512011405+4168.68327221381i              50176.41357400402+4124.815734801143i              50142.6144402495+4090.323245982633i
1525                                              50332.396379433616+4018.7911595266637i            50328.48129390736+3964.823073001452i              50311.98336251105+3916.0727717036248i             50284.35596091709+3873.4745497959047i             50248.142541255154+3840.9158638461595i
1530                                              50447.18170601344+3764.5970732577152i             50439.94176980686+3710.5162139340027i             50420.2669239902+3662.478023842607i               50389.80739731849+3621.3402193247866i             50351.28792458667+3590.8822587243662i
1535                                              50559.420053103815+3509.0718639669094i            50548.82628196325+3455.0825430523582i             50525.997725904446+3407.9596029433897i            50492.77992411052+3368.470713637916i              50452.07404783636+3340.274546472305i
1540                                              50669.088646576325+3252.272491955474i             50655.12448283575+3198.5822019539182i             50629.17828384672+3152.5775837806727i             50593.28849104461+3114.9226955538843i             50550.52697928881+3089.142764740296i
1545                                              50776.16729607744+2994.256783694298i              50758.828892493795+2941.0754570315758i            50729.81406855758+2896.3913643657606i             50691.35087479059+2860.7513419374245i             50646.675264913014+2837.5347079242883i
1550                                              50880.63844465511+2735.083290639063i              50859.934905660884+2682.622535580723i             50827.913464543766+2639.45949030451i              50786.98758608423+2606.0101700067203i             50740.54978482494+2585.495770035849i
1555                                              50982.487210949046+2474.811145200436i             50958.44078964811+2423.283461101696i              50923.487718371965+2381.8394812788974i            50880.221766192124+2350.7508686480214i            50832.183599704316+2333.0687961385393i
1560                                              51081.701423780265+2213.499914169453i             51054.347673055025+2163.117888499307i             51016.550876749374+2123.5876602216863i            50971.079072971705+2095.0231357885564i            50921.61178764384+2080.29394292308i
1565                                              51178.27164901398+1951.209449963145i              51147.65952529259+1902.1849395440495i             51107.11971452096+1864.7589857075561i             51059.587556878905+1838.874522206093i             51008.871271918106+1827.2085491101125i
1570                                              51272.19120865029+1687.9997399549843i             51238.38312684014+1640.5430390594556i             51195.21365272792+1605.4068881104579i             51145.7775272065+1582.3502823728086i              51094.00064026003+1573.8470160718268i
1575                                              51363.45619193943+1423.9307543529517i             51326.528030332454+1378.249752252073i             51280.854666939245+1345.583110065561i             51229.6814089435+1325.4932329222634i              51177.03995621494+1320.2406994088103i
1580                                              51452.06545856231+1159.0622927713268i             51412.10651242204+1115.3616237111721i             51364.067185957145+1085.33755173404i              51311.33359069207+1068.3436193214716i             51258.030563139626+1066.4178117676277i
1585                                              51538.02063362126+893.4538299850508i              51495.13351656667+851.9340184034585i              51444.87798121316+824.7181214014629i              51390.770263940445+810.9389911808364i             51337.0148815588+812.4033375325387i
1590                                              51621.326094466116+627.164361091506i              51575.6265866063+588.0209651443663i               51523.31604700204+563.7705919382556i              51468.02925426391+553.3140868487367i              51414.03620043197+558.2189597550706i
1595                                              51701.988949151135+360.2522465124557i             51653.60579134707+323.6750031472957i              51599.41247183739+302.53846357790314i             51543.14984484736+295.5007276736668i              51489.13846310771+303.8829997505326i
1600                                              51780.01900648286+92.77505709506954i              51729.09364013772+58.94703173980304i              51673.20030115168+41.06283360318969i              51616.17259281005+37.52772245527717i              51562.366048602365+49.41036967445382i
1605                                              51855.42873752194-175.21058021557963i             51802.11498946411-206.1138357705188i              51744.71439169665-220.61772664993248i             51687.13913890072-220.57921716346425i             51633.76354896583-205.18746141980307i
1610                                              51928.23322843836-443.64913584951387i             51872.69694074258-471.4604141826869i              51813.991257868736-482.4672868835305i             51756.092011007255-478.79755142879276i            51703.37554347273-459.9024878835014i
1615                                              51998.450124607865-712.4863296867657i             51940.868729331225-737.0475833545646i             51881.06891036203-744.4526645681035i              51823.07442222126-737.1079727368439i              51771.246370413675-714.7301737936225i
1620                                              52066.09956587776-981.6692814604407i              52006.66160494047-1002.8324200318648i             51945.98668745543-1006.5435227859198i             51888.13006381596-995.4944576929694i              51837.41989729464-969.6694450499729i
1625                                              52131.20411291507-1251.1466588780497i             52070.108703515776-1268.7743237077889i            52008.78507935708-1268.7124586969094i             51951.30289398994-1253.9443040240326i             51901.93929021458-1224.7226669720437i
1630                                              52193.788664542626-1520.8688230265063i            52131.244910841684-1534.8351361508073i            52069.50554602494-1530.935082101877i              52012.63692290519-1512.4481557979293i             51964.84678334569-1479.8956073507338i
1635                                              52253.88036605926-1790.7879706024855i             52190.10671800571-1800.9792538469362i             52128.19032890062-1793.19008362546i               52072.17599475387-1771.000015442228i              52026.18344934285-1735.197384720051i
1640                                              52311.5085084892-2060.858272301197i               52246.73206898811-2067.1737331586573i             52184.88225709062-2055.459292033516i              52129.96356756874-2029.5972421294327i             52085.98897146793-1990.640401752849i
1645                                              52366.704418803885-2331.036006871883i             52301.16020066614-2333.3883870616305i             52239.62454850833-2317.7277201566503i             52186.042491562475-2288.2405365682725i            52144.30141865514-2246.240263806304i
1650                                              52419.501341133735-2601.2796902099453i            52353.43147551849-2599.595873534381i              52292.46060657597-2579.9835990291394i             52240.45478679854-2546.9339117936515i             52201.15702393557-2502.015682547782i
1655                                              52469.93430908167-2871.5501988542055i             52403.58720743865-2865.771774519379i              52343.4338131417-2842.2183997140937i              52293.24142098362-2805.684649583728i              52256.58996774641-2757.9883647260476i
1660                                              52518.04000929021-3141.810887231997i              52451.66948105584-3131.89466503714i               52392.58731821279-3104.4268424365305i             52344.44208833671-3064.503242595678i              52310.63216677192-3014.182886281743i
1665                                              52563.85663639075-3412.0276979870077i             52497.72096506771-3397.946171915826i              52439.96382735557-3366.6068926316493i             52394.094990369056-3323.4033218403056i            52363.31306910108-3270.6265518137193i
1670                                              52607.42373967223-3682.1692647768978i             52541.78472007976-3663.9110215805213i             52485.60538742955-3628.7597434976883i             52442.23661957101-3582.4015695506096i             52414.65945739693-3527.34923974912i
1675                                              52648.782061712256-3952.207006694447i             52583.904001599745-3929.777076162044i             52529.553171578606-3890.8897848051524i            52488.901546966605-3841.517617406466i             52464.69526030024-3784.383233556517i
1680                                              52687.973369350526-4222.115213823683i             52624.122058774854-4195.535357697735i             52571.847264276286-4153.004557639298i             52534.12221450041-4100.773930087619i              52513.44137360347-4041.763039216713i
1685                                              52725.040277467946-4491.871123100066i             52662.48192964475-4461.18005967727i               52612.52644739814-4415.114694864398i              52577.928733373745-4360.195674355169i             52560.915491991786-4299.525189614139i
1690                                              52760.026066057784-4761.45498390455i              52699.02623367996-4726.708545688635i              52651.62798825475-4677.233847199917i              52620.34868924246-4619.810573813355i              52607.13195236654-4557.708036183847i
1695                                              52792.97449114551-5030.850112676957i              52733.796962364395-4992.121334515505i             52689.18743061364-4939.378594765828i              52661.406955479084-4879.648749582581i             52652.1015898503-4816.351528570362i
1700                                              52823.929590233434-5300.042936017757i             52766.835268786046-5257.422071678077i             52725.23838967809-5201.568344130312i              52701.1255154192-5139.742547324493i               52695.831607300526-5075.496982930063i
1705                                              52852.935482941546-5569.023021611722i             52798.181257132-5522.6174867458585i               52759.81235215898-5463.825210862248i              52739.52329473976-5400.126350950539i              52738.325459335974-5335.186839711472i
1710                                              52880.03616761442-5837.7830965227595i             52827.87377306963-5787.717336600935i              52792.93848251095-5726.173887910334i              52776.61600499631-5660.836383646704i              52779.58275185434-5595.464411662797i
1715                                              52905.27531474837-6106.319052321252i              52855.9501959506-6052.734333958511i               52824.643436176535-5988.641499709628i             52812.415999291174-5921.910496747108i             52819.59915765943-5856.373623187895i
1720                                              52928.6960580784-6374.629936671006i               52882.44623406806-6317.684062230209i              52854.95118140288-6251.257442784303i              52846.9321411701-6183.387947230052i               52858.36634929458-6117.958741929517i
1725                                              52950.34078430731-6642.717930965751i              52907.39572382522-6582.584874632102i              52883.88283021179-6514.053212899911i              52880.16968758122-6445.3091645742725i             52895.871949579-6380.264103778164i
1730                                              52970.25092239396-6910.588313776888i              52930.83043402618-6847.457780226233i              52911.45647987143-6777.062219456995i              52912.13018692887-6707.71550793066i               52932.099500600954-6643.333832476978i
1735                                              52988.46673345463-7178.249409876396i              52952.77987626942-7112.326315248893i              52937.6870658264-7040.3195877245935i              52942.81139298917-6970.649014516365i              52967.02845178219-6907.211555012392i
1740                                              53005.02710244722-7445.712524818165i              52973.27112276901-7377.216400736417i              52962.58622708512-7303.861949545075i              52972.207195512856-7234.152140356109i             53000.63416736169-7171.940114244338i
1745                                              53019.9693321957-7712.991864630925i               52992.32863234662-7642.156186293922i              52986.162184986264-7567.727223396221i             53000.30756823191-7498.267494451134i              53032.88795389864-7437.561279970935i
1750                                              53033.32894179901-7980.104441359203i              53009.97408595829-7907.175881586581i              53008.41963634562-7831.954384599221i              53027.09853487696-7763.037567548966i              53063.75710786049-7704.115460005444i
1755                                              53045.139469426336-8247.069963954536i             53026.22623251069-8172.30757492511i               53029.359661699054-8096.583226678525i             53052.562153810635-8028.504456916723i             53093.20498368938-7971.641412629245i
1760                                              53055.432281469715-8513.910714959777i             53041.10074629707-8437.585040156162i              53048.979649485096-8361.654114919776i             53076.676521618945-8294.709588266565i             53121.19108223419-8240.1759619615i
1765                                              53064.236388474375-8780.651413415993i             53054.61009666709-8703.04353268332i               53067.27323687379-8627.207733203426i              53099.41579611112-8561.693436308502i              53147.67115955526-8509.753717709384i
1770                                              53071.57826955819-9047.319064220761i              53066.76343106558-8968.719575091873i              53084.23026779207-8893.284825292687i              53120.75023892188-8829.4952453369i                53172.597356121994-8780.406800885039i
1775                                              53077.481705776525-9313.942794473396i             53077.56647216567-9234.65073372701i               53099.83676868143-9159.92593181837i               53140.64627780688-9098.15275123546i               53195.918345635146-9052.164576928577i
1780                                              53081.9676238364-9580.553677490796i               53087.021429841254-9500.87538666197i              53114.07494244806-9427.17112423187i               53159.06658871661-9367.701906378768i              53217.57950375968-9325.053397761365i
1785                                              53085.05395095607-9847.184544939302i              53095.12692881987-9767.432484713845i              53126.92318087809-9695.059737008225i              53175.97019747861-9638.176608943788i              53237.52309544621-9599.09635440656i
1790                                              53086.75548201563-10113.869788020187i             53101.87795247107-10034.36130602925i              53138.35609577003-9963.630099541213i              53191.31260094551-9909.608437985431i              53255.68848091828-9874.313041236996i
1795                                              53087.083759269786-10380.645148488999i            53107.265803406844-10301.701205697615i            53148.34456887352-10232.91926894132i              53205.04590716959-10182.02639584221i              53272.01233896126-10150.719333915065i
1800                                              53086.046966518734-10647.54750026167i             53111.278080987075-10569.491361798993i            53156.85582064714-10502.962765284476i             53217.118994263845-10455.456659224548i            53286.42890712083-10428.32718135237i
1805                                              53083.64983737721-10914.614622753817i             53113.898677019024-10837.770518328392i            53163.85349774793-10773.794310607233i             53227.47768731773-10729.922340412048i             53298.87023752949-10707.144414354052i
1810                                              53079.89357898675-11181.884966871516i             53115.10778836751-11106.576727410738i             53169.29777904013-11045.445572997502i             53236.06495269256-11005.443259909001i             53309.266467006484-10987.174570885323i
1815                                              53074.77581156416-11449.397414758409i             53114.88194810738-11375.947091200935i             53173.1454997466-11317.945917257928i              53242.821109012606-11282.03573187777i             53317.54610122645-11268.416739631752i
1820                                              53068.29052438842-11717.191034398797i             53113.194074584004-11645.917504919418i            53175.350293438416-11591.322163378249i            53247.68405380492-11559.712363597047i             53323.63631030267-11550.865423272066i
1825                                              53060.42804848734-11985.304830358673i             53110.01353824904-11916.522402898416i             53175.86275120573-11865.598354163723i             53250.58950499982-11838.481870098212i             53327.463235626295-11834.510421668861i
1830                                              53051.17504669637-12253.77749173504i              53105.30624650886-12187.794508062676i             53174.63059747693-12140.795533341055i             53251.47125607284-12118.348905147073i             53328.952305797764-12119.33673633202i
1835                                              53040.5145209254-12522.647138690814i              53099.03474602544-12459.764587139014i             53171.598881726546-12416.93153523817i             53250.26144378303-12399.31390954639i              53328.02856044225-12405.324496798692i
1840                                              53028.42583722186-12791.951068794195i             53091.15834233154-12732.461211885677i             53166.71018525249-12694.020787414851i             53246.89082719463-12681.372977778827i             53324.61698022096-12692.448909494144i
1845                                              53014.88476829168-13061.725504413147i             53081.63323612075-13005.910528524599i             53159.904842122894-12972.074127107708i            53241.28907677945-12964.517743721435i             53318.64282156869-12980.680229625474i
1850                                              52999.86355373472-13332.005342575658i             53070.41267596741-13280.13603569286i              53151.1211733019-13251.09863275405i               53233.385072123354-13248.735286346087i            53310.03195433123-13269.983756514834i
1855                                              52983.33097775191-13602.82390847661i              53057.44712636151-13555.158373253795i             53140.295732895276-13531.097471419613i            53223.107206904766-13534.008055917884i            53298.711200710415-13560.319852663442i
1860                                              52965.25246391049-13874.212714014006i             53042.68445094071-13830.995121764186i             53127.3635653785-13812.069763072204i              53210.38369964341-13820.313821380742i             53284.60867378942-13851.643986707017i
