% Model:              2D Model _ tu[ParameterStudy].mph
% Version:            COMSOL 5.2.0.166
% Date:               Apr 21 2017, 02:48
% Table:              Table 2 - tu_r1 (acpr.p_t*2*pi*a)
% freq (Hz)                                       g_center=0.22, acpr.p_t*2*pi*a (N)                g_center=0.24, acpr.p_t*2*pi*a (N)                g_center=0.26, acpr.p_t*2*pi*a (N)                g_center=0.28, acpr.p_t*2*pi*a (N)                g_center=0.3, acpr.p_t*2*pi*a (N)
2030                                              51052.330489445936-23460.507487373445i            51047.88667402175-23567.979240238892i             51010.48059852882-23664.811607358886i             50944.78249146028-23743.43182849981i              50860.33149654935-23793.89321955073i
2035                                              50946.23907657546-23746.451066549376i             50935.04595182359-23853.986292061178i             50891.289996548556-23948.725595890257i            50820.337036801335-24023.378082851304i            50732.310477570114-24068.48513694852i
2040                                              50836.801429721476-24031.859984470193i            50818.83272032642-24139.032573658664i             50768.83917061311-24231.264341120757i             50692.8709945416-24301.594112174847i              50601.60898363261-24341.09348540857i
2045                                              50724.003947398436-24316.646343475517i            50699.26024317178-24423.02702719487i              50643.16845241719-24512.34249325646i              50562.44874175324-24578.008917088344i             50468.30934510764-24611.66889620109i
2050                                              50607.83713920761-24600.720975570803i             50576.34619553126-24705.879000097615i             50514.32232497642-24791.876866245424i             50429.13796066802-24852.555287933592i             50332.49582194455-24880.1670587561i
2055                                              50488.29570075037-24883.99366018043i              50450.112637650294-24987.4984882695i              50382.34928399549-25069.786671941965i             50293.00939107558-25125.169990299903i             50194.254267384546-25146.548818776464i
2060                                              50365.37857836254-25166.37334471406i              50320.585976243-25267.796376408995i               50247.30168700772-25345.99374463931i              50154.13657335311-25395.79393374701i              50053.671787752464-25410.78025335998i
2065                                              50239.08902381515-25447.768367698845i             50187.796914129234-25546.684675052857i            50109.23559124307-25620.422755285977i             50012.59558321957-25664.372323393334i             49910.836400148444-25672.832723426207i
2070                                              50109.43463904033-25728.086684213245i             50051.78038851202-25824.07675401785i              49968.21058091705-25893.001415376428i             49868.46475955206-25930.854794227584i             49765.83668935279-25932.682903433357i
2075                                              49976.42741107189-26007.236093718417i             49912.57549831118-26099.887572181124i             49824.28958467821-26163.660670056604i             49721.82442635651-26195.195528216816i             49618.76146570726-26190.31278908301i
2080                                              49840.083737142755-26285.12446994839i             49770.22542075216-26374.033903101023i             49677.5386839478-26432.334880447303i              49572.756609933844-26457.35335410174i             49469.699425152576-26445.7096831899i
2085                                              49700.42443995386-26561.65999315017i              49624.77731750907-26646.43455668268i              49528.02691271397-26698.961994919788i             49421.34475236487-26717.291829876674i             49318.73881285145-26698.86616050572i
2090                                              49557.47477291477-26836.75138426431i              49476.282230624725-26917.01059650791i             49375.826049400974-26963.48370936061i             49267.67342217515-26974.979308980466i             49165.9670915239-26949.780011900133i
2095                                              49411.2644152683-27110.308141541278i              49324.794968199494-27185.685552855346i            49221.01040128103-27225.845616293627i             49111.828023150665-27230.388988825725i            49011.47061570597-27198.454168838984i
2100                                              49261.827456694184-27382.24077903636i             49170.37397997182-27452.385631173594i             49063.65658189006-27485.997342865277i             48953.89450195159-27483.498943329254i             48855.33431264817-27444.896608546485i
2105                                              49109.20237104797-27652.46106734245i              49013.08122273459-27717.039916096703i             48903.84328175186-27743.89267745154i              48793.959055444-27734.292139283858i               48697.641371239224-27689.120240889595i
2110                                              48953.43197882306-27920.882276281533i             48852.98201545156-27979.58057030675i              48741.651032880385-27999.489685303848i            48632.107838209886-27982.756436395124i            48538.47293921857-27931.14277753779i
2115                                              48794.56339773668-28187.419419526042i             48690.14488395388-28239.943028747744i             48577.16196707242-28252.750812330713i             48468.426670998735-28228.884571817096i            48377.90782979013-28170.986584102237i
2120                                              48632.647980827765-28451.989500382402i            48524.64139500398-28498.06618711669i              48410.459568499-28503.642977642445i               48303.00075054799-28472.674128730603i             48216.02223810354-28408.67851608699i
2125                                              48467.74124146187-28714.511759571622i             48356.545979473965-28753.89258476839i             48241.62842053457-28752.137654061567i             48135.914361366114-28714.12748996317i             48052.889468170615-28644.24973919096i
2130                                              48299.90276447912-28974.907922921455i             48185.93574436264-29007.368581251514i             48070.75394721382-28998.21093666688i              47967.25058982434-28953.251775919278i             47888.579671046806-28877.73553466404i
2135                                              48129.19610267453-29233.102449837374i             48012.89027344554-29258.44452600921i              47897.9221493366-29241.843598796375i              47797.09104126177-29190.058767532148i             47723.15959402699-29109.175090261022i
2140                                              47955.68865815305-29489.022780949155i             47837.491416252364-29507.074920524014i            47723.21933552097-29483.021135219784i             47625.51556026373-29424.56481377327i              47556.692342561604-29338.611277345342i
2145                                              47779.45154737287-29742.599584425272i             47659.82306515512-29753.218571995396i             47546.731848419986-29721.73379182912i             47452.601954961756-29656.790724247883i            47389.23715410781-29566.090414736325i
2150                                              47600.559449594155-29993.766999809122i            47479.97092048246-29996.83873782246i              47368.54578639381-29957.976581419658i             47278.425725501555-29886.76164618745i             47220.849185231615-29791.662019582003i
2155                                              47419.090437909144-30242.462878291924i            47298.02224349188-30237.90325961385i              47188.74672099129-30191.749284762398i             47103.05979763965-30114.506926180595i             47051.57931217642-30015.378545892345i
2160                                              47235.125792205276-30488.629018001535i            47114.06559728507-30476.384685804584i             47007.41941068257-30423.056436469487i             46926.57426182036-30340.059956360215i             46881.47394540662-30237.295111038657i
2165                                              47048.749793860516-30732.211392958634i            46928.19057573549-30712.260381523574i             46824.64751149382-30651.90729460256i              46749.036118582146-30563.458004900385i            46710.574858922475-30457.469210642936i
2170                                              46860.04950161208-30973.16037400455i              46740.48752080471-30945.51262447885i              46640.51328505899-30878.315793602025i             46570.509031073896-30784.742030633428i            46538.91903494475-30675.960422375218i
2175                                              46669.1145085681-31211.430940128295i              46551.047228539195-31176.128685451666i            46455.097305057185-31102.3004794736i              46391.05308557305-31003.956481776273i             46366.53852399207-30892.8300988658i
2180                                              46476.03668029389-31446.982878193015i             46359.960644465165-31404.10089211495i             46268.4781629032-31323.884426632987i              46210.72456094809-31221.149078546823i             46193.46032265751-31108.141050596638i
2185                                              46280.909874237186-31679.780969358406i            46167.31854905955-31629.426674552295i             46080.73217371255-31543.09513556713i              46029.575708261815-31436.370579742244i            46019.706268166665-31321.957218841166i
2190                                              46083.829640839176-31909.79516010851i             45973.2112343283-31852.108591294018i              45891.93308385947-31759.96441071149i              45847.654541478005-31649.674533178455i            45845.292951625-31534.343339779083i
2195                                              45884.89290701084-32137.00071592983i              45777.72817263245-32072.154334380994i             45702.151781619155-31974.52821776184i             45665.00464082581-31861.117010237325i             45670.23165055185-31745.364599893397i
2200                                              45684.19764281732-32361.37835572007i              45580.95767902613-32289.576712097914i             45511.456011945935-32186.82652017773i             45481.664969867124-32070.756324746686i            45494.528281628474-31955.08628401335i
2205                                              45481.842512434334-32582.914364779954i            45382.986568882356-32504.393608208207i            45319.91009765558-32396.903094216574i             45297.66970792835-32278.65273643911i              45318.183374666965-32163.573416435393i
2210                                              45277.92651086603-32801.60068458321i              45183.89981220711-32716.627916646394i             45127.57466841486-32604.80532240963i              45113.04809912015-32484.86813965741i              45141.192068644385-32370.890396654788i
2215                                              45072.54858784391-33017.43497759205i              44983.78018694458-32926.307450448614i             44934.50639917252-32810.583965244354i             44927.82431974319-32689.465737874478i             44963.544130902475-32577.10063027124i
2220                                              44865.8072608828-33230.42066498204i               44782.70793301065-33133.4648243757i               44740.7577607815-33014.29291148305i               44742.01736523106-32892.50970490791i              44785.224000261136-32782.26615696225i
2225                                              44657.80021949813-33440.56693625324i              44580.760409540715-33338.13731047127i             44546.37678384193-33215.98890700707i              44555.640958517004-33094.064833816214i            44606.2108549968-32986.44727663813i
2230                                              44448.62392287239-33647.88872878365i              44378.01175759549-33540.36666615309i              44351.40683859306-33415.73126294973i              44368.703480990036-33294.196174793724i            44426.47870646996-33189.70217550745i
2235                                              44238.373193436906-33852.40667652774i             44174.53257079738-33740.19893467167i              44155.886432554515-33613.58154384233i             44181.20792769699-33492.968663259606i             44245.99651892545-33392.08655366499i
2240                                              44027.140809115546-34054.14702663205i             43970.38957653796-33937.68421811378i              43959.84902811536-33809.60323665566i              43993.15188800818-33690.44673995985i              44064.728356243024-33593.653256369325i
2245                                              43815.0170969666-34253.14152350778i               43765.64533024923-34132.876423133865i             43763.322882039865-34003.861402086164i            43804.52755301723-33886.69396469662i              43882.633555884815-33794.451910719865i
2250                                              43602.08953120994-34449.42725956468i              43560.357925450764-34325.832980157065i            43566.33090892226-34196.42230938447i              43615.3217508751-34081.77262570074i               43699.666930311614-33994.52857000533i
2255                                              43388.442338558-34643.04649268179i                43354.58072215174-34516.61453697464i              43368.89057038469-34387.353056521555i             43425.51601091578-34275.74334671693i              43515.77899609311-34193.925368005395i
2260                                              43174.15611447457-34834.04643141039i              43148.36209615121-34705.28462779711i              43171.013791796286-34576.72117758352i             43235.08665740033-34468.664694191844i             43330.9162302124-34392.680185310994i
2265                                              42959.30745226373-35022.47898563448i              42941.74521178408-34891.90931941679i              42972.70690810485-34764.59423948284i              43044.004933523116-34660.59278680095i             43145.021353775686-34590.8263305207i
2270                                              42743.96858994746-35208.40048805681i              42734.767820452944-35076.556836120064i            42773.97064014987-34951.03943034576i              42852.2371559374-34851.58091000654i               42958.0336419107-34788.39223803546i
2275                                              42528.20707625122-35391.87138323451i              42527.46208719508-35259.29716539659i              42574.80010266699-35136.12314207696i              42659.74490010385-35041.67913814447i              42769.88925954965-34985.40118557175i
2280                                              42312.08545970324-35572.955888354794i             42319.8544472676-35440.20164675246i               42375.184844956864-35319.91054977959i             42466.48521611141-35230.93396682006i              42580.52162180024-35181.87103334995i
2285                                              42095.66100343026-35751.72162671676i              42111.96549477015-35619.34254625344i              42175.10892490366-35502.46519086504i              42272.41087485421-35419.387958295396i             42389.86177754677-35377.81398753914i
2290                                              41878.9854282865-35928.239235971196i              41903.80990467071-35796.792619231346i             41974.55101682863-35683.84854669151i              42077.47064373962-35607.07940262732i              42197.83881491242-35573.23639020105i
2295                                              41662.10468685362-36102.58195397569i              41695.396389718124-35972.62466444852i             41773.484553181275-35864.11962986479i             41881.60959102212-35794.04199728473i              42004.38028654017-35768.13853796563i
2300                                              41445.05877061303-36274.825184577036i             41486.72769340627-36146.91107259704i              41571.87790020541-36043.33458012873i              41684.76941763595-35980.30454798848i              41809.412652761224-35962.51453157707i
2305                                              41227.881552193125-36445.046046479416i            41277.800619413276-36319.72337242203i             41369.69456680952-36221.546272006824i             41486.888814961625-36165.89069331747i             41612.86174036383-36156.35215815376i
2310                                              41010.60066447089-36613.32290837913i              41068.606098184006-36491.13177765851i             41166.89344608683-36398.80393722757i              41287.90384679458-36350.81865560269i              41414.653214275626-36349.63280801709i
2315                                              40793.237417768694-36779.73491366858i             40859.12929071732-36661.20473853474i              40963.42908835123-36575.15280492965i              41087.74835351891-36535.101020538066i             41214.71305959376-36542.331427587036i
2320                                              40575.806756272505-36944.36149829752i             40649.34972930891-36830.008500556934i             40759.252004223934-36750.63376259276i             40886.35437610843-36718.74454758509i              41012.96807108143-36734.41650973652i
2325                                              40358.317254254966-37107.28190533473i             40439.241494317015-36997.60667500773i             40554.308996266824-36925.28304052071i             40683.65259760304-36901.75001341325i              40809.34634662999-36925.85012249116i
2330                                              40140.77115240081-37268.574700008736i             40228.773426635096-37164.059823210664i            40348.54351698724-37099.131922479464i             40479.57279911541-37084.11208985913i              40603.77778195477-37116.58797712174i
2335                                              39923.16443410709-37428.31728890455i              40017.90937389977-37329.425058992856i             40141.896051058735-37272.2064850245i              40274.04432761379-37265.819258118136i             40396.19456289955-37306.57953588228i
2340                                              39705.48694124132-37586.58544701888i              39806.6084692539-37493.7556717039i                39934.304519274934-37444.52736776224i             40066.99657222841-37446.853760487415i             40186.53165169871-37495.768159798725i
2345                                              39487.72252850857-37743.452856285476i             39594.825440473076-37657.100772975136i            39725.704701410585-37616.10957659226i             39858.35944585514-37627.19159048495i              39974.727264181354-37684.09129593794i
2350                                              39269.84925512414-37898.99065917314i              39382.51094730447-37819.50497002689i              39516.0306750673-37786.96232155863i               39648.063868718666-37806.80252203483i             39760.72333385905-37871.48070427091i
2355                                              39051.83961218808-38053.26703063085i              39169.611944520344-37981.0080679186i              39305.21526739871-37957.08889098385i              39436.042250356135-37985.65017809872i             39544.465959534085-38057.86272275793i
2360                                              38833.66078375163-38206.34677167525i              38956.072067767054-38141.64480301562i             39093.19051634767-38126.486562816965i             39222.2289665137-38163.692138791936i              39325.90583316393-38243.15856961738i
2365                                              38615.274939350915-38358.290927432376i            38741.832039365414-38301.44460957634i             38879.88813807981-38295.14655413311i              39006.56082745112-38340.880088390324i             39104.998644187894-38427.28468148544i
2370                                              38396.639555335314-38509.15643248187i             38526.83009080421-38460.431421186026i             38665.23999705022-38463.05400922523i              38788.977534003134-38517.16000089478i             38881.70545718685-38610.15308504456i
2375                                              38177.707762223996-38658.99578572884i             38311.00239856436-38618.62350814736i              38449.17857518932-38630.188026390024i             38569.42211816177-38692.472362656554i             38655.993059968045-38791.67180055699i
2380                                              37958.42871496015-38807.85675697779i              38094.28352992672-38776.03335195396i              38231.63743675151-38796.52172316038i              38347.84136451285-38866.752431064975i             38427.834278692935-38971.7452740424i
2385                                              37738.74798293064-38955.78212686235i              37876.60689518949-38932.66755716163i              38012.55168511512-38962.02233939428i              38124.186209535146-39039.930527204175i            38197.20825762691-39150.274835798904i
2390                                              37518.60795614927-39102.80946146154i              37657.90520272994-39088.526801093816i             37791.85840853577-39126.65137724735i              37898.412115576284-39211.93236066564i             37964.10070109483-39327.15918189999i
2395                                              37297.94826441087-39248.970922591456i             37438.11091346288-39243.60582104906i              37569.49711078852-39290.36477674865i              37670.479416605776-39382.679383900395i            37728.50407542353-39502.29487505679i
2400                                              37076.70620565395-39394.2931143037i               37217.15669124752-39397.89343844605i              37345.41012455463-39453.11312529252i              37440.353633284096-39552.089173608365i            37490.41776903169-39675.57686164759i
2405                                              36854.81718012392-39538.7969657958i               36994.975845702356-39551.37261905309i             37119.54300367234-39614.8418990367i               37208.00575482065-39720.075836085874i             37249.8482093567-39846.89900066797i
2410                                              36632.21512685076-39682.49765053241i              36771.502764540055-39704.02056803345i             36891.84489201737-39775.49173425683i              36973.41248572458-39886.550433431235i             37006.808935290836-40016.15460107128i
2415                                              36408.83295902854-39825.404540981704i             36546.673332001315-39855.80885821061i             36662.26886642017-39934.99872548522i              36736.556455715545-40051.42142718196i             36761.32062533448-40183.2369624218i
2420                                              36184.60299495774-39967.521197733724i             36320.425330949285-40006.70358960697i             36430.77225141585-40093.29474855339i              36497.4263914121-40214.59513585251i               36513.411079557445-40348.03991606176i
2425                                              35959.4573819104-40108.84539290733i               36092.69882575594-40156.665578214794i             36197.31690395649-40250.30780474085i              36256.017248918426-40375.976202699174i            36263.115157656866-40510.45836207308i
2430                                              35733.32850925614-40249.369164147014i             35863.43652390697-40305.6505715535i               35961.869466570206-40405.96238349635i             36012.33030663367-40535.468070027i                36010.474672259385-40670.388796652616i
2435                                              35506.1494091196-40389.07889948673i               35632.58411423774-40453.60948835111i              35724.40158783116-40560.179840134406i             35766.37321824068-40692.97345608358i              35755.53823894389-40827.72982819783i
2440                                              35277.854141697906-40527.95544975299i             35400.09058024416-40600.488679723654i             35484.89010925011-40712.878785430694i             35518.16002604246-40848.39483107278i              35498.361084909746-40982.3826757464i
2445                                              35048.37816337857-40665.9742666027i               35165.90848711381-40746.23020888843i              35243.31721825454-40863.975483531605i             35267.7111352511-41001.63488825375i               35239.00481763119-41134.25164801478i
2450                                              34817.65867604152-40803.105563608624i             34929.994241543296-40890.772146446456i            34999.67056713469-41013.38425503927i              35015.053250316545-41152.597006803524i            34977.53715620278-41283.24459791772i
2455                                              34585.63495608819-40939.31449803776i              34692.308323775615-41034.04887843877i             34753.9433583333-41161.017881812404i              34760.21927473543-41301.185702900955i             34714.031627881996-41429.27335040991i
2460                                              34352.24866225957-41074.561370411044i             34452.815491690715-41175.991423910535i            34506.13439669383-41306.78801045867i              34503.24817593786-41447.307065770845i             34448.56723283748-41572.254100003556i
2465                                              34117.44412159352-41208.80183946977i              34211.484956893124-41316.527759442324i            34256.248109786524-41450.605551350076i            34244.184817603134-41590.86917577541i             34181.22808041017-41712.10777596603i
2470                                              33881.16859321684-41341.98714978474i              33968.29053349181-41455.58314758882i              34004.2945375223-41592.38107040212i               33983.07976157678-41731.78250186687i              33912.10300042358-41848.76037236868i
2475                                              33643.372509903056-41474.064369447726i            33723.21076010154-41593.0804668322i               33750.28929282894-41732.02517102786i              33719.98904196344-41869.96027590676i              33641.285133281526-41982.14324202429i
2480                                              33404.00969791708-41604.97663560975i              33476.22899638378-41728.94054032083i              33494.25349520353-41869.44886385733i              33454.97391471933-42005.31884200007i              33368.87150256797-42112.1933519516i
2485                                              33163.037575615286-41734.663405383624i            33227.33349505388-41863.0824616454i               33236.21367922671-42004.56392206131i              33188.10058507095-42137.77797896475i              33094.96257434769-42238.85350056445i
2490                                              32920.417331710996-41863.06071017502i             32976.517451397754-41995.423915044164i            32976.20168038847-42137.28322099502i              32919.43991646833-42267.26119493953i              32819.6618067803-42362.07249515649i
2495                                              32676.114084418146-41990.10141167351i             32723.7790315339-42125.881489079424i              32714.25450057703-42267.52106001224i              32649.067123939618-42393.69599293968i             32543.075194249446-42481.80529100121i
2500                                              32430.097022609538-42115.71545773036i             32469.121381476212-42254.37098183599i             32450.41415578963-42395.19346621445i              32377.061455379182-42517.01410708762i             32265.310809826693-42598.01309065059i
2505                                              32182.339530584697-42239.83013704912i             32212.55261899277-42380.80769691183i              32184.727508516356-42520.21847876213i             32103.50586339226-42637.15170945413i              31986.478349420202-42710.66340642266i
2510                                              31932.819297881208-42362.3703315674i              31954.085810037646-42505.10672937514i             31917.246087311207-42642.516413977195i            31828.48667144161-42754.04958767804i              31706.688681590203-42819.73008566844i
2515                                              31681.518415746366-42483.258765811624i            31693.7389319054-42627.18324114576i               31648.02589610333-42762.01011039464i              31552.093236635585-42867.65329409322i             31426.05340575729-42925.19330165314i
2520                                              31428.42346191514-42602.416252953844i             31431.534824917795-42746.95272594039i             31377.127215344506-42878.62515523877i             31274.41761228845-42977.91326721874i              31144.684422154736-43027.03951121346i
2525                                              31173.525575095653-42719.7619373523i              31167.50113439616-42864.33126371055i              31104.61439738583-42992.29009180795i              30995.554212469127-43084.784927171575i            30862.693515813233-43125.261382029494i
2530                                              30916.82052087068-42835.213533693015i             30901.670244847886-42979.23576511692i             30830.555657927147-43102.93660924946i             30715.599480977777-43188.22874631004i             30580.191956983777-43219.85769149969i
2535                                              30658.30875009651-42948.68756353293i              30634.079207384424-43091.58420692581i             30555.02286520596-43210.499715820064i             30434.65156659459-43288.2102967133i               30297.290119800076-43310.83320036059i
2540                                              30397.995451038732-43060.099589418445i            30364.769662224753-43201.295859027974i            30278.091328608527-43314.91789649454i             30152.810006097592-43384.70027705114i             30014.09712075374-43398.19850320296i
2545                                              30135.890596335772-43169.36444792652i             30093.787756722013-43308.291503823464i            29999.839587525217-43416.13325693306i             29870.17541650627-43477.674519953966i             29730.72047777835-43481.96985948153i
2550                                              29872.008985036755-43276.3964823743i              29821.184060068-43412.49365021016i                29720.3492017618-43514.09165476489i               29586.849197379823-43567.11398246553i             29447.265790989466-43562.16900695327i
2555                                              29606.370281088148-43381.10977668012i             29547.01347487694-43513.826742380275i             29439.704543611442-43608.74282027792i             29302.933243638214-43653.00472229527i             29163.83644500543-43638.82296094568i
2560                                              29338.999046662128-43483.41839120918i             29271.335145954276-43612.21736543625i             29157.99259219329-43700.040467597384i             29018.529669351625-43735.33786012067i             28880.533333084666-43711.96380183168i
2565                                              29069.924772922823-43583.23660254396i             28994.21236602826-43707.59444863323i              28875.302729734336-43787.94239836905i             28733.74054229744-43814.10953186173i              28597.45460239613-43781.62845313886i
2570                                              28799.181904449822-43680.47914774893i             28715.712477925084-43799.88946800345i             28591.72653964287-43872.41059869409i              28448.66762882566-43889.32083145075i              28314.69541994296-43847.85845266969i
2575                                              28526.80985940807-43775.0614749416i               28435.90677268947-43889.03664913414i              28307.35760562036-43953.41133120774i              28163.41214863667-43960.977746117154i             28032.34775805526-43910.69971853742i
2580                                              28252.853042775063-43866.90000095257i             28154.870382446115-43974.97317116187i             28022.29131100332-44030.91522309362i              27878.074538361456-44029.09108547302i             27750.500198303467-43970.20231197417i
2585                                              27977.360851839898-43955.912377088025i            27872.682166668397-44057.63937261034i             27736.624637274268-44104.89735046608i             27592.754223056825-44093.67640563814i             27469.237752538484-44026.42019823769i
2590                                              27700.387672377066-44042.01776373647i             27589.424590980678-44136.97895991339i             27450.455960590178-44175.33732047834i             27307.549394407928-44154.75392891353i             27188.641699633656-44079.41100682659i
2595                                              27421.99286368687-44125.13711429473i              27305.18359618345-44212.9392183492i               27163.88484483405-44242.219350692954i             27022.55679431193-44212.34845995864i              26908.789436224768-44129.23579173102i
2600                                              27142.24073040014-44205.19346854834i              27020.048456385855-44285.47122578035i             26877.01182998132-44305.532345905696i             26737.87150272393-44266.48929814865i              26629.754340559655-44175.958792416415i
2605                                              26861.20047912043-44282.112255427586i             26734.111624201858-44354.53006847951i             26589.938214307316-44365.26997229503i             26453.58672832763-44317.21014699768i              26351.605646861066-44219.64719503515i
2610                                              26578.946157687536-44355.821604594006i            26447.4685613412-44420.07505815925i               26302.765829011863-44421.43072779519i             26169.79360087215-44364.549018385434i             26074.40833081482-44260.37089542227i
2615                                              26295.55657465425-44426.25266600534i              26160.217552820624-44482.06994978018i             26015.59680412912-44474.01800806382i              25886.58096422755-44408.54813376883i              25798.223002409206-44298.202260989034i
2620                                              26011.11519707891-44493.33993632256i              25872.459503367303-44540.48315775014i             25728.53332453088-44523.04016652805i              25604.035169298062-44449.25381817605i             25523.105807582233-44333.21589336684i
2625                                              25725.710024199325-44557.02159030638i             25584.297714281456-44595.28796947427i             25441.6773751077-44568.51056710608i               25322.23986566376-44486.716389040754i             25249.108336580466-44365.488389491i
2630                                              25439.433435264582-44617.23981552456i             25295.837639374335-44646.46275353799i             25155.13047448348-44610.447627663634i             25041.275792305703-44520.99003580412i             24976.27753837824-44395.09810085668i
2635                                              25152.382009558867-44673.941147806065i            25007.186620363067-44693.99116150806i             24868.993396909973-44648.87485237722i             24761.220566397296-44552.13269084645i             24704.655642208156-44422.12488979086i
2640                                              24864.6563171663-44727.07680482294i               24718.453598279553-44737.86231802796i             24583.36588216197-44683.82085071442i              24482.148471369113-44580.20588918736i             24434.280084532613-44446.649881512894i
2645                                              24576.360679176178-44776.603014700544i            24429.748803694783-44778.07099983323i             24298.346333869362-44715.31934081571i             24204.130243279105-44605.27461535405i             24165.18344301347-44468.75521105672i
2650                                              24287.602896539756-44822.48133683676i             24141.18342354954-44814.61779796868i              24014.031506816184-44743.409135016445i            23927.2328578558-44627.40713649044i               23897.393377889093-44488.52376450116i
2655                                              23998.493946980543-44864.67897066798i             23852.86924620949-44847.509261456806i             23730.516184183318-44768.13410500924i             23651.51931820875-44646.67481953036i              23630.932581148692-44506.038912143384i
2660                                              23709.14764991633-44903.16904952125i              23564.918285087668-44876.75801889241i             23447.89284647361-44789.543124826974i             23377.048445184377-44663.151931433385i            23365.818735202207-44521.38423500493i
2665                                              23419.68029987342-44937.93091517186i              23277.44238247168-44902.3828751854i               23166.251333376345-44807.689988813225i            23103.87467194773-44676.915421059544i             23102.064482176826-44534.64324231117i
2670                                              23130.210269161067-44968.95036984935i             22990.552795445878-44924.40887989854i             22885.67850118787-44822.63330332216i              22832.047844858593-44688.044682021995i            22839.67740547067-44545.899080375864i
2675                                              22840.857581274126-44996.219901258235i            22704.359764982466-44942.86736496834i             22606.257877960037-44834.43634995521i             22561.6130327884-44696.62129503313i               22578.660025269808-44555.234232911724i
2680                                              22551.743456855755-45019.73887742958i             22418.972073616027-44957.79594847465i             22328.069319671984-44843.16691914899i             22292.610347635193-44702.72875086263i             22319.009809887524-44562.73021278219i
2685                                              22262.98983463565-45039.51370744435i              22134.496590926195-44969.23850276544i             22051.188669658368-44848.897112762315i            22025.074778106584-44706.452151237485i            22060.719204885383-44568.467245849104i
2690                                              21974.71887014817-45055.55796489481i              21851.03781345724-44977.24508418088i              21775.687425534987-44851.703115210206i            21759.03604002563-44707.8778912264i               21803.775681809275-44572.52394777451i
2695                                              21687.052415641167-45067.892470857376i            21568.69740134071-44981.871823317684i             21501.632416494595-44851.66493247277i             21494.518446131202-44707.09332116827i             21548.16180850976-44574.97699510402i
2700                                              21400.11148492893-45076.545333719216i             21287.573715656334-44983.18077408296i             21229.08549485038-44848.86609945893i              21231.540796957153-44704.18639021814i             21293.85534286935-44575.90079211181i
2705                                              21114.01570713387-45081.55194328516i              21007.761361494377-44981.23972107909i             20958.103245504062-44843.39335593416i             20970.11629693485-44699.24527311792i              21040.829351465152-44575.367135328146i
2710                                              20828.88277419201-45082.9549179593i               20729.350740119913-44976.12194489862i             20688.73671691039-44835.33629233353i              20710.252497692032-44692.35798182375i             20789.05235480385-44573.44487794868i
2715                                              20544.82788637398-45080.804002551624i             20452.427615661956-44967.90594555732i             20421.031177238223-44824.78696679277i             20451.95127075575-44683.61196425268i              20538.488500269355-44570.199596673054i
2720                                              20261.96320135729-45075.15591684593i              20177.07270037645-44956.675124950925i             20155.025899344273-44811.83949541992i             20195.208812226912-44673.09369273565i             20289.097763756454-44565.69326360646i
2725                                              19980.397291487254-45066.07415424455i             19903.361263090384-44942.517429560176i            19890.753977644305-44796.58961841159i             19940.015681811696-44660.888245408474i            20040.83618057556-44559.98392627004i
2730                                              19700.234614745896-45053.62873085249i             19631.36276520251-44925.524955355664i             19628.2421800653-44779.13424454743i               19686.35687585306-44647.07888321897i              19793.65610601288-44553.125398833734i
2735                                              19421.57500450631-45037.895886038226i             19361.14052844785-44905.79351734129i              19367.510837991318-44759.570977810436i            19434.211938840963-44631.746626851935i            19547.506505291632-44545.166967803925i
2740                                              19144.513183215655-45018.95773600733i             19092.751438444207-44883.42218654249i             19108.573776303474-44737.997629095895i            19183.555111060796-44614.96983655522i             19302.33327250364-44536.15311547251i
2745                                              18869.1383050085-44996.901882579215i              18826.24568748404-44858.51279806059i              18851.438285729026-44714.51171797521i             18934.355514729563-44596.82379918172i             19058.07957760744-44526.12326458406i
2750                                              18595.533531928337-44971.820979879434i            18561.66656005523-44831.16943379642i              18596.105138958508-44689.20996764719i             18686.57737777127-44577.38032631587i              18814.686239979135-44515.11154742899i
2755                                              18323.775648254246-44943.81226239661i             18299.05026360938-44801.49788430124i              18342.568651586233-44662.18779828474i             18440.180294942624-44556.70736755662i             18572.092126902175-44503.14660259035i
2760                                              18053.934716950767-44912.977038020246i            18038.425807262036-44769.60509424094i             18090.816788468866-44633.53882310529i             18195.119525287533-44534.86864284502i             18330.234574668513-44490.2514025762i
2765                                              17786.073781812218-44879.420150581296i            17779.814929904707-44735.59859626457i             17840.83131541985-44603.3543517909i               17951.346324270988-44511.923297972i               18089.049829746018-44476.44311494709i
2770                                              17520.248618532434-44843.24941651093i             17523.232079243528-44699.585938565964i            17592.587995836893-44571.72290610995i             17708.808308831165-44487.92558698463i             17848.47350691617-44461.73299980686i
2775                                              17256.507537096524-44804.57504057086i             17268.684442137317-44661.674111025925i            17346.05683105091-44538.72975221918i              17467.449852718164-44462.92458497492i             17608.441061206577-44446.12634583482i
2780                                              16994.891237624586-44763.50901626804i             17016.172026675893-44621.96897562964i             17101.202342928886-44504.45645433114i             17227.212509507128-44436.963934872576i            17368.888269757987-44429.6224468069i
2785                                              16735.43272094716-44720.16451620638i              16765.687795055535-44580.57470582546i             16857.98389648045-44468.98045398883i              16988.03545973413-44410.08163103924i              17129.751719856155-44412.214620285165i
2790                                              16478.15725457054-44674.6552781913i               16517.2178464154-44537.59324080071i               16616.3560599477-44432.37467911977i               16749.85597872407-44382.30984243786i              16890.969298892924-44393.89026943333i
