% Model:              2D Model _ g2u[ParameterStudy].mph
% Version:            COMSOL 5.2.0.166
% Date:               Apr 22 2017, 22:27
% Table:              Table 1 - g2u_g2 (acpr.p_t*2*pi*a)
% freq (Hz)                                       g_center=0.22, acpr.p_t*2*pi*a (N)                g_center=0.24, acpr.p_t*2*pi*a (N)                g_center=0.26, acpr.p_t*2*pi*a (N)                g_center=0.28, acpr.p_t*2*pi*a (N)                g_center=0.3, acpr.p_t*2*pi*a (N)
1005                                              85749.47661137192+160577.30989757006i             101393.42127206827+181380.44692374507i            118172.95669688818+202444.4130430343i             136038.71729098185+223661.82984949974i            154939.79247569756+244942.14347867182i
1010                                              86379.76882640446+160989.3076549994i              102128.1113121002+181820.31404122108i             119016.889781652+202906.93433980033i              136996.0640167808+224141.43314969196i             156014.0711790061+245433.00399779688i
1015                                              87008.18990660162+161397.51336581502i             102860.51170842326+182255.86036062072i            119858.08045065774+203364.60341357553i            137950.185719063+224615.65327685338i              157084.61695644067+245917.95273343485i
1020                                              87634.6505449047+161802.0320438789i               103590.52521637616+182687.2110113464i             120696.4249340592+203817.5663004753i              138900.9736644719+225084.6575733907i              158151.31775217134+246397.178324808i
1025                                              88259.06599739374+162202.97533494467i             104318.0600395505+183114.49861771503i             121531.82583442416+204265.97737246653i            139848.3264394542+225548.62252707442i             159214.06978382694+246870.87932806375i
1030                                              88881.35669180067+162600.46126140413i             105043.03053331663+183537.8629962312i             122364.19292899928+204709.99898475315i            140792.15085413144+226007.73336735627i            160272.77855067138+247339.2637606277i
1035                                              89501.44881730237+162994.61390802937i             105765.35788653832+183957.4507835416i             123193.44394634041+205149.80104383297i            141732.36281726556+226462.18357113455i            161327.35980941914+247802.54854364734i
1040                                              90119.27489005592+163385.56304955817i             106484.97077445206+184373.41499724003i            124019.50531024353+205585.56049815498i            142668.88817309716+226912.1742807739i             162377.74050713162+248260.95884543654i
1045                                              90734.77428800544+163773.44372313985i             107201.80597567596+184785.91453201836i            124842.31284195601+206017.46075258858i            143601.66349123995+227357.91363763108i            163423.85966099586+248714.7273300598i
1050                                              91347.8937498509+164158.39574801546i              107915.8089470534+185195.1135945638i              125661.81241176419+206445.69101904499i            144530.63680079265+227799.61603572694i            164465.6691756382+249164.09331580167i
1055                                              91958.58783258278+164540.5631960629i              108626.9343499408+185601.1810812686i              126477.96053886732+206870.44559170827i            145455.76826078293+228237.501300689i              165503.13458835892+249609.30184992557i
1060                                              92566.81932259173+164920.09381719725i             109335.1465221931+186004.2899033759i              127290.72492449576+207291.9230695238i             146377.03075921707+228671.79380015147i            166536.23573423474+250050.60270508475i
1065                                              93172.5595959566+165297.13842407448i              110040.41989049221+186404.61626497775i            128100.08491811891+207710.32552153815i            147294.41043366402+229102.72149264865i            167564.9673225127+250488.24930858938i
1070                                              93775.78892371793+165671.8502413062i              110742.73931832446+186802.33889950058i            128906.0319091067+208125.85760504153i             148207.90710743016+229530.51492257626i            168589.3394181066+250922.4976087549i
1075                                              94376.49671850276+166044.38422415723i             111442.10038536612+187197.63827119913i            129708.56963921142+208538.7256436405i             149117.53463560692+229955.40616940742i            169609.37782154643+251353.6048911668i
1080                                              94974.68171962482+166414.89635306876i             112138.50959489393+187590.69574829185i            130507.71443213821+208949.13667287587i            150023.32115652983+230377.62776022812i            170625.1243419934+251781.82855281135i
1085                                              95570.35211412921+166783.54290954195i             112831.9845062642+187981.69275479237i             131303.49533673498+209357.2974613723i             150925.30924496113+230797.41155453437i            171636.6369599128+252207.42484587105i
1090                                              96163.52559218653+167150.47974011957i             113522.55379051667+188370.80990850917i            132095.95418155083+209763.41351655687i            151823.55596430085+231214.9876113756i             172643.98987550603+252630.64760057337i
1095                                              96754.22933545582+167515.86151445596i             114210.25720780234+188758.22615265095i            132885.145539148+210167.68808256692i              152718.13281605032+231630.58304823094i            173647.27344162515+253051.74693999527i
1100                                              97342.49993816232+167879.8409845695i              114895.1455059974+189144.1178887344i              133671.13659986242+210570.32114062863i            153609.12558593022+232044.4209019557i             174646.5939796695+253470.96799556568i
1105                                              97928.38326103266+168242.56825139298i             115577.28024084613+189528.65811846542i            134454.00695472013+210971.5084193266i             154496.63408679355+232456.71900195003i            175642.07347971218+253888.54963807994i
1110                                              98511.93421890882+168604.19004543335i             116256.73351865084+189912.01560224884i            135233.84828944577+211371.44042439637i            155380.77179985968+232867.6888648914i             176633.84918527745+254304.72323205363i
1115                                              99093.21650367558+168964.84902778565i             116933.58766326123+190294.3540417059i             136010.7639908495+211770.30149641246i             156261.66541647408+233277.53462197498i            177622.07306613092+254719.7114265863i
1120                                              99672.30224450673+169324.68311800685i             117607.93480995427+190675.831293648i              136784.86866912915+212168.26890472425i            157139.45428367396+233686.45198684128i            178606.91118246902+255133.7269927755i
1125                                              100249.27160863034+169683.824854118i              118279.87642936778+191056.59862226935i            137556.28759948467+212565.51198558818i            158014.2897579373+234094.62727461275i             179588.54294523282+255546.97171819772i
1130                                              100824.21234513541+170042.4007915857i             118949.5227856048+191436.79999632348i             138325.15608765773+212962.19133240625i            158886.33447205808+234502.2364796i                180567.1602785966+255959.63536775552i
1135                                              101397.21927685272+170400.53094549026i            119616.99233284754+191816.57143737792i            139091.61876467566+213358.45804478906i            159755.7615213389+234909.44442069525i             181542.96669072704+256371.89472061742i
1140                                              101968.3937442198+170758.3282803484i              120282.41105582971+192196.04042488305i            139855.82881669982+213754.45304328212i            160622.75357543718+235316.4039611939i             182516.17626084108+256783.91269225016i
1145                                              102537.84300460984+171115.89825544777i            120945.91175968855+192575.3253632086i             140617.9471564974+214150.30645555962i             161487.50192387874+235723.25531053313i            183487.0125508338+257195.83754615762i
1150                                              103105.67959588378+171473.33842331747i            121607.63331554865+192954.53511506994i            141378.1415436487+214546.13707966477i             162350.20546260412+236130.12541323865i            184455.70745081268+257607.8022072969i
1155                                              103672.02066582923+171830.73809091464i            122267.71986812197+193333.76860549356i            142136.58566099245+214942.05192787913i            163211.06963056565+236537.1274306695i             185422.49996634023+258019.923678868i
1160                                              104236.98727636703+172188.17804257642i            122926.32001255944+193713.11449933704i            142893.45815520175+215338.14585648483i            164070.305305256+236944.36031994008i              186387.63496085952+258432.30256769957i
1165                                              104800.70368622227+172545.73032853348i            123583.58594735114+194092.65095513515i            143648.94164995223+215734.50128275354i            164928.12766644466+237351.9085130429i             187351.36186040874+258845.02272445514i
1170                                              105363.29662095575+172903.45812031522i            124239.67261091976+194472.44545696556i            144403.22173965847+216131.1879929495i             165784.75503791994+237759.8416990045i             188313.93333367285+259258.15099962766i
1175                                              105924.89453468141+173261.41563231242i            124894.73680924957+194852.5547255705i             145156.48597304986+216528.26304097305i            166640.40771614702+238168.21471123322i            189275.6039574372+259671.73711765194i
1180                                              106485.62687089166+173619.64811325632i            125548.93634219184+195233.02470914356i            145908.92283487367+216925.7707397247i             167495.3068000078+238577.0675172586i              190236.6288788499+260085.8136699228i
1185                                              107045.62332856655+173978.19190416703i            126202.42913582904+195613.8906534475i             146660.72073423406+217323.74274412083i            168349.67302025776+238986.4253184535i             191197.26248557356+260500.3962262398i
1190                                              107605.0131401647+174337.07456349366i             126855.37238858419+195995.17725025341i            147412.06700850773+217722.1982239513i             169203.7255956993+239396.29874693675i             192157.75709486008+260915.48356365287i
1195                                              108163.92436752241+174696.31505726543i            127507.92173815974+196376.89886240105i            148163.14695147477+218121.1441264295i             170057.68110978004+239806.68416900246i            193118.36167228266+261331.05800989724i
1200                                              108722.48322195194+175055.92401360255i            128160.23045662411+196759.05982315258i            148914.14287304407+218520.57552386748i            170911.75242527833+240217.56408407417i            194079.32059087983+261747.08589847203i
1205                                              109280.8134141795+175415.90403625887i             128812.44868037214+197141.65480663255i            149665.233199306+218920.47604412638i              171766.14764450866+240628.9076190343i             195040.87244065318+262163.51813073823i
1210                                              109839.0355399526+175776.25007691875i             129464.72268145879+197524.6692659475i             150416.59162004944+219320.81837933577i            172621.06912284173+241040.6711119884i             196003.24889819903+262580.290839937i
1215                                              110397.26650638197+176136.949860921i              130117.19418661288+197908.07993448272i            151168.3862907838+219721.56486782167i             173476.7125442703+241452.79878041818i             196966.67366580313+262997.326150902i
1220                                              110955.6190040178+176497.98436274452i             130769.99974960602+198291.8553857658i             151920.77909632865+220122.66814416987i            174333.26606649667+241865.22346719363i            197931.36148835224+263414.5330287278i
1225                                              111514.20102908752+176859.3283267587i             131423.27018206174+198675.95664651284i            152673.92498145349+220524.07185111457i            175190.9095424015+242277.86745778707i             198897.5172560851+263831.80820840655i
1230                                              112073.11546006362+177220.95082800763i            132077.13004785377+199060.33785708985i            153427.97135466267+220925.71140629746i            176049.81382439623+242690.64336105727i            199865.33520040376+264249.03719735995i
1235                                              112632.45969221469+177582.8158684593i             132731.69722493994+199444.9469731966i             154183.05756960306+221327.51481767913i            176910.14015702857+243103.45504582074i            200834.99818901336+264666.09534159536i
1240                                              113192.3253324406+177944.8830015669i              133387.0825384827+199829.7265022747i              154939.31448856392+221729.40353898765i            177772.03966295812+243516.1986240307i             201806.67712595323+265082.84894601535i
1245                                              113752.79795868632+178307.10798129538i            134043.3894682047+200214.6142676375i              155696.86413146372+222131.29335817747i            178635.6529261158+243928.76347249636i             202780.53046127644+265499.1564388697i
1250                                              114313.95694402621+178669.44342781787i            134700.7139323706+200599.54419330845i             156455.81941320104+222533.0953102123i             179501.1096755816+244341.03328307916i             203756.70381390498+265914.8695697635i
1255                                              114875.87534808766+179031.8395042892i             135359.14415018697+200984.44710208106i            157216.28397130774+222934.7166058077i             180368.52857216605+244752.8871320095i             204735.32971070107+266329.8346304728i
1260                                              115438.61987628235+179394.2445981993i             136018.7605835983+201369.25151944367i             157978.35208534502+223336.06156749505i            181238.01709965285+245164.20055855703i            205716.52744315565+266743.893687436i
1265                                              116002.25090717262+179756.60600081508i            136679.63595889977+201753.88447556828i            158742.10868820213+223737.03256423958i            182109.67156083081+245574.84664303338i            206700.4030427643+267156.8858149319i
1270                                              116566.8225877444+180118.87057810836i             137341.8353677372+202138.27229789118i             159507.6294693339+224137.53093594784i             182983.57717828796+245984.69707376466i            207687.0493746726+267568.6483173176i
1275                                              117132.3829955093+180480.98542654797i             138005.41644667694+202522.34138652607i            160274.9810684713+224537.45789866374i             183859.80829872264+246393.6231941785i             208676.54634819223+267979.01792933035i
1280                                              117698.97436587882+180842.89850760595i            138670.4296331964+202906.0189651215i              161044.22135785385+224936.71542231145i            184738.42869828342+246801.49701813443i            209668.96124191888+268387.83198315406i
1285                                              118266.63338321021+181204.55925442377i            139336.9184960961+203289.23379958596i             161815.39981056075+225335.2070718181i             185619.49198620568+247208.19220560644i            210664.34914005667+268794.9295311967i
1290                                              118835.39153188962+181565.91914470826i            140004.9201367939+203671.91687770837i             162588.55795070337+225732.8388041804i             186503.0421023692+247613.5849884893i              211662.7534752834+269200.15241419594i
1295                                              119405.27550495284+181926.9322336936i             140674.46565798542+204054.00204255112i            163363.72988163578+226129.51971230912i            187389.1139041156+248017.5550372191i              212664.20667271767+269603.34626373946i
1300                                              119976.3076660607+182287.55564204347i             141345.5806948449+204435.4265733164i              164140.94288682638+226525.1627096346i             188277.73383635882+248419.9862599939i             213668.73088984596+270004.361430677i
1305                                              120548.50656043053+182647.7499928258i             142018.2860040044+204816.13170726557i             164920.21809820898+226919.68514595315i            189168.92067833024+248820.7675260966i             214676.3388404284+270403.0538281686i
1310                                              121121.88746982554+183007.47979339465i            142692.5981042594+205196.06309719165i             165701.57122252817+227313.00935188797i            190062.68635959135+249219.793305996i              215687.03470199+270799.285682792i
1315                                              121696.46300632598+183366.7137572913i             143368.52996292376+205575.17119911066i            166485.0133238587+227705.06310054284i             190959.0368370861+249616.9642212115i              216700.815089355+271192.9261846758i
1320                                              122272.24373886804+183725.4250623985i             144046.09172091866+205953.41158575515i            167270.55164888667+228095.77998604864i            191857.97302422926+250012.18749787868i            217717.67008986772+271583.8520307136i
1325                                              122849.23884656822+184083.59154209777i            144725.29144932146+206330.74518172242i            168058.19048981206+228485.09971162962i            192759.49176257916+250405.37731869618i            218737.5843469611+271971.94785352173i
1330                                              123427.45679197623+184441.19580647803i            145406.1359297013+206707.1384171162i              168847.9320749414+228872.96828390483i             193663.58682606125+250796.45506891655i            219760.53818178206+272357.1065321386i
1335                                              124006.90600770843+184798.22529173797i            146088.63145020945+207082.5632971509i             169639.7774780483+229259.33811083317i             194570.24994697506+251185.34947296642i            220786.50874060285+272739.22938065394i
1340                                              124587.59558904775+185154.67223573322i            146772.78460896885+207456.99738580087i            170433.72753640436+229644.16800077356i            195479.4718530019+251571.99661921326i             221815.47115582478+273118.22621120967i
1345                                              125169.53598548006+185510.53357952682i            147458.60311639024+207830.4237026623i             171229.78376807758+230027.42306208392i            196391.24330391522+251956.33987163164i            222847.39970776648+273494.01527049765i
1350                                              125752.73968361231+185865.81079439906i            148146.09658758924+208202.83053284194i            172027.94927819623+230409.0745023031i             197305.55611644764+252338.32966803052i            223882.2689746256+273866.52304906445i
1355                                              126337.22187412843+186220.5096349145i             148835.27731627604+208574.2111505552i             172828.22964411892+230789.09932835485i            198222.40416600168+252717.92320588403i            224920.05495731588+274235.68396479153i
1360                                              126923.00109537895+186574.63981965402i            149526.16102122806+208944.56345798585i            173630.63376948846+231167.4799494596i             199141.78435347645+253095.08401764097i            225960.7361665752+274601.4399219625i
1365                                              127510.09984618794+186928.21464150827i            150218.7675571069+209313.88954190904i             174435.17469719183+231544.203685079i              200063.69752607294+253469.78143882548i            227004.2946591689+274963.739751004i
1370                                              128098.54516093702+187281.2505103161i             150913.12158074815+209682.1951513061i             175241.87037147672+231919.26218262708i            200988.1493408503+253841.9899732094i              228050.71701121915+275322.53853189596i
1375                                              128688.36913987347+187633.76643141484i            151609.2531653102+210049.48910014433i             176050.74433995513+232292.65074869277i            201915.15106040932+254211.6885606876i             229099.9952160725+275677.7968090504i
1380                                              129279.60942825467+187985.7834243659i             152307.19835418303+210415.78260030306i            176861.82638649+232664.3676003916i                202844.72027056446+254578.85975404992i            230152.12749566094+276029.479704169i
1385                                              129872.3096379835+188337.3238865608i              153006.99964769173+210781.08853022128i            177675.15308650013+233034.41304304462i            203776.88151028787+254943.4888128745i             231207.11901434883+276377.55593566294i
1390                                              130466.51970621163+188688.41090731818i            153708.70641563463+211145.42064604012i            178490.76827712523+233402.7885817357i             204711.66680522187+255305.5627224759i             232264.9824853051+276721.9967551809i
1395                                              131062.29618562401+189039.06753855105i            154412.37522982358+211508.79274213014i            179308.72343498096+233769.4959753256i             205649.116096612+255665.0691480805i               233325.73866056+277062.7748105236i
1400                                              131659.70246191908+189389.31602863438i            155118.0701109304+211871.2177689261i              180129.07795541215+234134.5362418126i             206589.27755879113+256021.99533413386i            234389.4166968139+277399.862948682i
1405                                              132258.80889436626+189739.17702605357i            155825.8626853733+212232.70691646487i             180951.8993278782+234497.90862466634i             207532.20779878937+256376.3269601615i             235456.05438969456+277733.23296956345i
1410                                              132859.69287648395+190088.66876125388i            156535.832248037+212593.26867234142i              181777.26320306232+234859.6095306969i             208477.97193360716+256728.04696499696i            236525.69827189928+278062.85434507165i
1415                                              133462.43881398896+190437.8062136202i             157248.06572834408+212952.90786341354i            182605.25334831895+235219.63144997545i            209426.64354089714+257077.1343513613i             237598.40357006784+278388.69291703164i
1420                                              134067.13801851321+190786.60027203098i            157962.65755685873+213311.62469076272i            183435.96148924006+235577.96186901612i            210378.30448076257+257423.56298394946i            238674.23401828317+278710.7095881768i
1425                                              134673.88851593598+191135.056897152i              158679.70943247975+213669.4137676527i             184269.48703596793+235934.58218855778i            211333.0445874249+257767.30039382225i             239753.26152643794+279028.8590212272i
1430                                              135282.79476942835+191483.17629387285i            159399.32998902642+214026.2631705306i             185105.93669444715+236289.46665753878i            212290.96123050855+258108.30660234348i            240835.56570395592+279343.0883606531i
1435                                              135893.96731751948+191830.95210215048i            160121.63436240464+214382.1535126386i             185945.42396330254+236642.58133464886i            213252.15874762478+258446.53297773126i            241921.2332400753+279653.3359922007i
1440                                              136507.52232896374+192178.3706147617i             160846.74366070484+214737.0570504607i             186788.0685189698+236993.88308903013i             214216.74775074353+258781.9211378332i             243010.35714460586+279959.53035501175i
1445                                              137123.58107663968+192525.41002973335i            161574.78433895178+215090.93683257658i            187633.99549210814+237343.31865151098i            215184.8443102726+259114.40191120893i             244103.03585283452+280261.5888204659i
1450                                              137742.26933334937+192872.03974583812i            162305.88748324406+215443.74590007786i            188483.33463995717+237690.82372681543i            216156.56902229768+259443.89436976434i            245199.37220161836+280559.4166524035i
1455                                              138363.71669373964+193218.21970870814i            163040.18800836906+215795.42654783744i            189336.21941993452+238036.32217818082i            217132.0459653095+259770.3049444501i              246299.472283703+280852.90606134816i
1460                                              138988.0558265749+193563.89981438356i             163777.82377458882+216145.90965543297i            190192.78597151386+238379.72529309458i            218111.40155436666+260093.52663562814i            247403.44418926272+281141.9353662298i
1465                                              139615.42166286142+193909.01937785037i            164518.93462987058+216495.11409523062i            191053.1720132872+238720.93114081814i             219094.76330121225+260413.43832857997i            248511.396644951+281426.36827507394i
1470                                              140245.95052572642+194253.50667212837i            165263.6613848921+216842.94622562625i             191917.51566430985+239059.82402923392i            220082.2584905242+260729.90422405588i             249623.43756171656+281706.05329528975i
1475                                              140879.77920846213+194597.27854443624i            166012.14472842816+217189.2994758828i             192785.95419856123+239396.2740697133i             221074.01278306838+261042.77339254148i            250739.6725038925+281980.8232840814i
1480                                              141517.04400797148+194940.24011365406i            166764.5240918794+217534.0540288591i              193658.62274291605+239730.13685613297i            222070.1487573702+261351.87946013655i             251860.20309315395+282250.49514656025i
1485                                              142157.87972106796+195282.2845544887i             167520.93647178306+217877.07660654525i            194535.65292922017+240061.25326457914i            223070.7844026606+261657.04043246203i             252985.12536132312+282514.8696892072i
1490                                              142802.41861165955+195623.2929712802i             168281.51522010376+218218.22036293347i            195417.17151173367+240389.44937840872i            224076.03157592512+261958.05866238216i            254114.5280674354+282773.7316348396i
1495                                              143450.7893569432+195963.1343646829i              169046.3888120601+218557.32488785815i             196303.298961909+240714.53654249982i              225085.99443711244+262254.72096523154i            255248.49099427147+283026.8498027566i
1500                                              144103.1159815282+196301.66569385957i             169815.67960202566+218894.21632371566i            197194.1480525747+241036.31154953272i             226100.76787625463+262546.79888466204i            256387.08324085313+283273.9774574235i
1505                                              144759.51678793036+196638.73203481955i            170589.50257793037+219228.70759734296i            198089.82244389804+241354.55695981436i            227120.43594728524+262834.0491111606i             257530.36152689732+283514.85282676114i
1510                                              145420.10329250872+196974.16683603008i            171367.964124806+219560.59876704132i              198990.41528385205+241669.04155509316i            228145.0703225633+263116.21405128855i             258678.36852592844+283749.1997897744i
1515                                              146084.97917578768+197307.79227097228i            172151.16080838378+219889.67748459088i            199896.00783580303+241979.5209254636i             229174.72878346287+263393.02254992136i            259831.13124355042+283976.7287316352i
1520                                              146754.23925607136+197639.41968620886i            172939.17818930736+220215.71957075738i            200806.6681457899+242285.73818765878i             230209.4537606806+263664.19075918186i             260988.65945710882+284197.13756296324i
1525                                              147427.9684953587+197968.8501444191i              173732.0896786504+220538.48970174883i             201722.44976184255+242587.42483129614i            231249.27093934536+263929.4231522923i             262150.9442329422+284410.1128976757i
1530                                              148106.24104550964+198295.87505624327i            174529.95544504822+220857.74220343126i            202643.39051768015+242884.30168889664i            232294.18794204787+264188.4136763548i             263317.9565366897+284615.33138362656i
1535                                              148789.11934439922+198620.27690300083i            175332.82138356302+221173.22194857936i            203569.5113923771+243176.08002422613i             233344.19310397236+264440.8470372562i             264489.6459517593+284812.4611772549i
1540                                              149476.6532688032+198941.83004071418i             176140.7181558892+221484.6653523018i              204500.8154573443+243462.462732574i               234399.25435236577+264686.40010866814i            265665.939520153+285001.16355299554i
1545                                              150168.8793525061+199260.3015831566i              176953.66031123782+221791.80145881398i            205437.2869213381+243743.14564473918i             235459.3182028901+264924.74345613894i             266846.74071901874+285181.09463654296i
1550                                              150865.8200767035+199575.45235772297i             177771.64549630007+222094.3531135022i             206378.8902834489+244017.81892693066i             236524.30888371437+265155.54296637414i            268031.92858532607+285351.9072501175i
1555                                              151567.4832394409+199887.03792801246i             178594.6537626143+222392.03821094547i             207325.56960337318+244286.16856669786i            237594.1275982852+265378.46156843955i             269221.3570001715+285513.25285447517i
1560                                              152273.86141029675+200194.8096746916i             179422.6469783916+222684.57101172901i             208277.24789731333+244547.877933799i              238668.6519352909+265593.1610372377i              270414.85414209747+285664.7835772941i
1565                                              152984.93147580518+200498.5159294177i             180255.56835146126+222971.66351780653i            209233.82666681026+244802.62940585928i            239747.73543470056+265799.30386341416i            271612.22211877344+285806.1543065068i
1570                                              153700.65428055826+200797.90315115955i            181093.34206895155+223253.0268967701i             210195.18556714087+245050.1060459902i             240831.20731629044+265996.5551768618i             272813.236784051+285937.0248379926i
1575                                              154420.97436824304+201092.71714060218i            181935.87305855204+223528.3729446113i             211161.182220355+245289.9933201626i               241918.872376598+266184.5847085258i               274017.64774585783+286057.0620564834i
1580                                              155145.81982531172+201382.70427320927i            182783.04687515757+223797.41557574837i            212131.65217726922+245521.98084107012i            243010.51105836628+266363.06877537176i            275225.17856928817+286165.9421341098i
1585                                              155875.10223115276+201667.6127595408i             183634.7297156672+224059.87232933322i             213106.40903118628+245745.76412477423i            244105.87969538537+266531.6922722685i             276435.5271773776+286263.3527274794i
1590                                              156608.71671436462+201947.1939042079i             184490.76856389997+224315.46587972288i            214085.2446851702+245961.04634667357i             245204.71093397992+266690.15065478144i            277648.3664499417+286348.9951551898i
1595                                              157346.54211934638+202221.2033670728i             185350.99146601415+224563.925539808i              215067.9297731875+246167.54008205663i             246306.71433098227+266838.1518966216i             278863.3450199002+286422.58653711755i
1600                                              158088.44127810808+202489.40240972905i            186215.20793638786+224804.9887447652i             216054.21423411267+246364.96901768944i            247411.57712653143+266975.41840502544i            280080.08826369885+286483.86187676835i
1605                                              158834.26139155144+202751.5591206955i             187083.20949216612+225038.40250460358i            217043.82803645614+246553.0696199151i             248518.9651881566+267101.6888781082i              281298.1994823942+286532.576069332i
1610                                              159583.83451459068+203007.44960883522i            187954.7703139686+225263.92481343597i             218036.48205010087+246731.59274532594i            249628.52412156755+267216.7200877811i             282517.2612652179+286568.50581533543i
1615                                              160336.9781438884+203256.85915446564i             188829.6480288935+225481.32600406915i             219031.8690600546+246900.30518058146i             250739.88054149708+267320.28857288347i            283736.83702944993+286591.4514249212i
1620                                              161093.49590405033+203499.58331039682i            189707.5846110577+225690.39003625928i             220029.66491605935+247058.99109772858i            251852.64349479208+267412.19222728367i            284956.4727255907+286601.2384945851i
1625                                              161853.1783274508+203735.4289412002i              190588.3073934835+225890.9157082999i              221029.52981032623+247207.45341273735i            252966.40602634617+267492.2517686126i             286175.69869685173+286597.71944095945i
1630                                              162615.803722388+203964.2151959012i               191471.53018453222+226082.71778093866i            222031.10967486247+247345.51503498157i            254080.74687699295+267560.3120741331i             287394.0316801879+286580.77487665066i
1635                                              163381.1391228992+204185.77440228037i             192356.95448069912+226265.6280044951i             223034.03768811323+247473.0199964922i             255195.2323013721+267616.2433712653i              288610.9769337859+286550.314815295i
1640                                              164148.9413132927+204399.95287731895i             193244.27076673246+226439.4960399518i             224037.93588002276+247589.83445096857i            256309.41799210114+267659.94227138703i            289826.03047611605+286506.2796925976i
1645                                              164918.9579192116+204606.6116466335i              194133.15989340105+226604.19026595025i            225042.41682344212+247695.84753286978i            257422.85109619907+267691.332636696i              291038.68141872756+286448.64119379356i
1650                                              165690.9285568916+204805.62706636175i             195023.29452195612+226759.5984646582i             226047.08539864008+247790.97206920056i            258535.07230773172+267710.36627157166i            292248.41437532956+286377.40287737304i
1655                                              166464.5860310296+204996.89134284214i             195914.34062416988+226905.62838039885i            227051.5406175178+247875.14513632742i             259645.61802062028+267717.02343135554i            293454.7119278358+286292.6005888522i
1660                                              167239.65757196426+205180.3129452421i             196805.95902574257+227042.20814568485i            228055.37749248263+247948.32845743757i            260754.02252436604+267711.31314256525i            294657.0571297319+286194.3026582924i
1665                                              168015.86610158713+205355.8169081222i             197697.8069805278+227169.2865717226i              229058.18893535525+248010.50863549052i            261859.8202249913+267693.27333046397i             295854.93602654873+286082.60987889057i
1670                                              168792.93151778216+205523.34502132505i            198589.53976307594+227286.83329949365i            230059.56767067904+248061.69721997814i            262962.5478731142+267662.97075326357i             297047.8401727854+285957.65526330104i
1675                                              169570.5719864257+205682.85590606675i             199480.8122658218+227394.83881125075i             231059.10814767654+248101.9306060385i             264061.7467808766+267620.5007404724i              298235.26912432065+285819.6035815104i
1680                                              170348.50523032076+205834.32497668808i            200371.2805879835+227493.31430189766i             232056.40843518608+248131.26976651375i            265156.9650091928+267565.98673723266i             299416.7328859225+285668.6506791446i
1685                                              171126.44980389098+205977.74428925908i            201260.6036028828+227582.29141154286i             233051.0720836122+248149.79981912696i             266247.7595074607+267499.5796603426i              300591.75429295376+285505.0225831586i
1690                                              171904.12634317498+206113.1222786389i             202148.44449046245+227661.82182196563i            234042.70993859036+248157.62943247787i            267333.6981873738+267421.457066754i               301759.87130759074+285328.97440090444i
1695                                              172681.25878031715+206240.48338702i               203034.4722222454+227731.97672102624i             235030.94189109388+248154.89007588895i            268414.361914163+267331.82214507385i              302920.63921016414+285140.789020902i
1700                                              173457.5755123733+206359.8675883715i              203918.3629863993+227792.8461399786i              236015.39854949637+248141.73512003594i            269489.346397504+267230.90253633953i              304073.63266694517+284940.77562630136i
1705                                              174232.8105148555+206471.3298133915i              204799.8015409596+227844.5381704605i              236995.72281956187+248118.33879616656i            270558.2639686459+267118.9489959545i              305218.44765745755+284729.26803286275i
1710                                              175006.7043903268+206574.93928136275i             205678.48248417437+227887.17806854044i            237971.5713797563+248084.89502429482i             271620.74522515654+266996.23390654183i            306354.7032450369+284506.62286628224i
1715                                              175779.00534410548+206670.77874539615i            206554.11143159674+227920.9072546271i             238942.61603919693+248041.61611980872i            272676.4405342065+266863.04965494224i             307482.04317582515+284273.217593093i
1720                                              176549.4700785861+206758.94366002595i             207426.40609055513+227945.88221906262i            239908.5449683858+247988.73139182045i             273725.0213799468+266719.7068919001i              308600.1372936616+284029.44842362794i
1725                                              177317.86459968236+206839.54127817418i            208295.09722358923+227962.273343888i              240869.06379196804+247926.48564492134i            274766.18154402834+266566.5326830819i             309708.68275922537+283775.7281040403i
1730                                              178083.96492910135+206912.68968800662i            209159.92949372815+227970.26365230785i            241823.89653639845+247855.1375999349i             275799.63811167586+266403.8685739497i             310807.4050642978+283512.48361741484i
1735                                              178847.55771733538+206978.51679866627i            210020.66218575175+227970.0474976715i             242772.78642484455+247774.9582465707i             276825.13229533145+266232.06858254696i            311896.05883356923+283240.15381350974i
1740                                              179608.44075365397+207037.15928577943i            210877.069797608+227961.82920555506i              243715.49651475617+247686.2291441277i             277842.4300704309+266051.497139378i               312974.4284087606+282959.1869878927i
1745                                              180366.42336959+207088.7615068655i                211728.9425009044+227945.8216804077i              244651.81017388593+247589.24068582314i            278851.32261981175+265862.52699260163i            314042.3282116713+282670.03843200946i
1750                                              181121.32673461648+207133.47439763477i            212576.0864650191+227922.24499076465i             245581.53139311326+247484.2903427908i             279851.6265850435+265665.5370970717i              315099.6028852053+282373.16797470005i
1755                                              181872.98404293283+207171.45436014744i            213418.32404787885+227891.32494774734i            246504.48493528846+247371.68090311612i            280843.1841246361+265460.9105058189i              316146.1272133008+282069.03753705946i
1760                                              182621.24059211605+207202.86215388804i            214255.49385075606+227853.29168759566i            247420.51632153982+247251.71872255823i            281825.8627812364+265249.032283388i               317181.8058223727+281758.10872114863i
1765                                              183365.95375460648+207227.86179978578i            215087.45064110003+227808.37827321718i            248329.49165765202+247124.71200240092i            282799.5551617873+265030.2874563638i              318206.5726705495+281440.8404531965i
