% Model:              2D Model _ g2u[ParameterStudy].mph
% Version:            COMSOL 5.2.0.166
% Date:               Apr 22 2017, 22:27
% Table:              Table 1 - g2u_g2 (acpr.p_t*2*pi*a)
% freq (Hz)                                       g_center=0.22, acpr.p_t*2*pi*a (N)                g_center=0.24, acpr.p_t*2*pi*a (N)                g_center=0.26, acpr.p_t*2*pi*a (N)                g_center=0.28, acpr.p_t*2*pi*a (N)                g_center=0.3, acpr.p_t*2*pi*a (N)
150                                               2719.281803075038+31108.79879053471i              3235.544871802906+35707.33949817909i              3796.5108656760917+40508.20616409942i             4402.14074610985+45499.43079131222i               5052.393365769982+50671.10375070814i
155                                               2899.858977417458+32122.833138949845i             3450.3663991821923+36870.080459920886i            4048.5299811081954+41825.93278234961i             4694.305571432742+46978.01023576153i              5387.646621483906+52316.05962572598i
160                                               3085.7334901149634+33134.815888416066i            3671.485515624783+38030.36024464314i              4307.931824714667+43140.74698485422i              4995.022703948377+48453.183186173424i             5732.705726912091+53957.07088194286i
165                                               3276.8586162415063+34144.70206461395i             3898.846395573062+39188.124965606396i             4574.65060131614+44452.585073005495i              5304.215490682355+49924.87520627211i              6087.4822622825595+55594.05139258246i
170                                               3473.1866155652265+35152.44923524148i             4132.3920209696535+40343.32377380041i             4848.61913417993+45761.38692777159i               5621.805696611715+51393.01602776319i              6451.886014161928+57226.919834235974i
175                                               3674.669046058513+36158.01745060468i              4372.064555498105+41495.90878597154i              5129.769305561081+47067.095923666486i             5947.714017104691+52857.539448717056i             6825.8255654431105+58855.59956803553i
180                                               3881.257035081242+37161.36916192727i              4617.805668406008+42645.83498603584i              5418.0324380365555+48369.65881144031i             6281.8605215878+54318.383195575974i               7209.20880619858+60480.01847897248i
185                                               4092.9015129702616+38162.469123316936i            4869.556813481348+43793.06010697826i              5713.339622997157+49669.025577743196i             6624.165035811269+55775.488758370455i             7601.943374001329+62100.10878439638i
190                                               4309.553412898076+39161.28428202618i              5127.259467844967+44937.54449878708i              6015.622001996648+50965.14928837002i              6974.547469337226+57228.801206796095i             8003.93703110688+63715.80682034066i
195                                               4531.163840519118+40157.783660772104i             5390.85533467013+46079.250986841645i              6324.811005574933+52257.98592016436i              7332.928093534794+58678.268993114274i             8415.097984798196+65327.05281273637i
200                                               4757.6842162881285+41151.93823511645i             5660.286513302558+47218.14472438376i              6640.838553782043+53547.49418602024i              7699.227775106066+60123.843746857274i             8835.335156406696+66933.79063911932i
205                                               4989.06639305857+42143.72080849132i               5935.49563989712+48354.19304212321i               6963.637221950828+54833.635356345985i             8073.368169113308+61565.48006551047i              9264.558403782175+68535.96758558335i
210                                               5225.262751257589+43133.10588696272i              6216.426001246104+49487.36529751125i              7293.140374945634+56116.37308016348i              8455.271875371984+63003.1353045968i               9702.678701538538+70133.53410305115i
215                                               5466.226273727049+44120.06955563272i              6503.021624370905+50617.6327258739i               7629.282272796568+57395.67320832066i              8844.8625615005+64436.76937021309i                10149.608282818579+71726.44356625609i
220                                               5711.910602151678+45104.58935825005i              6795.2273440526815+51744.96829536881i             7971.998150413012+58671.503621115706i             9242.065055769986+65866.3445165994i               10605.260746345608+73314.65203846755i
225                                               5962.2700768746545+46086.64418144058i             7092.988850560102+52869.34656736987i              8321.224273886388+59943.8340622774i               9646.805412708958+67291.82515106404i              11069.551131881204+74898.11804461i
230                                               6217.259761857062+47066.214144776815i             7396.252719559395+53990.743563769414i             8676.89797578952+61212.63598101462i               10059.0109541831+68713.17764820198i               11542.395967544333+76476.80235497022i
235                                               6476.8354564025+48043.280497720116i               7704.966426210262+55109.136642434416i             9038.957671814449+62477.882383603246i             10478.610288686848+70130.37017513646i             12023.713291845428+78050.667781571i
240                                               6740.953695339806+49017.82552436223i              8019.078345409924+56224.50438189689i              9407.342861008114+63739.54769576548i              10905.533311532587+71543.37252924647i             12513.422653631846+79619.67898879797i
245                                               7009.571739174239+49989.83245667036i              8338.53774002198+57336.826476151604i              9781.994111833457+64997.6076368936i               11339.711188373969+72952.15598959402i             13011.445092799417+81183.80231976666i
250                                               7282.647555892479+50959.285396845014i             8663.294739043982+58446.083640279605i             10162.853036248584+66252.03910692956i             11781.0763247592+74356.69318302943i               13517.703104729084+82743.00563945361i
255                                               7560.139795854134+51926.169249283936i             8993.300307479914+59552.25752742399i              10549.862253963822+67502.8200865768i              12229.562324115728+75756.95796569955i             14032.12059131479+84297.25819555025i
260                                               7842.007761402787+52890.46966234244i              9328.506209781219+60655.33065750244i              10942.965349014077+68749.92955124156i             12685.103936658194+77152.92532046506i             14554.622801367912+85846.53049754005i
265                                               8128.211372617502+53852.172980165655i             9668.864968617705+61755.28635779163i              11342.10682070842+69993.34739891272i              13147.637001644462+78544.57127049638i             15085.136263226565+87390.79421434965i
270                                               8418.711130704121+54811.26620452109i              10014.329820723628+62852.10871545813i             11747.232031021063+71233.05439202194i             13617.098385336069+79931.87280908358i             15623.588712187919+88930.02209058026i
275                                               8713.468080446955+55767.73696655216i              10364.854671474817+63945.78254187511i             12158.287150358192+72469.0321131586i              14093.425916922262+81314.80784546469i             16169.909015489786+90464.18788118286i
280                                               9012.443773061515+56721.57350811506i              10720.39404988133+65036.293348331295i             12575.219103658133+73701.26293416241i             14576.55832459968+82693.35516621632i              16724.027097253816+91993.26630399644i
285                                               9315.600230760558+57672.764672385674i             11080.903065459524+66123.62733279033i             12997.975518557343+74929.72999813776i             15066.435173988624+84067.494411667i               17285.873865849404+93517.23300954666i
290                                               9622.899914303955+58621.299903134575i             11446.337368507606+67207.77137695176i             13426.50467741005+76154.41721366117i              15562.996810752908+85437.20606639973i             17855.381145952648+95036.06456706222i
295                                               9934.305694600496+59567.16925202187i              11816.653115146633+68288.71305289403i             13860.755474721736+77375.3092601801i              16066.184309335149+86802.47146285174i             18432.481617416604+96549.73846557636i
300                                               10249.780829479283+60510.36339318225i             12191.806938310165+69366.440638409i               14300.67738146093+78592.39160367215i              16575.9394295128+88163.27279680458i               19017.108762822383+98058.23312871771i
305                                               10569.28894656586+61450.87364419097i              12571.755925917934+70440.9431399279i              14746.22041756365+79805.6505212596i               17092.204582264316+89519.59315332331i             19609.196825619005+99561.5279416281i
310                                               10892.79403309843+62388.69199243727i              12956.457607122516+71512.21032197587i             15197.335133841985+81015.07313353004i             17614.922806328563+90871.41654172291i             20208.68078026202+101059.603288202i
315                                               11220.260433373422+63323.81112587761i             13345.869947567136+72580.23274183835i             15653.972604236738+82220.64744301801i             18144.037756618935+92218.72793771222i             20815.496315725286+102552.44059683476i
320                                               11551.652854474867+64256.22446701079i             13739.95135429341+73645.00178812513i              16116.084429288285+83422.36237736822i             18679.4937054182+93561.51333110535i               21429.579833513566+104040.02239249957i
325                                               11886.936380673838+65185.92620893351i             14138.660690903329+74706.50972189239i             16583.62275142355+84620.2078355267i               19221.23555710795+94899.75977708708i              22050.86846100081+105522.33235316146i
330                                               12226.076496852344+66112.91135218489i             14541.957303247164+75764.74971874127i             17056.540282511556+85814.17473520867i             19769.208876941517+96233.45544915576i             22679.30008063586+106999.3553681833i
335                                               12569.03912111478+67037.17574119076i              14949.801055985596+76819.7159105411i              17534.79034394332+87004.25506003725i              20323.359934174066+97562.58969170066i             23314.813375433667+108471.07759652358i
340                                               12915.790646572568+67958.71609894554i             15362.152379903604+77871.40342515793i             18018.326919227573+88190.44190440384i             20883.63575951421+98887.15307019756i              23957.347890740028+109937.48652230213i
345                                               13266.297992243892+68877.53005875465i             15778.972329917042+78919.80842274896i             18507.104718997274+89372.72951445759i             21449.984216756184+100207.13741699346i            24606.844112055827+111398.57100555101i
350                                               13620.528662719244+69793.61619168565i             16200.222653453111+79964.92812709502i             19001.07925797715+90551.11332342199i              22022.35408822701+101522.53587066471i             25263.24355848688+112854.32132579152i
355                                               13978.450816206649+70706.97402856013i             16625.86586861017+81006.76085051894i              19500.206943378038+91725.58997949563i             22600.69517321154+102833.3429070251i              25926.488890980905+114304.72921617368i
360                                               14340.033340397285+71617.60407526925i             17055.86535158295+82045.3060110218i               20004.44517394518+92896.15736476415i              23184.958398635805+104139.55435983851i            26596.52403442703+115749.78788612141i
365                                               14705.245935427067+72525.50782032951i             17490.185432368264+83080.56414025562i             20513.752448668667+94062.81460359164i             23775.095940787698+105441.16742956101i            27273.294312301598+117189.49203040246i
370                                               15074.059203086885+73430.68773356329i             17928.791497815582+84112.53688115733i             21028.0884839807+95225.56205899973i               24371.0613568153+106738.18067833384i              27956.746592284642+118623.83782272424i
375                                               15446.44474137753+74333.14725505591i              18371.65010098676+85141.22697410829i              21547.414338201328+96384.40131572615i             24972.809724400464+108030.5940098116i             28646.829441290876+120052.82289216497i
380                                               15822.375243279195+75232.89077344725i             18818.729075373158+86166.63823054872i             22071.692541663262+97539.33514885i                25580.297788006046+109318.4086324263i             29343.49328779205+121476.4462808621i
385                                               16201.824598546484+76129.92359289502i             19269.997652730977+87188.77549328103i             22600.887230919758+98690.36747693093i             26193.484109723+110601.62700493992i               30046.69058936366+122894.70838169617i
390                                               16584.76799738879+77024.25188804597i              19725.426582985474+88207.64458272145i             23134.964285363272+99837.50329882963i             26812.32922279968+111880.25276334249i             30756.376003242258+124307.61085482873i
395                                               16971.182034513397+77915.88264662526i             20184.988254579428+89223.25222846464i             23673.891464281805+100980.74861359117i            27436.79578565362+113154.29062836264i             31472.50655728748+125715.15652227569i
400                                               17361.0448122857+78804.8235992517i                20648.656813707363+90235.6059859368i              24217.638542527646+102120.11032296716i            28066.848734186395+114423.74629307198i            32195.0418190521+127117.34923998511i
405                                               17754.336041480623+79691.08313636674i             21116.408280618285+91244.71413782972i             24766.17744270144+103255.59611630173i             28702.455430057616+115688.62629032743i            32923.94406002828+128514.19374706376i
410                                               18151.037138171963+80574.67021224124i             21588.220661300278+92250.58558032931i             25319.482361941962+104387.21433783977i            29343.585802577927+116948.93784007788i            33659.17841270279+129905.69549219587i
415                                               18551.131315287592+81455.59423620545i             22064.07405279869+93253.22969436602i              25877.52989113595+105514.97383661506i             29990.212481869967+118204.68867675589i            34400.71301741222+131291.86043754447i
420                                               18954.603667315027+82333.86495147183i             22543.950740360004+94252.65620221233i             26440.29912457041+106638.88379940392i             30642.310920952405+119455.88685728653i            35148.519156629416+132672.69484073707i
425                                               19361.441246738475+83209.49230194149i             23027.835284723777+95248.8750100026i              27007.771758023442+107758.95356737949i            31299.859504318923+120702.5405504651i             35902.57137365046+134048.20501576472i
430                                               19771.633130788607+84082.48628769905i             23515.714597857583+96241.89603698518i             27579.932173267312+108875.19243738371i            31962.839640906295+121944.65780878016i            36662.84757350816+135418.39707410173i
435                                               20185.170477076073+84952.85680997251i             24007.578005552732+97231.72903235522i             28156.767507181077+109987.60944891324i            32631.23583913065+123182.24632392987i             37429.3291032476+136783.2766473656i
440                                               20602.04656694558+85820.6135064624i               24503.41729528259+98218.38338087336i              28738.26770359658+111096.21315807334i             33305.0357620105+124415.31316751259i              38202.00080949782+138142.8485933627i
445                                               21022.256835207816+86685.76557818422i             25003.226748010056+99201.86789850958i             29324.425546326467+112201.01140014948i            33984.230260499724+125643.86451875916i            38980.85107099206+139497.1166875176i
450                                               21445.798885282198+87548.3216089485i              25507.00315254611+100182.19061956956i             29915.236671743456+113302.01104232352i            34668.81338313221+126867.90538113793i             39765.87180412309+140846.08330194303i
455                                               21872.672488668883+88408.28937895849i             26014.74580133049+101159.3585768809i              30510.699559651755+114399.21772853055i            35358.78236060987+128087.43929010854i             40557.058439726134+142189.74907457927i
460                                               22302.879567974112+89265.67567378549i             26526.456466663156+102133.37757680852i            31110.815501200854+115492.63561840396i            36054.137563798206+129302.46801427596i            41354.40986950548+143528.11257115527i
465                                               22736.424162727726+90120.48609044212i             27042.13935651247+103104.25197086368i             31715.588542895166+116582.2671224975i             36754.882434147745+130512.99125254442i            42157.92836091131+144861.16994281954i
470                                               23173.312377450646+90972.72484204115i             27561.80104920635+104071.98442589572i             32325.02540596822+117668.11263606664i             37461.02338553406+131719.00632978813i             42967.61943937966+146188.91458250632i
475                                               23613.552311615982+91822.39456286207i             28085.45040661425+105036.57569489718i             32939.13538044568+118750.1702737342i              38172.56967699754+132920.50789392294i             43783.491737266224+147511.3367831176i
480                                               24057.153971152642+92669.4961154454i              28613.098465453048+105998.02439042433i            33557.930193764616+119828.4356075541i             38889.53325595022+134117.48761711837i             44605.55680903679+148828.42340082212i
485                                               24504.129161566576+93514.02840159259i             29144.758306745036+106956.32676285345i            34181.42385366216+120902.90141087194i             39611.92857173512+135309.93390406316i             45433.82891273956+150140.15752688015i
490                                               24954.49136269272+94355.98817901546i              29680.44490341821+107911.47648558066i             34809.63246568484+121973.55741065409i             40339.77235987307+136497.8316102962i              46268.32475779183+151446.51817116776i
495                                               25408.255585368675+95195.36988549502i             30220.174946569343+108863.46444927019i            35442.57402559102+123040.3900506446i              41073.0833973566+137681.16177340221i              47109.06321991632+152747.47996101234i
500                                               25865.438210570996+96032.16547229353i             30763.966650788105+109812.27856739769i            36080.26818739286+124103.38226798835i             41811.88222980097+138859.90136013628i             47956.06502393425+154043.0128585212i
505                                               26326.05681154318+96866.36424857685i              31311.839539401033+110757.9035950845i             36722.736007893225+125162.51328577926i            42556.19087154691+140034.0230322627i              48809.352395710295+155333.08189972525i
510                                               26790.129959794805+97697.95273862689i             31863.814210588924+111700.32096331251i            37369.99966892253+126217.75842384643i             43306.03248004704+141203.49493388823i             49668.948684930496+156617.64695890775i
515                                               27257.67701595177+98526.91455341055i              32419.912085518878+112639.50863051636i            38022.08217858159+127269.088930219i               44061.43100617567+142368.28050308663i             50534.87796037333+157896.66254095398i
520                                               27728.717906548347+99353.23027810655i             32980.15513988568+113575.44095336495i             38679.007053215326+128316.47183538001i            44822.410822340345+143528.33831025078i            51407.16458019754+159170.07760488693i
525                                               28203.272888141055+100176.87737711128i            33544.56562047682+114508.08857854077i             39340.79798193257+129359.86983147895i             45588.99633058585+144683.62192567927i             52285.832739397134+160437.8354212799i
530                                               28681.362300129524+100997.83011779793i            34113.165748376035+115437.41835714328i            40007.47847561964+130399.24117831497i             46361.211553063404+145834.07981859604i            53170.90599752165+161699.8734660698i
535                                               29163.006307864784+101816.05951434071i            34685.97741083864+116363.39328318652i             40679.071502932726+131434.5396379021i             47139.0797076034+146979.65528960986i              54062.406789578665+162956.12335316624i
540                                               29648.2246378941+102631.53329270062i              35263.021843835886+117285.97245751414i            41355.59911546438+132465.71443917128i             47922.622771086346+148120.28643844105i            54960.35592343071+164206.51080786338i
545                                               30137.036306973674+103444.21587767269i            35844.319307469326+118205.11107826568i            42037.0820649424+133492.71027416523i              48711.86103387068+149255.90616848716i             55864.77206729111+165450.95568294745i
550                                               30629.4593469874+104254.06840285736i              36429.888756682056+119120.76045887769i            42723.53941497724+134515.467326739i               49506.81264836071+150386.44222944637i             56775.67123109859+166689.3720187256i
555                                               31125.510527688522+105061.04874411656i            37019.74750953832+120032.86807429431i             43414.98815047889+135533.92133476163i             50307.49317520766+151511.81729909388i             57693.066245565155+167921.66814842416i
560                                               31625.20507942623+105865.11157699092i             37613.910915828375+120941.3776359535i             44111.44278762551+136548.00368633776i             51113.91513059537+152631.94910484273i             58616.96624319009+169147.74684951667i
565                                               32128.55641803809+106666.20845829188i             38212.39202840915+121846.22919582536i             44812.91498751669+137557.6415504285i              51926.08753832807+153746.7505854141i              59547.37614528491+170367.50554141228i
570                                               32635.57587408652+107464.28793192937i             38815.20128013411+122747.35927955742i             45519.41317672451+138562.7580418819i              52744.01549035844+154856.1300928153i              60484.29615936609+171580.8365296952i
575                                               33146.272428753495+108259.29565880046i            39422.346168929136+123644.70104849924i            46230.942177814504+139563.27242065876i            53567.699719570475+155959.99163413947i            61427.72129131846+172787.62729627272i
580                                               33660.652458593904+109051.17457038132i            40033.83095382846+124538.18449017078i             46947.50285330964+140559.10032468513i             54397.13618853161+157058.23515266762i             62377.64087671154+173987.76083485462i
585                                               34178.7194914213+109839.86504541924i              40649.65636462425+125427.73663649926i             47669.09176601267+141550.15403549277i             55232.31569806748+158150.75684715057i             63334.03813547302+175181.11603047734i
590                                               34700.47397556547+110625.30510891782i             41269.8193278526+126313.28180875602i              48395.700859092816+142536.3427754383i             56073.22351931727+159237.44952793463i             64296.889754467185+176367.56808139093i
595                                               35225.9130646298+111407.43065238566i              41894.312711681945+127194.74188805578i            49127.31715889233+143517.57303504818i             56919.839052875854+160318.20300817201i            65266.1655020475+177546.98896127826i
600                                               35755.03041986566+112186.17567414252i             42523.12509224598+128072.0366098173i              49863.92250362238+144493.74892875802i             57772.13551862808+161392.90452795054i             66241.82787857438+178719.24791931585i
605                                               36287.81603219677+112961.47253817678i             43156.2405438558+128945.0838805372i               50605.493300528535+145464.77257676318i            58630.079679524984+162461.43920886997i            67223.83180701722+179884.2120151608i
610                                               36824.256065708905+113733.25224988839i            43793.63845534801+129813.80011475044i             51352.000314552206+146430.54451075857i            59493.63160254262+163523.69053631942i             68212.12436705202+181041.74668547255i
615                                               37364.332724478285+114501.44474693204i            44435.29337467132+130678.10058998197i             52103.40849077088+147390.9641008086i              60362.74445977989+164579.54086604045i             69206.64457619895+182191.7163383376i
620                                               37908.02414418907+115265.97920298403i             45081.17488369949+131537.89981721988i             52859.67681299674+148345.93000033335i             61237.36437217039+165628.87195174693i             70207.32322098957+183333.98497141042i
625                                               38455.304310082116+116026.7843422857i             45731.2475048541+132393.1119241502i               53620.75820051683+149295.340606043i               62117.430298462794+166671.5654897749i             71214.08274097441+184468.4168093474i
630                                               39006.14300236374+116783.7887625149i              46385.47064115993+133243.65104827774i             54386.59944470644+150239.09452932398i             63002.87397121234+167707.50367679328i             72226.8371676846+185594.87695581233i
635                                               39560.50577010651+117536.9212634357i              47043.798550738145+134089.4317368396i             55157.14118696549+151177.0910754055i              63893.61988157687+168736.5697761507i              73245.49212069371+186713.2320547942i
640                                               40118.35393438767+118286.11117868105i             47706.180356845376+134930.36935027395i            55932.317938964035+152109.23072640685i            64789.58531411304+169758.64868838128i             74269.94486194052+187823.35095617743i
645                                               40679.64462117278+119031.28870783238i             48372.56009384473+135766.38046587573i             56712.05814599013+153035.4156242956i              65690.68043231996+170773.62752102554i             75300.08440929935+188925.10537979924i
650                                               41244.33082411682+119772.38524596096i             49042.87678958293+136597.38327816196i             57496.28429358792+153955.55004961623i             66596.80841532924+171781.39615301366i             76335.79170975785+190018.37057242557i
655                                               41812.36149726712+120509.33370768222i             49717.064583868894+137423.2979924034i             58284.913057470105+154869.54089166483i            67507.86564547967+172781.8477885247i              77376.93987192375+191103.02595187508i
660                                               42383.68167731101+121242.06884279654i             50395.05288283386+138244.0472077836i              59077.85549612565+155777.29810601356i             68423.7419462554+173774.87949537963i              78423.39445696848+192178.95573232038i
665                                               42958.23263465429+121970.5275405404i              51076.76654815664+139059.55628655138i             59875.01728508275+156678.7351550646i              69344.32086927348+174760.39272295116i             79475.01382685328+193246.04952516404i
670                                               43535.95205237138+122694.6491195662i              51762.12612010824+139869.75370577013i             60676.298991542644+157573.76942735436i            70269.48002861581+175738.29379466138i             80531.64954741864+194304.20290949222i
675                                               44116.77423180769+123414.37560077896i             52451.04807281694+140674.57138806581i             61481.59638728221+158462.32263168233i             71199.09148037793+176708.49437023827i             81593.14684401394+195353.31796676727i
680                                               44700.630323081015+124129.65196031432i            53143.44509978085+141473.94500823677i             62290.80079779113+159344.32116201604i             72133.02214456978+177670.91187313106i             82659.34510622126+196393.30377418047i
685                                               45287.44857880176+124840.42636006261i             53839.22642737771+142267.8142724267i              63103.799484625015+160219.6964294376i             73071.13426613879+178625.4698786905i              83730.07843788757+197424.07685172043i
690                                               45877.15462861339+125546.6503533183i              54538.29815368637+143056.12316707632i             63920.47605794641+161088.3851577089i              74013.28591134418+179572.09845902122i             84805.1762481068+198445.5615582088i
695                                               46469.6717722058+126248.27906328178i              55240.563609688+143838.8201748649i                64740.71091564965+161950.32963921933i             74959.33149528055+180510.73448075695i             85884.46387801079+199457.6904318212i
700                                               47064.921288121695+126945.27133255816i            55945.92373948797+144615.85845537152i             65564.38170522601+162805.47794856585i             75909.12233587574+181441.32185256304i             86967.76325819301+200460.404471619i
705                                               47662.82275525569+127637.58984184769i             56654.27749606147+145387.1959882484i              66391.36380384499+163653.7841111941i              76862.50722936467+182363.81171937913i             88054.89359054872+201453.6533564748i
710                                               48263.29438404807+128325.20119647183i             57365.52224861998+146152.79567740855i             67221.53081247931+164495.2082252682i              77819.33304176101+183278.16260111541i             89145.67204859864+202437.3955989015i
715                                               48866.25335394744+129008.07597969004i             58079.55419771488+146912.6254147912i              68054.75505888744+165329.71653515229i             78779.44531083448+184184.34047418722i             90239.91448928765+203411.5986318063i
720                                               49471.61615369619+129686.18877202172i             58796.26879369088+147666.65810293928i             68890.9081047623+166157.28145546565i              79742.68885248934+185082.3187944708i              91337.43616976231+204376.2388267259i
725                                               50079.29892091058+130359.51813631343i             59515.56115433861+148414.871635906i               69729.86125167337+166977.88154535485i             80708.90836565211+185972.0784613542i              92438.05246172396+205331.30144306188i
730                                               50689.21777725047+131028.04656852022i             60237.32647731658+149157.24883855338i             70571.4860407719+167791.5014328964i               81677.94902949694+186853.60772286725i             93541.57955653475+206276.78050849607i
735                                               51301.28915562776+131691.76041467913i             60961.46044291946+149893.77736482312i             71415.65474090847+168598.1316903903i              82649.65708675291+187726.90202279162i             94647.83515364282+207212.6786314961i
740                                               51915.4301157433+132350.6497548455i               61687.85960282563+150624.44955591418i             72262.24081994932+169397.7686617111i              83623.88040712438+188591.96379103663i             95756.63912532316+208139.00674764585i
745                                               52531.55864447685+133004.7082553226i              62416.42175063637+151349.2622599099i              73111.11939432951+170190.4142434927i              84600.46902479358+189448.80217961382i             96867.81415090329+209055.7838023756i
750                                               53149.59393769097+133653.93299071473i             63147.0462699141+152068.21661476447i              73962.16765184162+170976.07562252835i             85579.27564418754+190297.43274674064i             97981.18631363401+209963.03637337062i
755                                               53769.456660162024+134298.32423785172i            63879.634455982734+152781.31779712965i            74815.26524302518+171754.76497219858i             86560.15610868222+191137.8770928199i              99096.58565402399+210860.7982365562i
760                                               54391.06918061165+134937.88524397326i             64614.08980767637+153488.5747398492i              75670.29463675001+172526.499111497i               87542.96982701986+191970.1624519669i              100213.8466735695+211749.10988049628i
765                                               55014.355779028854+135572.6219718471i             65350.31828569992+154189.99982140562i             76527.14143612525+173291.2991303041i              88527.58015285619+192794.32124397194i             101332.80878361658+212628.01797463023i
770                                               55639.24282380866+136202.54282492772i             66088.22853461087+154885.60853091071i             77385.6946509833+174049.18998555106i              89513.8547131068+193610.39059157466i              102453.31669446715+213497.57479703004i
775                                               56265.65891643045+136827.65835572855i             66827.73206577556+155575.41911278304i             78245.8469239631+174800.20007271034i              90501.66568166077+194418.4118088974i              103575.22074064212+214357.83762859783i
780                                               56893.53500194376+137447.9809611711i              67568.74339907819+156259.4521952232i              79107.49470755567+175544.3607779879i              91490.88999535286+195218.4298666778i              104698.37713858609+215208.8681202394i
785                                               57522.80444379286+138063.52456852037i             68311.18016173797+156937.73040711653i             79970.53839002833+176281.70601636928i             92481.40950978038+196010.4928409608i              105822.64817450201+216050.7316406983i
790                                               58153.40306195757+138674.3043159048i              69054.96314292937+157610.27798810755i             80834.8823689383+177012.27176128153i              93473.11109341324+196794.65135155313i             106947.90232010257+216883.4966124315i
795                                               58785.26913378185+139280.3362314977i              69800.0163035016+158277.12039664976i              81700.43507121077+177736.0955715386i              94465.88665891896+197570.95799717453i             108074.0142753756+217707.2338434764i
800                                               59418.343357389094+139881.6369154662i             70546.26674064902+158938.28392105346i             82567.1089196666+178453.2161214836i               95459.63313165851+198339.46679402085i             109200.86493804946+218522.01586325502i
805                                               60052.56877799872+140478.22322880538i             71293.64460794484+159593.795298429i               83434.82024655626+179163.6727402561i              96454.25235568262+199100.23262473717i             110328.34130059168+219327.91627020296i
810                                               60687.890677792355+141070.1119932744i             72042.08299148617+160243.68134656243i             84303.48915491707+179867.50496582338i             97449.65093874843+199853.31070450955i             111456.33627606531+220125.00909911122i
815                                               61324.25643068201+141657.3197063567i              72791.51774381792+160887.96861342803i             85173.03932980174+180564.75211974166i             98445.74003811333+200598.7560710191i              112584.74845529806+220913.36821589677i
820                                               61961.61532354853+142239.86227526795i             73541.88727736827+161526.68304918468i             86043.39780137216+181255.4529080241i              99442.43509015538+201336.62310456956i             113713.48179872817+221693.0667472292i
825                                               62599.91834596161+142817.75477366595i             74293.13232011825+162159.84970496665i             86914.49466316894+181939.64505336556i             100439.6554870278+202066.9650847658i              114842.44526658829+222464.17655196393i
830                                               63239.11795104293+143391.01122466548i             75045.19563627298+162787.4924627729i              87786.26274864495+182617.36496371997i             101437.32420452168+202789.8337890203i             115971.55239255003+223226.76774111553i
835                                               63879.167790160835+143959.64441332937i            75798.02171552693+163409.63380029157i             88658.63727043377+183288.64744181343i             102435.36738596404+203505.27913885366i            117100.72080601189+223980.90825239068i
840                                               64520.0224247445+144523.66573165395i              76551.55643459757+164026.29459421235i             89531.55542655934+183953.52543961012i             103433.71388719876+204213.34889810983i            118229.87170930154+224726.663484736i
845                                               65161.637018798625+145083.08505859692i            77305.74669537964+164637.4939650261i              90404.95597862385+184612.02986150634i             104432.29478865802+204914.088427705i              119358.92931638543+225464.09599784287i
850                                               65803.96701583812+145637.9106774284i              78060.54004422348+165243.2491661119i              91278.77880751094+185264.18941923024i             105431.04288065662+205607.54050034579i            120487.82026027983+226193.26528045963i
