% Model:              2D Model _ g1u[ParameterStudy].mph
% Version:            COMSOL 5.2.0.166
% Date:               Apr 22 2017, 00:42
% Table:              Table 1 - g1u_g1 (acpr.p_t*2*pi*a)
% freq (Hz)                                       g_center=0.22, acpr.p_t*2*pi*a (N)                g_center=0.24, acpr.p_t*2*pi*a (N)                g_center=0.26, acpr.p_t*2*pi*a (N)                g_center=0.28, acpr.p_t*2*pi*a (N)                g_center=0.3, acpr.p_t*2*pi*a (N)
2155                                              162749.74790095884+162817.40029955545i            162641.43512578116+163117.50909865185i            162648.77238060246+163426.51336581493i            162764.17541124063+163704.12691795477i            162966.96636200935+163916.31793125696i
2160                                              163091.04077586872+162816.28563674667i            162997.372475576+163121.7180419604i               163020.0432614253+163430.29461840156i             163149.41386195863+163701.9288728376i             163362.98295969368+163903.50709544306i
2165                                              163432.44058380908+162815.83034519313i            163353.67039969974+163125.86112547276i            163391.635888122+163433.24271621983i              163534.6460156894+163698.19465534526i             163758.41884437075+163888.61941185367i
2170                                              163773.99431869137+162815.94970209547i            163710.33922296623+163129.84198419825i            163763.52166983788+163435.26508803797i            163919.80783081884+163692.85096062932i            164153.18336237659+163871.6140758128i
2175                                              164115.74266926578+162816.5577568109i             164067.38245011694+163133.56494460985i            164135.6655479613+163436.27188097552i             164304.83002047468+163685.82900983683i            164547.18256565163+163852.45608474364i
2180                                              164457.72002190954+162817.5677546857i             164424.7968757612+163136.93547122643i             164508.02621816716+163436.1763784066i             164689.63836998746+163677.06488109918i            164940.31958916155+163831.1164412357i
2185                                              164799.95449308486+162818.89255622838i            164782.57272489293+163139.86060166234i            164880.55638025445+163434.89539544907i            165074.15407584934+163666.4998166192i             165332.49503960673+163807.5723311262i
2190                                              165142.46799046162+162820.4450492754i             165140.6938229631+163142.24936825642i             165253.20301463717+163432.34965548533i            165458.2941042684+163654.08050429705i             165723.6073946304+163781.807273668i
2195                                              165485.27630229958+162822.13855223867i            165499.1377941111+163144.0132038202i              165625.90768277564+163428.46414650558i            165841.97156703638+163639.7593330231i             166113.5534104236+163753.81124410045i
2200                                              165828.38921369502+162823.88720680232i            165857.87628621026+163145.0663297672i             165998.60685117234+163423.16844984962i            166225.09611270585+163623.49462008697i            166502.22853499863+163723.58076801774i
2205                                              166171.8106490767+162825.60635710575i             166216.87522111446+163145.32612458343i            166371.23223495195+163416.39704772457i            166607.5743306877+163605.25081013693i             166889.5273252929+163691.1189875664i
2210                                              166515.5388392543+162827.2129147982i              166576.09506835358+163144.713471155i              166743.71116041587+163408.0895992933i             166989.31016609402+163584.99864490933i            167275.3438659066+163656.4356993438i
2215                                              166859.56651232226+162828.62570806217i            166935.49114053408+163143.15308113574i            167115.96694434618+163398.19119474577i            167370.20534292868+163562.71530340824i            167659.57218742796+163619.5473644461i
2220                                              167203.88110624033+162829.76581187412i            167295.01390850308+163140.57379518094i            167487.91928653946+163386.65257537636i            167750.1597934995+163538.38451175432i             168042.10668222286+163580.47709085094i
2225                                              167548.46500216564+162830.55686039064i            167654.6093342625+163136.90885768688i             167859.48467469637+163373.43032772062i            168129.07209166736+163511.99662351696i            168422.8425159058+163539.25458884722i
2230                                              167893.29577691274+162830.92533601198i            168014.2192196198+163132.0961648662i              168230.57679876208+163358.4870462255i             168506.83988769606+163483.5486694398i             168801.67603252313+163495.9161000641i
2235                                              168238.34647184992+162830.80084074903i            168373.7815684003+163126.07848554332i             168601.1069723421+163341.79146545703i             168883.36034262873+163453.0443781358i             169178.50515175494+163450.50430098135i
2240                                              168583.5858781939+162830.11634011313i             168733.2309600569+163118.80365347976i             168970.98455908458+163323.3185623548i             169258.53056002967+163420.4941666527i             169553.22975657557+163403.06818182056i
2245                                              168928.97883534795+162828.80838651373i            169092.49893243608+163110.22473097366i            169340.11740159206+163303.0496271595i             169632.2480129027+163385.91510245993i             169925.75206964553+163353.66290177885i
2250                                              169274.48654072938+162826.81731505063i            169451.51437148862+163100.30014320224i            169708.41225064563+163280.97230424135i            170004.41096394396+163349.3308381724i             170295.97701714604+163302.34962182248i
2255                                              169620.06686968598+162824.08741653836i            169810.20390554972+163088.9937829305i             170075.77519243292+163257.08060261834i            170374.91887727246+163310.7715173279i             170663.81257879615+163249.19531597506i
2260                                              169965.6747018415+162820.56708309788i             170168.49230203827+163076.27508567413i            170442.1120716134+163231.37487632118i             170743.67281953612+163270.27365513114i            171029.1701225501+163194.27256256956i
2265                                              170311.26225553342+162816.2089262998i             170526.30286419013+163062.1190752441i             170807.32890800296+163203.86177608222i            171110.57584904853+163227.87999329928i            171391.96472336503+163137.65931662338i
2270                                              170656.77942201015+162810.969871228i              170883.55782537043+163046.50638010245i            171171.33230481116+163174.55417245493i            171475.5333909302+163183.63933091282i             171752.11546446403+163079.43866460893i
2275                                              171002.17410341106+162804.81122192912i            171240.1787391081+163029.42322093793i             171534.02984641734+163143.47105127986i            171838.45359705365+163137.60633218128i            172109.54572062547+163019.69856309285i
2280                                              171347.39254882428+162797.69870089754i            171596.08686235533+163010.86136962028i            171895.33048352515+163110.6373830466i             172199.24768904928+163089.8413127859i             172464.18342257934+162958.53156249895i
2285                                              171692.37968725292+162789.60246205656i            171951.2035293971+162990.8180814518i              172255.14490420467+163076.08396686616i            172557.8302833519+163040.4100060599i              172815.9613016727+162896.0345175631i
2290                                              172037.0794547511+162780.49707890468i             172305.4505153722+162969.29600023406i             172613.38588863224+163039.84725080282i            172914.1196967649+162989.38331072946i             173164.81711441776+162832.30828572373i
2295                                              172381.43511471388+162770.36150626838i            172658.7503859982+162946.3030386527i              172969.96864618902+163001.96912993028i            173268.0382317249+162936.83702147397i             173510.69384623412+162767.45741514605i
2300                                              172725.38956801587+162759.1790189629i             173011.02683290688+162921.85223500486i            173324.81113315563+162962.49672378358i            173619.51244008253+162882.85154420006i            173853.53989416358+162701.5898235796i
2305                                              173068.8856515799+162746.93712685574i             173362.2049912281+162895.9615858486i              173677.83434986026+162921.48213470264i            173968.4733646815+162827.5115983141i              174193.30922799846+162634.81646978887i
2310                                              173411.86642341965+162733.6274684377i             173712.21173956656+162868.65386096723i            174028.96261577404+162878.98218960775i            174314.85675802978+162770.905906368i              174529.96152984918+162567.25101883156i
2315                                              173754.2754321334+162719.245683906i               174060.97597895836+162839.9563962415i             174378.12382166926+162835.0581664305i             174658.60327743957+162713.12687454454i            174863.4623119067+162499.00950290487i
2320                                              174096.05696935373+162703.79126993407i            174408.42889105866+162809.9008729169i             174725.24965791346+162789.7755078279i             174999.65865632577+162654.27026486656i            175193.78301244488+162430.2099789956i
2325                                              174437.15630354115+162687.2674172126i             174754.50417314563+162778.52307864887i            175070.2758181049+162743.20352395863i             175337.9738513688+162594.4348612977i              175520.90107010503+162360.97218504816i
2330                                              174777.5198938396+162669.68083377977i             175099.13824966797+162745.86265974527i            175413.14217765268+162695.41508696438i            175673.50516537568+162533.722131672i              175844.79997670697+162291.41719597543i
2335                                              175117.0955828001+162651.0415553608i              175442.27045945748+162711.96286030117i            175753.79294698144+162646.48631888576i            176006.21434622467+162472.23588760514i            176165.46930897285+162221.6670811528i
2340                                              175455.83276720828+162631.36274548405i            175783.8432179801+162676.8702555681i              176092.17679921008+162596.4962755331i             176336.06866168336+162410.08194358242i            176482.90473936926+162151.84456438627i
2345                                              175793.68254616772+162610.6604876407i             176123.80215452853+162640.634478896i              176428.24697253705+162545.5266286777i             176663.04095094954+162347.3677779484i             176797.1080269263+162082.07268828485i
2350                                              176130.59784628954+162588.95357166906i            176462.09622406063+162603.30794635622i            176761.96134763805+162493.66134855477i            176987.1096532582+162284.20219694567i             177108.08698833673+162012.47448390807i
2355                                              176466.53352359374+162566.26327729417i            176798.67779448087+162564.94558078842i            177093.28250069628+162440.98638892197i            177308.2588143739+162220.69500387195i             177415.85545029648+161943.17264720416i
2360                                              176801.44644249673+162542.61315673895i            177133.50270915483+162525.60453792772i            177422.17773271448+162387.58937683253i            177626.4780719167+162156.95667483233i             177720.4331839518+161874.28922308458i
2365                                              177135.29553212775+162518.02881923137i            177466.53032610603+162485.34393662738i            177748.61907643254+162333.5593088951i             177941.76262029354+162093.09804248734i            178021.8458221388+161805.94529862463i
2370                                              177468.04182079431+162492.53771951262i            177797.72353440343+162444.22459579518i            178072.58328155873+162278.9862561214i             178254.1131571514+162029.22998985637i             178320.12476065996+161738.2607060534i
2375                                              177799.64844945283+162466.16895273898i            178127.04874925598+162402.30877971504i            178394.05178016002+162223.96107883856i            178563.53581149125+161965.46315413993i            178615.3070448373+161671.3537365028i
2380                                              178130.08066542828+162438.9530579949i             178454.4758871149+162359.65995375477i             178713.01063335204+162168.57515325453i            178870.04205594506+161901.9076430912i             178907.43524181482+161605.34086521177i
2385                                              178459.3057978466+162410.92183178154i             178779.97832249835+162316.3425524736i             179029.4504612859+162112.92011098424i             179173.64860410392+161838.6727639036i             179196.55730065127+161540.33648883554i
2390                                              178787.29321634484+162382.10815444193i            179103.53282830774+162272.4217610683i             179343.36635750224+162057.0875928098i             179474.3772945088+161775.86676557988i             179482.72640075945+161476.45267537856i
2395                                              179114.01427494167+162352.54582962045i            179425.11950159675+162227.96331191697i            179654.75779109358+162001.16901687827i            179772.2549630421+161713.59659561788i             179766.00079031725+161413.7989269525i
2400                                              179439.4422431609+162322.26943923213i             179744.72167674036+162183.0332969294i             179963.62849608445+161945.2553637561i             180067.3133051313+161651.9676710334i              180046.44361555236+161352.48195581618i
2405                                              179763.5522262028+162291.31421437743i             180062.32582836272+162137.69799657338i            180269.98635238106+161889.43697535497i            180359.58872939972+161591.08366412763i            180324.1227423045+161292.60547341176i
2410                                              180086.3210767615+162259.71592301663i             180377.92146584456+162092.02372606104i            180573.84325884623+161833.80337311557i            180649.12220445255+161531.04630281733i            180599.1105710424+161234.26999273163i
2415                                              180407.72730053533+162227.51077590178i            180691.50102192076+162046.07669888035i            180875.21500060218+161778.44308982146i            180935.95909994454+161471.95518582192i            180871.48384568963+161177.57264416388i
2420                                              180727.75095737845+162194.73534738855i            181003.05973725935+161999.9229077577i             181174.12111287052+161723.44351823916i            181220.14902369774+161413.90761150885i            181141.32345945283+161122.6070024671i
2425                                              181046.37356149888+162161.42651898562i            181312.59554318324+161953.62802237322i            181470.5847421739+161668.89077589233i             181501.74565597458+161356.99842112375i            181408.71425454717+161069.46292878164i
2430                                              181363.57798099046+162127.62143401062i            181620.10894459081+161907.25730400858i            181764.6325076514+161614.869584371i               181780.8065820723+161301.31985458673i             181673.74482171732+161018.22642189334i
2435                                              181679.3483408079+162093.35747351375i             181925.60290477856+161860.87553558534i            182056.29436283078+161561.46316227276i            182057.39312445538+161246.96141918717i            181936.50729572805+160968.97948299785i
2440                                              181993.66992969217+162058.67224557835i            182229.0827340456+161814.54696664194i             182345.60346012554+161508.75313197562i            182331.57017520547+161194.00976964238i            182197.0971504019+160921.7999902983i
2445                                              182306.529113775+162023.60359022417i              182530.55598350154+161768.33527204915i            182632.59601852632+161456.8194380578i             182603.40602950045+161142.54859902585i            182455.61299232647+160876.7615842544i
2450                                              182617.91325796096+161988.1895978367i             182830.03234548663+161722.30352295924i            182917.31119585835+161405.74027687917i            182872.97222100667+161092.6585396585i             182712.1563539877+160833.9335630352i
2455                                              182927.81065689636+161952.46863943263i            183127.5235617508+161676.51416885806i             183199.79096615413+161355.59203563526i            183140.34335928675+161044.41707303812i            182966.8314864627+160793.3807867427i
2460                                              183236.21047660438+161916.47940739954i            183423.04334032635+161631.0290290427i             183480.08000292268+161306.44924006285i            183405.59696984317+160997.89844757688i            183219.74515238794+160755.1635906885i
2465                                              183543.10270789024+161880.26096551638i            183716.6072818476+161585.90929219118i             183758.2255685519+161258.384509246i               183668.81333674648+160953.17360387777i            183471.0064182825+160719.3377068839i
2470                                              183848.47813229257+161843.85280560504i            184008.2328157088+161541.2155220614i              184034.27741001747+161211.46851605765i            183930.07534786864+160910.3101062793i             183720.72644713335+160685.95419352362i
2475                                              184152.32830108216+161807.29491015463i            184297.93914657284+161497.0076681294i             184308.28766136785+161165.7699526347i             184189.46834300432+160869.37208002014i            183969.01829096387+160655.05937182103i
2480                                              184454.6455278583+161770.6278176926i              184585.7472110167+161453.34507983617i             184580.31075193788+161121.35549933676i            184447.0799640614+160830.42015318453i             184215.99668272075+160626.69477045102i
2485                                              184755.4228945527+161733.8926908643i              184871.67964468+161410.28652152597i               184850.40332149336+161078.28979577974i            184703.00000760466+160793.51140354757i            184461.77782830244+160600.89707685614i
2490                                              185054.6542710514+161697.13138405434i             185155.76075893757+161367.89018902468i            185118.62414042227+161036.63541403948i            184957.32027927125+160758.69930869903i            184706.47919758965+160577.69809592166i
2495                                              185352.33434796974+161660.38650956162i            185438.01652747404+161326.21372461002i            185385.03403508992+160996.45283211014i            185210.13444924637+160726.03369999854i            184950.21931512584+160557.12471549885i
2500                                              185648.45868210652+161623.7015005507i             185718.47458154536+161285.31422954012i            185649.69581832897+160957.80040688752i            185461.53790929524+160695.56072012888i            185193.11754972063+160539.19887908263i
2505                                              185943.02375411682+161587.12066974828i            185997.16421358657+161245.24827399096i            185912.67422366005+160920.73434764225i            185711.62762986074+160667.32278322714i            185435.29390338686+160523.93756624465i
2510                                              186236.02703749348+161550.68926176813i            186274.1163883414+161206.07190227666i             186174.0358429524+160885.30868703476i             185960.50201773032+160641.35853854567i            185676.86879910607+160511.35278035194i
2515                                              186527.46707796355+161514.45349874502i            186549.3637604451+161167.84063330307i             186433.8490664113+160851.5752512675i              186208.2607735141+160617.70283713986i             185917.96286786027+160501.45154439117i
2520                                              186817.3435825334+161478.46061689066i             186822.94069804682+161130.60945514464i            186692.18402537593+160819.5836292741i             186455.0047484527+160596.38670215828i             186158.69673483743+160494.2359049432i
2525                                              187105.65751683599+161442.75889661076i            187094.88331086328+161094.43281390786i            186949.11253562674+160789.38113822124i            186700.83580096284+160577.4373021408i             186399.19080500246+160489.70294512785i
2530                                              187392.41121021376+161407.39767770178i            187365.22948267293+161059.36459507362i            187204.708042014+160761.0127885173i               186945.85665187708+160560.87792875175i            186639.56504836108+160487.84480619774i
2535                                              187677.6084663806+161372.42736954012i             187634.01890607417+161025.4580990028i             187459.0455629946+160734.52124754988i             187190.17073902924+160546.7279784222i             186879.93878552696+160488.64871912656i
2540                                              187961.2546801416+161337.89944711546i             187901.29312021766+160992.7660083082i             187712.20163518106+160709.94679945754i            187433.88207094558+160535.00293828576i            187120.4304735408+160492.09704529305i
2545                                              188243.35695727516+161303.86643572108i            188167.0955488907+160961.34034889063i             187964.25425668253+160687.32730690547i            187677.09507951513+160525.71437735955i            187361.15749313362+160498.16732800603i
2550                                              188523.9242379446+161270.38188537973i             188431.4715396777+160931.23244333974i             188215.28282981642+160666.69816764377i            187919.91447205123+160518.86994277942i            187602.2359375985+160506.83235388884i
2555                                              188802.96742149806+161237.50033177124i            188694.46840251848+160902.49285728115i            188465.36810245673+160648.09227370485i            188162.44508315017+160514.47336121163i            187843.78040428393+160518.06022488952i
2560                                              189080.4994919744+161205.2772483876i              188956.13544727577+160875.17133895453i            188714.59210700693+160631.53996839141i            188404.79172612636+160512.52444634054i            188085.90378935277+160531.81444114793i
2565                                              189356.5356440651+161173.76897996006i             189216.52401960688+160849.31675171977i            188963.03809943754+160617.06900194296i            188647.0590450593+160513.01911212274i             188328.7170865897+160548.0539940152i
2570                                              189631.09340665562+161143.03267249992i            189475.68753461255+160824.97700016934i            189210.79049398855+160604.70448856932i            188889.3513674666+160515.9493923747i              188572.32919125856+160566.73346997253i
2575                                              189904.19276504734+161113.12618625927i            189733.6815074484+160802.19894972435i             189457.9347985685+160594.4688630438i              189131.77255815506+160521.30346589754i            188816.84670972702+160587.8031645179i
2580                                              190175.85627978214+161084.1079976559i             189990.5635808337+160781.028340067i               189704.55754599394+160586.38183909075i            189374.4258748377+160529.06568874995i             189062.3737756386+160611.20920604173i
2585                                              190446.10920125432+161056.0370917345i             190246.39354860852+160761.50969288163i            189950.7462252853+160580.4603623098i              189617.41382578827+160539.21663116344i            189309.01187364772+160636.89368912025i
2590                                              190714.97957987103+161028.97284147466i            190501.23337476962+160743.6862136971i             190196.58920980108+160576.71857264894i            189860.83803058616+160551.73312163795i            189556.85967130744+160664.7948166349i
2595                                              190982.49837017534+161002.97487776296i            190755.14720827274+160727.59968791553i            190442.17568421472+160575.16776005874i            190104.79908325354+160566.58829568248i            189806.0128598281+160694.84705016564i
2600                                              191248.69952870446+160978.10294777583i            191008.20139197572+160713.29037321132i            190687.5955694996+160575.81632422723i             190349.3964196535+160583.75165021492i             190056.56400436367+160726.98126787966i
2605                                              191513.6201043929+160954.4167640532i              191260.4644666913+160700.7968848189i              190932.93944617143+160578.66973424167i            190594.72818828202+160603.18910261156i            190308.60240432923+160761.1249287837i
2610                                              191777.30032104638+160931.9758431441i             191512.00716859734+160690.15607758643i            191178.29847563736+160583.73048856488i            190840.89112533198+160624.86305460875i            190562.21396415876+160797.20224318092i
2615                                              192039.7836509092+160910.83933529933i             191762.9024206356+160681.40292358678i             191423.76431978805+160590.99807594833i            191087.9804342188+160648.73245952016i             190817.48107481416+160835.13434756183i
2620                                              192301.11687851863+160891.06584504386i            192013.22531660195+160674.5703847401i             191669.42905856264+160600.46893664345i            191336.08966947446+160674.7528933748i             191074.482506349+160874.83948352252i
2625                                              192561.3501543288+160872.71324388683i             192263.0530981224+160669.68928294856i             191915.38510528574+160612.13642435247i            191585.31062528922+160702.8766287781i             191333.2933113191+160916.23317975085i
2630                                              192820.53703700227+160855.83847419164i            192512.4651235763+160666.78816607315i             192161.72511987927+160625.99076835293i            191835.7332285127+160733.05271128815i             191593.98473887923+160959.22843564276i
2635                                              193078.73452390303+160840.4973473015i             192761.54282874134+160665.89316806305i            192408.5419193507+160642.01903627018i             192087.4454361371+160765.22703773965i             191856.62416085822+161003.73590633247i
2640                                              193336.00306901903+160826.74433418585i            193010.36967862785+160667.0278756365i             192655.9283856005+160660.2050975147i              192340.5331369818+160799.34243600894i             192121.2750067056+161049.6640877583i
2645                                              193592.40658709922+160814.63235080006i            193259.0311099159+160670.21318047305i             192903.9773700884+160680.5295869335i              192595.08005731783+160835.33874596277i            192387.99670995658+161096.9195009812i
2650                                              193848.01244471897+160804.21253900212i            193507.614463762+160675.46713931547i              193152.78159514378+160702.96986965946i            192851.1676702921+160873.15290105515i             192656.84466377608+161145.4068753595i
2655                                              194102.89143569602+160795.53404282525i            193756.2089082446+160682.80482960882i             193402.43355154977+160727.50000675477i            193108.8751085841+160912.7190105822i              192927.87018575+161195.02932971952i
2660                                              194357.117741769+160788.6437827833i               194004.90535026416+160692.23820498848i            193653.02539210292+160754.09072173198i            193368.2790800185+160953.9684419295i              193201.12049155476+161245.68855053326i
2665                                              194610.7688780176+160783.58622836403i             194253.7963367453+160703.77595356214i             193904.64882095138+160782.70936966967i            193629.45378574362+160996.82990324314i            193476.63867621848+161297.28496770072i
2670                                              194863.92562131176+160780.40316903475i            194502.9759439327+160717.42335476182i             194157.3949782196+160813.3199067865i              193892.47084047657+161041.22952594125i            193754.46370304818+161349.71792625933i
2675                                              195116.67192314408+160779.13348714646i            194752.53965655828+160733.18214047208i            194411.35431993558+160845.8828637673i             194157.39919452026+161087.09094743905i            194034.6303989457+161402.8858549194i
2680                                              195369.09480546848+160779.81293186103i            195002.58423343019+160751.05036111927i            194666.61649285472+160880.35532130126i            194424.3050569299+161134.33539411012i             194317.16945583725+161456.68643057335i
2685                                              195621.28424004212+160782.47389725017i            195253.20756363578+160771.02225183664i            194923.27020426688+160916.69088922138i            194693.2518198251+161182.881764513i               194602.10743749567+161511.0167388799i
2690                                              195873.33301089643+160787.14520379817i            195504.50850961282+160793.08810828382i            195181.4030864873+160954.83968983087i             194964.2999831137+161232.6467132854i              194889.46679082984+161565.77343106986i
2695                                              196125.3365605046+160793.85188718917i             195756.58673941353+160817.23416682033i            195441.1015563167+160994.74834576785i             195237.50707964526+161283.54473593878i            195179.2658616431+161620.85287699173i
2700                                              196377.39281974576+160802.61499376738i            196009.5425479547+160843.44249301203i             195702.45066917915+161036.35997335968i            195512.9276004199+161335.488254875i               195471.51891377292+161676.1513145244i
2705                                              196629.60202177663+160813.4513848175i             196263.4766673153+160871.6908776879i              195965.53396858185+161079.6141818204i             195790.61291983267+161388.38770687854i            195766.2361515353+161731.56499573032i
2710                                              196882.06650132537+160826.3735502143i             196518.49006689986+160901.95274416648i            196230.4333306033+161124.44707914002i             196070.61122056405+161442.15163302684i            196063.42374492707+161786.9903299534i
2715                                              197134.89047865558+160841.38943548253i            196774.6837439675+160934.1970641142i              196497.22880431786+161170.79128524303i            196352.96741854752+161496.68677044573i            196363.08385727814+161842.3240241376i
2720                                              197388.1798303889+160858.50227874477i             197032.1585051254+160968.3882863181i              196765.99844792677+161218.57595303882i            196637.72308752214+161551.89814731225i            196665.21467524802+161897.46322093913i
2725                                              197642.0418474029+160877.7104629427i              197291.01473976416+161004.48627697857i            197036.81816160286+161267.7267976549i             196924.91638379646+161607.6891811055i             196969.81044062958+161952.3056346449i
2730                                              197896.584980814+160899.0073823441i               197551.3521860157+161042.44627306933i             197309.76151710385+161318.166135067i              197214.58197095062+161663.96178025557i            197276.86148448093+162006.7496856787i
2735                                              198151.91857737943+160922.38132446224i            197813.26969044848+161082.21884893556i            197584.89958530443+161369.81292971782i            197506.75094492856+161720.61645030926i            197586.35426296727+162060.69463366293i
2740                                              198408.1526055096+160947.81536847336i             198076.86496219007+161123.7498986211i             197862.3007615841+161422.58285203562i             197801.45075985914+161777.55240392673i            197898.27139528678+162114.0407097271i
2745                                              198665.39737300266+160975.2873007829i             198342.23432292367+161166.98063103735i            198142.03059038013+161476.3883463208i             198098.70515468673+161834.6676761485i             198212.591703642+162166.68924801334i
2750                                              198923.76323777388+161004.76954825275i            198609.47245302532+161211.84758049643i            198424.1515890663+161531.13870895747i             198398.53408121088+161891.85924443605i            198529.29025553868+162218.54281711727i
2755                                              199183.36031309282+161036.22912929868i            198878.67213607774+161258.28263505767i            198708.72307215148+161586.7401772906i             198700.95363380213+161949.02315395986i            198848.3384084921+162269.50535118647i
2760                                              199444.29816857952+161069.6276238974i             199149.92400157417+161306.2130766574i             198995.800976771+161643.09602948392i              199005.97598128728+162006.05464867555i            199169.7038574492+162319.4822815466i
2765                                              199706.68552803952+161104.92116161674i            199423.31626782467+161355.56164004665i            199285.43768934062+161700.1066951735i             199313.60930142918+162062.84830761285i            199493.35068514853+162368.38066812023i
2770                                              199970.6299661134+161142.06042879054i             199698.93448546255+161406.24658556553i            199577.68187517568+161757.66987727786i            199623.85771847167+162119.29818747906i            199819.23941579368+162416.1093317838i
2775                                              200236.23760398375+161180.99069429428i            199976.86128339326+161458.1817888883i             199872.57831094376+161815.68068486438i            199936.7212443273+162175.2979706789i              200147.3270723239+162462.57898691605i
2780                                              200503.61280663754+161221.65185376562i            200257.17611681818+161511.27684489987i            200170.16772121363+161874.0317769616i             200252.19572371882+162230.74111977642i            200477.56723770668+162507.70237472557i
2785                                              200772.85788171654+161263.97849223853i            200539.9550200508+161565.43718802076i             200470.48661931494+161932.6135173746i             200570.27278407622+162285.52103749936i            200809.9101202279+162551.39439679417i
2790                                              201044.07278203973+161307.89996498678i            200825.27036345724+161620.5642275595i             200773.56715385176+161991.3141401697i             200890.93979037507+162339.53123294705i            201144.30262394546+162593.57224942915i
2795                                              201317.35481229142+161353.3404959281i             201113.1906157742+161676.55549788175i             201079.43696078283+162050.01992615312i            201214.17980597398+162392.66549393028i            201480.68842361515+162634.15555812282i
2800                                              201592.79834114062+161400.21929347343i            201403.7801145963+161733.30482149782i             201388.11902241284+162108.61538958052i            201539.97155912282+162444.81806423666i            201819.00804539383+162673.0665123077i
2805                                              201870.49451985015+161448.45068310178i            201697.09884190097+161790.70248875875i            201699.6315335611+162166.98347547345i             201868.28941694985+162495.88382743308i            202159.19895312042+162710.2300002051i
2810                                              202150.53100817362+161497.94425652327i            201993.2022095557+161848.63545067952i             202013.9877758624+162225.00576689688i             202199.10336617887+162545.7584974901i             202501.19564085823+162745.57374320296i
2815                                              202432.99170842505+161548.60503664927i            202292.14085253552+161906.98752394054i            202331.1960006095+162282.56270224406i             202532.37900229692+162594.33881088474i            202844.92973140528+162779.0284300223i
2820                                              202717.9565087312+161600.3336577953i              202593.9604326725+161965.63961024917i             202651.25932112156+162339.53380216172i            202868.0775270219+162641.52272798127i             203190.33008233504+162810.52784986625i
2825                                              203005.50103603155+161653.02656075289i            202898.70145218098+162024.46992823563i            202974.17561517152+162395.797905755i              203206.15575504053+162687.2096366333i             203537.32289860127+162840.0090243759i
2830                                              203295.69641982744+161706.57620218542i            203206.3990788589+162083.3542568286i              203299.93743823806+162451.23341589156i            203546.5661304864+162731.3005615754i              203885.83185261555+162867.4123377581i
2835                                              203588.60906725944+161760.87127731205i            203517.0829826635+162142.1661912082i              203628.53194836457+162505.7185530823i             203889.2567540686+162773.69837705715i             204235.77821227387+162892.68166538543i
2840                                              203884.30045017664+161815.7969559511i             203830.77718540374+162200.7774091819i             203959.94084333358+162559.13161741832i            204234.17142089983+162814.30802356568i            204587.08097670774+162915.76449909672i
2845                                              204182.82690537043+161871.23513079883i            204147.49992354756+162259.05794898598i            204294.14031103428+162611.351258485i              204581.24967047002+162853.0367271961i             204939.65702019745+162936.61206958516i
2850                                              204484.23944797742+161927.06467734117i            204467.26352547703+162316.87649699114i            204631.10099360533+162662.25675208823i            204930.42684859727+162889.79422165005i            205293.42124453618+162955.17946509714i
2855                                              204788.58359920792+161983.16172490106i            204790.07430341883+162374.10068407937i            204970.78796637405+162711.72828360627i            205281.6341824796+162924.4929718394i              205648.28673991185+162971.42574571216i
2860                                              205095.89922901266+162039.399937921i              205115.93246132764+162430.59739275763i            205313.16073222816+162759.6472369841i             205634.79886922616+162957.04839836725i            206004.1649541012+162985.31405172579i
2865                                              205406.2204143516+162095.65080679944i             205444.83201918876+162486.23306950764i            205658.1732321006+162805.896488709i               205989.84417819884+162987.37910188793i            206360.96587049827+162996.81170748785i
2870                                              205719.57531347006+162151.7839472423i             205776.76075445383+162540.87404716166i            206005.7738725398+162850.36070555015i             206346.68956805786+163015.40708719284i            206718.5981945353+163005.89031730237i
2875                                              206035.98605711953+162207.6674078108i             206111.7001614828+162594.38687092898i             206355.9055708376+162892.9266455188i              206705.25081850958+163041.0579835549i             207076.969548461+163012.52585439556i
2880                                              206355.46865718567+162263.16798379706i            206449.62542985074+162646.63863156532i            206708.50581837844+162933.48346031265i            207065.4401770792+163064.26126429238i             207435.98667447973+163016.69874169366i
2885                                              206678.03293316223+162318.15153706883i            206790.50544155756+162697.49730146915i            207063.50676223298+162971.92299873274i            207427.1665216215+163084.95046033862i             207795.55564527848+163018.3939232053i
2890                                              207003.68245724344+162372.4833210803i             207134.30278817355+162746.83207427684i            207420.83530778968+163008.1401089025i             207790.33553773718+163103.06336866182i            208155.5820828817+163017.60092564623i
2895                                              207332.41451801453+162426.02830821683i            207480.97380855007+162794.51370453983i            207780.4132381548+163042.0329387646i              208154.84991199485+163118.54225406994i            208515.971383637+163014.31390915826i
2900                                              207664.22010365696+162478.65152193504i            207830.46864666176+162840.41485027035i            208142.15735566927+163073.50323280343i            208520.60954028714+163131.33404252806i            208876.6289500692+163008.5317065936i
2905                                              207999.08390430134+162530.21836596582i            208182.731330968+162884.41041128026i              208505.97964216804+163102.45662370318i            208887.51175109477+163141.39050515307i            209237.46042838378+163000.25785046574i
2910                                              208336.98433421578+162580.5949577503i             208537.6998744656+162926.377866175i               208871.78743922277+163128.8029172872i             209255.45154340958+163148.6684311927i             209598.37195089366+162989.5005868165i
2915                                              208677.89357333566+162629.64845690643i            208895.3063958904+162966.1976063306i              209239.48364805552+163152.45636919982i            209624.32183834663+163153.12978884054i            209959.2703825572+162976.27287560984i
