% Model:              ParameterStudy_2Array_r1u_V2.mph
% Version:            COMSOL 5.2.0.166
% Date:               May 29 2017, 17:16
% Table:              Table 4 - r1u_r1 (acpr.p_t*2*pi*a)
% freq (Hz)                                       g=0.02, acpr.p_t*2*pi*a (N)                       g=0.04, acpr.p_t*2*pi*a (N)                       g=0.06, acpr.p_t*2*pi*a (N)                       g=0.08, acpr.p_t*2*pi*a (N)                       g=0.1, acpr.p_t*2*pi*a (N)                        g=0.12, acpr.p_t*2*pi*a (N)                       g=0.14, acpr.p_t*2*pi*a (N)                       g=0.16, acpr.p_t*2*pi*a (N)                       g=0.18, acpr.p_t*2*pi*a (N)                       g=0.2, acpr.p_t*2*pi*a (N)
1560                                              108979.63309285628+157534.94275448198i            109605.72401874664+156789.26527585855i            109998.99241844969+156002.02352978053i            110171.82645862713+155213.76194818364i            110145.96181141192+154467.441126423i              109950.85546933557+153802.95383151915i            109621.2537091676+153252.22882632999i             109195.0239252263+152829.42130230472i             108710.76783169399+152551.19564095995i            108205.83988954427+152413.16360256093i
1565                                              109398.38880769644+157757.83836245706i            110019.02749718625+156997.3181529493i             110403.5101912191+156197.70373599694i             110565.05924964453+155400.15199010397i            110526.38179654288+154648.04982690694i            110317.94239287547+153981.44987761287i            109975.47223976115+153432.1850523887i             109537.73125900481+153014.0457397296i             109044.06455291527+152743.17253273868i            108532.36561521492+152614.44741546683i
1570                                              109817.40434586893+157979.8926573919i             110432.29600646062+157204.50741797357i            110807.6937431456+156392.57261993608i             110957.67714014057+155585.85574275636i            110905.94711962799+154828.16133229583i            110683.99445214176+154159.68685396432i            110328.54860564604+153612.14948154025i            109879.26872964123+153198.95203309084i            109376.24290664934+152935.68800115277i            108857.89622046992+152816.48780550034i
1575                                              110236.706762637+158201.06558423248i              110845.55509667889+157410.80003515983i            111211.56798148458+156586.605371933i              111349.70563695343+155770.8573770648i             111284.68534478001+155007.7689494302i             111049.04273089125+154337.6666999482i             110680.51865348742+153792.131547503i              110219.6777732116+153384.1554471474i              109707.35018649338+153128.76112978868i            109182.48449961215+153019.30552703573i
1580                                              110656.31900555338+158421.31450931498i            111258.82656604692+157616.16034492248i            111615.15446829483+156779.7745420892i             111741.16735452085+155955.13841825607i            111662.62162976332+155186.86332869317i            111413.11640648358+154515.38867033191i            111031.41681410988+153972.1379486921i             110558.99886759679+153569.66844140462i            110037.43313278958+153322.40811844566i            109506.18303248606+153222.91837890208i
1585                                              111076.25968178843+158640.5946065564i             111672.1282182313+157820.55041769607i             112018.47117143932+156972.05036010477i            112132.08176297272+156138.67803016392i            112039.77847363774+155365.43271061732i            111776.2424986568+154692.84954302458i             111381.27585342273+154152.172817228i              110897.27128654698+153755.50080155933i            110366.53769075173+153516.6423791541i             109829.0439479829+153427.3412680274i
1590                                              111496.54286176231+158858.8592645336i             112085.47365262026+158023.93043055636i            112421.53224544623+157163.4010786893i             112522.46496266886+156321.4533226617i             112416.1754873098+155543.46319588894i             112138.44563778689+154870.0438503062i             111730.12663953732+154332.23791114133i            111234.53286638888+153941.65979356368i            110694.7087779371+153711.47465404234i             110151.11869379345+153632.586293853i
1595                                              111917.17792116088+159076.06051237913i            112498.8720900214+158226.2590633979i              112824.34784460714+157353.79333759297i            112912.32948763308+156503.43968059166i            112791.82918951125+155720.93903709383i            112499.74785499103+155046.96413186117i            112077.99792798453+154512.33282832112i            111570.81978759634+154128.15033927668i            111021.99006330859+153906.91315466588i            110472.45781450487+153838.6628542506i
1600                                              112338.16942297533+159292.1494599958i             112912.32823555145+158427.4939114082i             113226.92396998963+157543.19254497887i            113301.68413950953+156684.6111122477i             113166.75283006538+155897.8429497236i             112860.16839593301+155223.60120758347i            112424.91616734755+154692.455240528i              111906.16637312401+154314.97521232624i            111348.42375978202+154102.96372125563i            110793.11074086501+154045.57776996432i
1605                                              112759.5170411613+159507.07674938865i             113325.8421800896+158627.5919103357i              113629.2623521632+157731.56327348904i             113690.53385448431+156864.94061054915i            113540.95624230341+156074.1564398926i             113219.72356047442+155399.94446792844i            112770.90532701589+154872.6011456049i             112240.604905529+154502.13525260237i              111674.05043219007+154299.63000105612i            111113.1255902886+154253.33542964482i
1610                                              113181.21552687846+159720.79301251742i            113739.40934208843+158826.50977088834i            114031.36037139414+157918.86966695884i            114078.87960370965+157044.40053091725i            113914.4457262825+156249.86014611315i             113578.42656956897+155575.98217945476i            113115.98674890048+155052.765135897i              112574.16546456145+154689.62959775853i            111998.90882241451+154496.91364407865i            111432.54898168244+154461.9379513153i
1615                                              113603.25471815464+159933.24933261954i            114153.02045003136+159024.20441851797i            114433.21101576183+158105.0758549651i             114466.71832956075+157222.96297545673i            114287.22396420003+156424.9341921841i             113936.28746109521+155751.70180299538i            113460.17902458446+155232.9406805496i             112906.87578686856+154877.4559297148i             112323.03569334612+154694.8145149313i             111751.42586636046+154671.38536142625i
1620                                              114025.61959309621+160144.3977043114i             114566.6615664977+159220.633434618i               114834.80287829001+158290.14637134783i            114854.04291775227+157400.60018489623i            114659.28996891361+156599.3585479716i             114293.3130156548+155927.09032175186i             113803.49789926333+155413.12041940825i            113238.76114924956+155065.6107342106i             112646.46569319707+154893.3309187102i             112069.79937582939+154881.67578850637i
1625                                              114448.2903667723+160354.1914872463i              114980.31415379394+159415.75549520843i            115236.12019369328+158474.04657221807i            115240.84220643864+157577.2849321381i             115030.63906649899+156773.11339591813i            114649.50671342676+156102.13457649463i            114145.95620364133+155593.2964659929i             113569.8442767196+155254.0895711239i              112969.23124159456+155092.45983945398i            112387.7106883211+155092.80567056773i
1630                                              114871.24263117393+160562.58585176454i            115393.95518120886+159609.53080319962i            115637.14291429606+158656.7430513602i             115627.10103234685+157752.99091580496i            115401.2629134261+156946.17949798013i             115004.86872275846+156276.82160498964i            114487.56381463501+155773.4607168563i             113900.14527639639+155442.8873533136i             113291.36243836988+155292.1971883696i             112705.19891540424+155304.76997422785i
1635                                              115294.44753746988+160769.53820935363i            115807.55727286353+159801.9215100458i             116037.84682517467+158838.2040476841i             116012.80031394804+157927.69314905725i            115771.1495482274+157118.53856245943i             115359.39592081145+156451.1389825407i             114828.3276454392+155953.60516471777i             114229.68159805577+155631.99863147596i            113612.88699653813+155492.53806089982i            113022.30100968452+155517.56242374005i
1640                                              115717.87201906896+160975.00862623774i            116221.08889558136+159992.89212324828i            116438.20369774177+159018.39984177836i            116397.91717121782+158101.3683406067i             116140.2834778452+157290.1736052584i              115713.08194650064+156625.07516075144i            115168.25166547627+156133.72221249706i            114558.46802192734+155821.41788254428i            113933.830199632+155693.47699903153i              113339.05169451119+155731.17573796114i
1645                                              116141.4790540738+161178.9602145941i              116634.51458524028+160182.40989529176i            116838.18148060894+159197.30313766497i            116782.42508155368+158273.99526437142i            116508.64579805356+157461.06930315343i            116065.91728553917+156798.61980137348i            115507.33695011883+156313.80498551557i            114886.51667410063+156011.1397990501i             114254.21488446296+155895.00825752816i            113655.4834165171+155945.6018730579i
1650                                              116565.22796470961+161381.3594984738i             117047.79520978806+160370.44519098612i            117237.74452616082+159374.88942626456i            117166.29406986+158445.55511423756i               116876.214347192+157631.21233589342i              116417.88938704436+156971.76410214437i            115845.58176029206+156493.8476389362i             115213.83706961326+156201.15957681162i            114574.06144934318+156097.1260709618i             113971.6263214882+156160.83226896106i
1655                                              116989.0747515874+161582.17675030572i             117460.8882669146+160556.97182880362i             117636.85385218073+159551.13732685364i            117549.49093264055+158616.03184093998i            117242.96389218654+157800.5917136634i             116768.9828110672+157144.50111176155i             116182.98165121456+156673.84565769802i            115540.4361830338+156391.47319836132i             114893.38788788521+156299.82491991294i            114287.5082538971+156376.85809715872i
1660                                              117412.97245965533+161781.3862948603i             117873.74821385076+160741.96739395754i            118035.46743422306+159726.02890382384i            117931.97949347524+158785.41246721856i            117608.86634533945+157969.19908713363i            117119.17940589607+157316.8260309367i             116519.52960972725+156853.79614625016i            115866.31854623136+156582.07770942786i            115212.20984861984+156503.09979308798i            114603.15478020336+156593.67050772838i
1665                                              117836.87157290595+161978.9667774856i             118286.3268264152+160925.4135191013i              118433.54052858525+159899.54995490387i            118313.72088785483+158953.68737920048i            117973.89101032719+158137.0290368079i             117468.45851382466+157488.73649668472i            116855.2162193952+157033.69810473986i             116191.48637250392+156772.97148600707i            115530.5407192973+156706.94644326568i             114918.58923585927+156811.26087323387i
1670                                              118260.72043417415+162174.9013938439i             118698.57358439287+161107.29613022108i            118831.0260217302+160071.690268593i               118694.67387536704+159120.85059008386i            118338.0048553228+158304.0793393372i              117816.79720382365+157660.2328473321i             117190.02985134399+157213.5526909796i             116515.93970632508+156964.1544893997i             115848.39173624018+156911.36163508374i            115233.8327956239+157029.62102735174i
1675                                              118684.4656863582+162369.1780786781i              119110.43607949773+161287.60565569412i            119227.87480360197+160242.44384796175i            119074.79517636016+159286.8999744961i             118701.1728110532+158470.35120774584i             118164.17052907695+157831.31836548424i            117523.95688055556+157393.3634621316i             116839.67659738763+157155.6285069414i             116165.77211697254+157116.34338162572i            115548.90456667008+157248.74349588633i
1680                                              119108.05273096848+162561.78965141258i            119521.8604427063+161466.33719496088i             119624.03616147533+160411.80909867672i            119454.03983024556+159451.83747078557i            119063.35809117765+158635.8495038613i             118510.55180758469+158001.9994968086i             117856.98192485528+157573.13659802824i            117162.69329760627+157347.39737595833i            116482.68921575267+157321.89116803586i            115863.82170372605+157468.62171816916i
1685                                              119531.42619990492+162752.73391771872i            119932.79178663729+161643.49064645515i            120019.45819087715+160579.78897922972i            119832.3615723041+159615.66924877936i             119424.52253240891+158800.5829201911i             118855.91292301628+158172.28604231868i            118189.08810500523+157752.88110079383i            117484.9844795349+157539.46718898826i             116799.14870025776+157528.0061599786i             116178.59954527239+157689.2502566427i
1690                                              119954.53043559915+162942.01372362243i            120343.1746588435+161819.07079431796i             120414.08821980403+160746.3911119169i             120209.71322566949+159778.40584279748i            119784.62695131643+158964.564129681i              119200.22464372452+158342.1913224074i             118520.2573236936+157932.60897024127i             117806.54347425874+157731.84647811684i            117115.15474827994+157734.69139485425i            116493.25176957442+157910.6249927692i
1695                                              120377.309976124+163129.63696476704i              120752.95350325193+161993.087346863i              120807.8732424644+160911.62785319792i             120586.04710506457+159940.06224653698i            120143.63151478721+159127.80990241794i            119543.4569570343+158511.7323109643i              118850.47056109607+158112.33535288085i            118127.36252680355+157924.54637675115i            117430.71026251212+157941.95195396445i            116807.79056928423+158132.7433073738i
1700                                              120799.71003878783+163315.61654717574i            121162.07312248822+162165.55493574747i            121200.76035857484+161075.51632275543i            120961.31542859886+160100.65797019462i            120501.49612087208+159290.34118673817i            119885.57941534897+158680.92973808563i            119179.70818441776+158292.07866334743i            118447.43306690405+158117.58075714987i            117745.81710169761+158149.79511404058i            117122.2268430197+158355.60424372615i
1705                                              121221.67699969707+163499.970301336i              121570.4791401495+162336.49306831666i             121592.6972141378+161238.07839072947i             121335.47073412543+160260.217059091i              120858.18078664229+159452.18315537i               120226.56149273644+158849.80816039344i            119507.95026880557+158471.860676624i              118766.74599279765+158310.9663423255i             118060.47632615564+158358.23047653888i            117436.57040223172+158579.20865186086i
1710                                              121643.15886303913+163682.72085080604i            121978.11845614626+162505.92603513415i            121983.6324396896+161399.34062316993i             121708.46629597743+160418.7680723521i             121213.64603969922+159613.36521484295i            120566.37294648918+159018.39599830515i            119835.1769268026+158651.7065902858i              119085.29196557048+158504.72279125228i            118374.68845547222+158567.27007352578i            117750.83019159494+158803.55931273274i
1715                                              122064.10571625411+163863.89543332334i            122384.93969208818+162673.8827751354i             122373.51608196457+161559.3341860257i             122080.25653899575+160576.34402341678i            121567.85330983975+159773.9209789i                120904.98418254283+159186.72553942527i            120161.3686435739+158831.64505611607i             119403.06171153653+158698.87275638236i            118688.45373620371+158776.92844900975i            118065.0145209546+159028.66104103296i
1720                                              122484.470166549+164043.52568054758i              122790.8936218994+162840.39669787334i             122762.30002483854+161718.09470861184i            122450.79744542696+160732.98228130687i            121920.76531724665+159933.8882045863i             121242.36662078087+159354.83290823633i            120486.50661495549+159011.70818047124i            119720.04633008086+158893.44191284667i            119001.77241723673+158987.22271492242i            118379.13130678055+159254.52076564782i
1725                                              122904.20775450533+164221.647354233i              123195.93358391595+163005.5054650539i             123149.93839597107+161875.66210720668i            122820.04695141995+160888.7244344497i             122272.34645433993+160093.308694552i              121578.49305672062+159522.75800203954i            120810.57308539016+159191.93149338334i            120036.23760418597+159088.45895892585i            119314.64503040141+159198.17258110634i            118693.1883210231+159481.147587207i
1730                                              123323.27734047009+164398.3000433948i             123600.01587023468+163169.25073277965i            123536.38795501184+162032.08037149272i            123187.96532947112+161043.61611758848i            122622.56315704547+160252.2281608578i             121913.33801710652+159690.54439364548i            121133.55168288366+159372.353886482i              120351.62831112939+159283.95558768007i            119627.07267394674+159409.80035897592i            119007.19344534224+159708.55281150807i
1735                                              123741.64146019658+164573.52682475018i            124003.10008972864+163331.67785811238i            123921.60845994309+162187.39731419465i            123554.51555318019+161197.70680373177i            122971.38426268283+160410.69605908197i            122246.87810577203+159858.23920152526i            121455.42774803471+159553.01752006647i            120666.21253050491+159479.96642976004i            119939.05729638085+159622.13093861283i            119321.15492812093+159936.7499594228i
1740                                              124159.26664596102+164747.37388939317i            124405.14950129851+163492.83557103205i            124305.56300816573+162341.66428758678i            123919.66364139772+161351.0495629572i             123318.78135176221+160568.76538594952i            122579.09233712782+160025.89292852455i            121776.1886543184+159733.96770024963i             120979.9859470713+159676.5289678894i              120250.60197830536+159835.19173937646i            119635.08164264477+160165.75475206872i
1745                                              124576.12371016758+164919.8901395536i             124806.13131398766+163652.7756159447i             124688.21834922914+162494.93586866432i            124283.37897825587+161503.7007896261i             123664.72906975602+160726.4924483802i             122909.96245418578+160193.55927035393i            122095.82411692539+159915.25272677426i            121292.94614575864+159873.68342344154i            120561.71120980379+160049.01263450304i            119948.98334369433+160395.5850722101i
1750                                              124992.18798829477+165091.12675894116i            125206.01695130547+163811.552366011i              125069.5451661961+162647.26951619468i             124645.63460674153+161655.71990137294i            124009.20542673107+160883.93660343348i            123239.47322846483+160361.29489562075i            122414.32648745712+160096.92371298675i            121605.0928963015+160071.47261611183i             120872.3911609487+160263.62584992484i             120262.87092069122+160626.26090124357i
1755                                              125407.43953915668+165261.13676095792i            125604.78227704702+163969.22241327458i            125449.51832317503+162798.725202694i              125006.4074923572+161807.16901146897i             124352.19207205644+161041.15997104545i            123567.61273921975+160529.1591989451i             122731.69103203417+160279.0343792198i             121916.42842517246+160269.94179770377i            121182.6499433276+160479.0658382315i              120576.75664501157+160857.80423289584i
1760                                              125821.8632999814+165429.97451895764i             126002.40778257664+164125.8441391386i             125828.11707679043+162949.3650248502i             125365.67875630502+161958.11258164153i            124693.6745417771+161198.2271232307i              123894.37262971298+160697.21402945303i            123047.91619040866+160461.64082132926i            122226.95767245277+160469.13846119i               121492.49786014698+160695.36912873684i            120890.65440979198+161090.23896425628i
1765                                              126235.44919507537+165597.69528312606i            126398.878720077+164281.47727005035i              126205.32524964357+163099.25279575266i            125723.4338732312+162108.61704532127i             125033.64247665193+161355.2047515791i             124219.7483380936+160865.52339693322i             123363.00381398927+160644.80125617245i            122536.68853151801+160669.11212672724i            121801.94764301581+160912.5741545869i             121204.57995972052+161323.59076396978i
1770                                              126648.19219672667+165764.354688715i              126794.18522122946+164436.18241803301i            126581.13136423676+163248.45362305708i            126079.66283548712+162258.7504280693i             125372.08980900273+161512.16131657475i            124543.7393013903+161034.15315777546i             123676.9593807145+160828.57574612467i             122845.63206948292+160869.91410609244i            122111.01467328938+161130.72105833644i            121518.5511093629+161557.88691992004i
1775                                              127060.0923378211+165930.00825993114i             127188.32233258117+164590.02061885057i            126955.5287363086+163397.03347649853i             126434.36027972378+162408.58194341385i            125709.01491677902+161669.16668090996i            124866.34913048614+161203.17068367283i            123989.79218499751+161013.02590479865i            123153.80272665826+161071.59724745396i            122419.71718621133+161349.85147750398i            121832.58794762967+161793.156166435i
1780                                              127471.15467583471+166094.71091496435i            127581.29003498756+164743.05286357208i            127328.51552668374+163545.05874918998i            126787.52557551375+162558.1815849459i             126044.42074371642+161826.29173098708i            125187.58575504641+161372.64451560436i            124301.51550123698+161198.2145862765i             123461.21849326126+161274.2156624395i             122728.07645611766+161570.00831149713i            122146.71302754626+162029.42849284178i
1785                                              127881.38920856488+166258.5164761404i             127973.09320605722+164895.33963267185i            127700.09475134416+163692.59581635354i            127139.16287647336+162707.61971033225i            126378.31488447073+161983.6079885465i             125507.46153689241+161542.64400594647i            124612.14671959897+161384.20556040393i            123767.9010619912+161477.82443756372i             123036.11696113694+161791.23547190055i            122460.95153892446+162266.73493518334i
1790                                              128290.81074248819+166421.4771903814i             128363.74154017145+165046.94043616057i            128070.27424977098+163839.71059563803i            127489.28113199647+162856.9666235369i             126710.7096343969+162141.18721718306i             125825.99335124466+161713.2389517234i             124921.7074526591+161571.0631766451i              124073.87595513467+161682.47933225767i            123343.86652604412+162013.57761777216i            122775.33146261894+162505.10734797342i
1795                                              128699.43871449653+166583.6432646135i             128753.24942423211+165197.91336374296i            128439.0666118669+163986.46811306936i             127837.8940605757+163006.292158268i               127041.62200324412+162299.10102572726i            126143.20263491655+161884.49922188793i            125230.22361243346+161758.85201912723i            124379.17262516342+161888.23646575972i            123651.35644199386+162237.07987807223i            123089.8837059344+162744.57817202143i
1800                                              129107.29696933004+166745.06242021307i            129141.6357709021+165348.31464887838i             128806.48906431044+164132.93207838503i            128185.02008479123+163155.66526626257i            127371.07369317618+162457.42047261365i            126459.11540137231+162056.49438162264i            125537.72545704554+161947.63655560877i            124683.82452797733+162095.1519953072i             123958.62156213938+162461.7875630405i             123404.64221637178+162985.18017554068i
1805                                              129514.41349419733+166905.7794710156i             129528.92381075498+165498.1982515761i             129172.56331753268+164279.16447370028i            128530.68222873379+163305.15361409896i            127699.09104112558+162616.21567418307i            126773.76222239128+162229.2933168095i             125844.24760627082+162137.48078302454i            124987.869168046+162303.28178796475i              124265.7003722563+162687.74586705345i             123719.64407425717+163226.94619508577i
1810                                              129920.82011345404+167065.8359290229i             129915.14084508855+165647.61546349444i            129537.31537471563+164425.2251590882i             128874.90797877611+163454.8231917805i             128025.7049261532+162775.5554202657i              127087.17817663378+162402.96386143268i            126149.82902647214+162328.44787252374i            125291.34811515133+162512.6810886169i             124572.63503564901+162914.9995645833i             124034.92956282025+163469.90886345351i
1815                                              130326.55214600447+167225.2696413261i             130300.31796245267+165796.61453887634i            129900.77530481496+164571.17149855735i            129217.72910929842+163604.73793670483i            128350.95064278378+162935.5068001088i             127399.40276549227+162577.5724310791i             126454.51298436146+162520.5998164544i             125594.30699235309+162723.4041866348i             124879.47141191608+163143.59270195104i            124350.54221425687+163714.10033099374i
1820                                              130731.6480288482+167384.1144618421i              130684.4897207313+165945.24035383321i             130262.9769815701+164717.05800979133i             129559.18147468856+163754.95937584472i            128674.86774133742+163096.13484178006i            127710.479797047+162753.18366528064i              126758.34697043504+162713.99708018918i            125896.79543527382+162935.50408362158i            125186.25904913743+163373.5682868876i             124666.52883247039+163959.55198205163i
1825                                              131136.14891007854+167542.39996102502i            131067.6937984329+166093.5340994402i              130623.95779119953+164862.9360406065i             129899.30476981355+163905.54628943477i            128997.49983674478+163257.50216786543i            128020.45723897357+162929.86008160116i            127061.38259220806+162908.6982614717i             126198.86702278984+163149.03216481913i            125493.05114950753+163604.96797821374i            124982.93949121947+164206.29414831527i
1830                                              131540.09821542405+167700.1511762319i             131449.9706183341+166241.5330090284i              130983.7583112804+165008.85347494963i             130238.14226097813+164056.5543987606i             129318.89438754592+163419.6686702636i             128329.38704165263+163107.66174394838i            127363.6754383822+163104.75975972976i             126500.57917961897+163364.03787651972i            125799.90450832825+163837.83177789478i            125299.82750765097+164454.35582128607i
1835                                              131943.54119216863+167857.38840519052i            131831.36294649297+166389.2701231544i             131342.42196391008+165154.85447102922i            130575.74048986877+164208.0360806691i             129639.10244689003+163582.69120655206i            128637.32493293789+163286.64594807997i            127665.28491461584+163302.2354579825i             126801.99305131093+163580.56841202165i            126106.87942665396+164072.19772779537i            125617.24939115116+164703.76436570525i
1840                                              132346.52443494415+168014.12704439613i            132211.91547135165+166536.77409441388i            131699.994646336+165300.97923365448i              130912.14895308901+164360.04011115298i            129958.17838780195+163746.6233207117i             128944.33018618157+163466.86692628733i            127966.2740523842+163501.17641976217i             127103.17335247372+163798.66840831705i            126414.03959799933+164308.10161332658i            125935.26476766204+164954.54523627044i
1845                                              132749.0953976107+168170.37747426578i             132591.6743658345+166684.06903365836i             132056.52434234603+165447.26382286628i            131247.41976012575+164512.61144003485i            130276.17960472229+163911.51498971632i            129250.46536326596+163648.375573814i              128266.70929195531+163701.63060341423i            127404.18818926447+164018.37965597678i            126721.45196978252+164545.57667586315i            126253.93627941038+165206.72169950852i
1850                                              133151.30189608503+168326.14499173677i            132970.68683715662+166831.1743988264i             132412.06071796393+165593.74000020017i            131581.607272706+164665.79099853453i              130593.16619428534+164077.41239866416i            129555.79603503547+163831.21919905307i            128566.66024175056+163903.64259519006i            127705.1088571883+164239.74082425275i             127029.1865799925+164784.65333746624i             126573.32946085933+165460.31456299507i
1855                                              133553.19160641413+168481.42979130696i            133349.00066817386+166978.10492754693i            132766.65470507083+165740.43511406577i            131914.76772873406+164819.6155412657i             130909.20061759342+164244.35774570864i            129860.39048064157+164015.44129938763i            128866.19941479561+164107.25336509768i            128006.00961570031+164462.78720362057i            127337.31637056425+165025.35893700752i            126893.51259106425+165715.3419139648i
1860                                              133954.81156305366+168636.22699445768i            133726.66375454335+167124.87061397123i            133120.35807672588+165887.37202507138i            132246.95885397194+164974.11752382145i            131224.3473468477+164412.3890784675i              130164.31936892799+164201.08136444184i            129165.40194531843+164312.50004523384i            128306.96744104645+164687.55046767867i            127645.91697803313+165267.71748370802i            127214.55652342796+165971.81886914017i
1865                                              134356.20766188513+168790.52672748535i            134103.72364199624+167271.47672991786i            133473.22301781073+166034.56907128275i            132578.23946487287+165129.32501688437i            131538.6724993703+164581.54016312814i             130467.65542374202+164388.1747082697i             129464.3452866956+164519.41573289622i             128608.06175903934+164914.05845626298i            127955.0665030406+165511.74942669028i             127536.5344936466+166229.7573379379i
1870                                              134757.42417256985+168944.31424669895i            134480.22706779995+167417.9238901782i             133825.3016953801+166182.04007515707i             132908.6690658892+165285.26165751385i             131852.24346200173+164751.84038750647i            130770.47307618259+164576.75233176217i            129763.10889369746+164728.02932161576i            128909.37415966096+165142.33498153172i            128264.84526016403+165757.47144395305i            127859.52190689684+166489.16580088245i
1875                                              135158.50326480437+169097.57010999223i            134856.21951067116+167564.20816123343i            134176.64583070303+166329.79438944036i            133238.30744469815+165441.94663775057i            132165.12850853233+164923.31469787433i            131072.84810600782+164766.8408161796i             130061.77389052289+164938.36535884408i            129210.98809543042+165372.39965852269i            128575.33550962995+166004.89625226738i            128183.59610555325+166750.04910494664i
1880                                              135559.48455282216+169250.2703934482i             135231.74475310958+167710.3212123978i             134527.3062799526+166477.8369843927i              133567.2142687455+165599.39473078403i             132477.39641392944+165095.98357137112i            131374.85727602517+164958.4622491556i             130360.42272815065+165150.44393383196i            129512.988565664+165604.26776166886i              128886.6211725732+166254.0324393437i              128508.83611880921+167012.4082776249i
1885                                              135960.40466233264+169402.38695038087i            135606.84446017756+167856.25050795253i            134877.33262371182+166626.16857316016i            133895.44868660843+165757.61635408291i            132789.11606855804+165269.8630227293i             131676.57796034688+165151.63418300942i            130659.13883256639+165364.28059469908i            129815.4617889455+165837.95010838i                129198.78753197883+166504.88431997912i            128835.32239568034+167276.24036136456i
1890                                              136361.29682392898+169553.8877112884i             135981.5577783844+168001.9795384624i              135226.77277124455+166774.785775433i              134223.06893734136+165916.61766907535i            133100.35609370953+165444.96464669262i            131978.0877721783+165346.3696263541i              130958.0062474496+165579.8862974162i              130118.49486608764+166073.45297086204i            129511.92092112896+166757.45181718335i            129163.13652316143+167541.53826983017i
1895                                              136762.19049644162+169704.7370210554i             136355.9209583876+168147.48808920442i             135575.67258185952+166923.6813174037i             134550.13197127086+166076.40071640917i            133411.1844647332+165621.29569410995i             132279.46419144468+165542.6770687274i             131257.1092727481+165797.2673846244i              130422.17543609234+166310.77801686537i            129826.1084018311+167011.73036977134i             129492.36093136529+167808.29066738684i
1900                                              137163.11102420284+169854.8960111607i             136729.96700471145+168292.75254323758i            135924.07550712308+167072.84426626054i            134876.6930852777+166236.963585529i               133721.6681420228+165798.8591825374i              132580.7841968696+165740.5605383024i              131556.53210379143+166016.4255974719i             130726.59132761502+166549.92228012445i            130141.4374346954+167267.7108669024i              129823.07858753722+168076.48187286503i
1905                                              137564.07933062364+170004.32300307395i            137103.7253557274+168437.74621636383i             136272.0222566543+167222.26029714188i             135202.8055757384+166398.3006172253i              134031.87271422116+165977.65403955115i            132882.12390467888+165940.01969213545i            131856.3584717398+166237.35811830076i             131031.83020855235+166790.8781607909i             130457.99554376118+167525.37961090825i            130155.37268113015+168346.09178906996i
1910                                              137965.1116515319+170152.9739387944i              137477.2215966049+168582.4397210345i              136619.5504907111+167371.91199048862i             135528.52041193497+166560.40263713713i            134341.86205639824+166157.67527794035i            133183.558217153+166141.04993827455i              132156.67128956201+166460.05764473902i            131337.97923645287+167033.63345612455i            130775.86997797684+167784.71830820234i            130489.3263020715+168617.09585824667i
1915                                              138366.21931024286+170300.80283580872i            137850.47720783137+168726.801355842i              136966.69454174011+167521.77915635082i            135853.88593272818+166723.25721878198i            134651.69800570284+166338.9142011925i             133485.1604835874+166343.64258893754i             132457.55230570582+166684.51249486103i            131645.12471230148+167278.17142130696i            131095.14737205408+168045.7040895073i             130825.02211454221+168889.46504500206i
1920                                              138767.40853641558+170447.76226107177i            138223.50935144554+168870.79751725416i            137313.48516799966+167671.8391842662i             136178.94756903916+166886.8489731403i             134961.440057552+166521.35863780882i              133787.00217672452+166547.78504343162i            132759.08176832134+166910.70674263002i            131953.35174048698+167524.4708602004i             131415.9134091561+168308.30955854504i             131162.54202863152+169163.1658463696i
1925                                              139168.68033073586+170593.80382038234i            138596.33069690515+169014.3931298608i             137659.94934052334+167822.06741379655i            136503.74759448128+167051.1598629542i             135271.14508458885+166704.9932021987i             134089.15258698154+166753.4609995104i             133061.33810289702+167138.6203823135i             132262.74389758517+167772.5062453994i             131738.25248812677+168572.502869882i              131501.96687232965+169438.1603299986i
1930                                              139570.0303758036+170738.8786588159i              138968.94928802186+169157.5520913735i             138006.11006587438+167972.4375242743i             136828.3249062701+167216.1695388512i              135580.86708093074+166889.79958055177i            134391.67853725658+166960.6506915221i             133364.39760563744+167368.229521195i              132573.3829125169+168022.24786692802i             132062.2473976894+168838.24783512115i             131843.37606619764+169714.40619981167i
1935                                              139971.448994787+170882.9379676527i               139341.36845221065+169300.2377284712i             138351.98624597501+168122.92193927267i            137152.7148382388+167381.85569438792i             135890.65693386336+167075.75683876497i            134694.6441205752+167169.33115340545i             133668.33415538378+167599.50659884483i            132885.34836077841+168273.66200849038i            132387.97900033975+169105.5040569611i             132186.84730349205+169991.85688973122i
1940                                              140372.92115783523+171025.93349270156i            139713.58675271732+169442.41325951758i            138697.59257628222+168273.49224317548i            137476.9490076404+167548.194437297i               136200.56222477055+167262.84175033917i            134998.1104628008+167379.47650450823i             133973.21894635932+167832.42063154816i            133198.71737513263+168526.71115003334i            132715.52592827156+169374.22709037553i            132532.4562378868+170270.4616844059i
1945                                              140774.42653604047+171167.81804098623i            140085.5979843405+169584.04226006052i             139042.9394831522+168424.11960518538i             137801.05519712344+167715.16067360816i            136510.6270613787+167451.0291413757i              135302.1355125478+167591.0582559426i              134279.1202438375+168066.93747903896i             133513.56437519452+168781.35419521944i            133044.96429397346+169644.3686297238i             132880.27618149875+170550.1658666773i
