% Model:              2D Model _ r2u[ParameterStudy].mph
% Version:            COMSOL 5.2.0.166
% Date:               Apr 13 2017, 09:47
% Table:              Table 1 - r2u_r2 (acpr.p_t*2*pi*a)
% freq (Hz)                                       g_side=0.02, acpr.p_t*2*pi*a (N)                  g_side=0.04, acpr.p_t*2*pi*a (N)                  g_side=0.06, acpr.p_t*2*pi*a (N)                  g_side=0.08, acpr.p_t*2*pi*a (N)                  g_side=0.1, acpr.p_t*2*pi*a (N)                   g_side=0.12, acpr.p_t*2*pi*a (N)                  g_side=0.14, acpr.p_t*2*pi*a (N)                  g_side=0.16, acpr.p_t*2*pi*a (N)                  g_side=0.18, acpr.p_t*2*pi*a (N)                  g_side=0.2, acpr.p_t*2*pi*a (N)
150                                               2088.671574267452+25075.8656263431i               2087.988580315251+25085.116572362578i             2087.3412303686937+25093.55608677359i             2086.7266496992047+25101.260746025793i            2086.1424230868934+25107.568134912697i            2085.5866764064604+25113.411711180015i            2085.056629613611+25118.190441266506i             2084.551509718814+25122.46711440143i              2084.0694784965394+25126.28768460245i             2083.609206333639+25129.863951737472i
155                                               2227.789182777883+25894.21134919608i              2227.017713040563+25903.77244071755i              2226.2870531732196+25912.499100518005i            2225.593923482839+25920.469822726438i             2224.9355683051813+25926.99962031018i             2224.3098495154954+25933.052729278814i            2223.713592868665+25938.007462968617i             2223.1459173026296+25942.445346264132i            2222.6047236432905+25946.41351276453i             2222.088493596264+25950.13060882003i
160                                               2371.0316927184053+26710.959370558132i            2370.164236356058+26720.833613599425i             2369.3433078427333+26729.850772414604i            2368.565181140324+26738.091196960362i             2367.8267252925493+26744.847280409143i            2367.12551113395+26751.11400391591i               2366.4579293166703+26756.24896741838i             2365.822979727589+26760.85242850526i              2365.218275052378+26764.972665756657i             2364.642088596804+26768.83515074808i
165                                               2518.365208780697+27526.070037874393i             2517.3939904012127+27536.260939574233i            2516.475609659099+27545.57245304534i              2515.6058499857395+27554.086720302657i            2514.781167899165+27561.073465218982i             2513.998814292835+27567.558379887792i             2513.254700954015+27572.87828867598i              2512.547696950369+27577.652178693163i             2511.875097689927+27581.929437772014i             2511.234946933855+27585.94234070275i
170                                               2669.7547995986456+28339.505364794277i            2668.671796400274+28350.016960791796i             2667.6485735999254+28359.627212579697i            2666.680377006849+28368.419988536072i             2665.7632108996972+28375.642292203454i            2664.8939753919603+28382.35049129436i             2664.068056650157+28387.860570576944i             2663.284180344843+28392.81024324103i              2662.5392934238175+28397.249969505894i            2661.8311874645165+28401.418804614965i
175                                               2825.1647190281337+29151.22899773237i             2823.9616795731768+29162.06587891321i             2822.8260388806157+29171.9798059829i              2821.7524550235566+29181.056306052404i            2820.736437742301+29188.519609776107i             2819.7745035132534+29195.456724053958i            2818.861463026666+29201.162728171566i             2817.9958850969924+29206.294057679992i            2817.174334912222+29210.902207190265i             2816.394327630628+29215.232988857402i
180                                               2984.558595602437+29961.20616605966i              2983.227060213781+29972.373504590985i             2981.971261619603+29982.59662168361i              2980.785216912621+29991.962633632127i             2979.6638963241317+29999.6729441114i              2978.603397725541+30006.84516165129i              2977.597903237211+30012.75339232045i              2976.64581044032+30018.07279001024i               2975.743267239971+30022.855844601552i             2974.887486487522+30027.355100840818i
185                                               3147.8995937291957+30769.403620484325i            3146.4309164365563+30780.907195058666i            3145.047079127134+30791.445618307116i             3143.7414014293586+30801.107524216968i            3142.5082663041453+30809.071433863042i            3141.3433158538687+30816.48551869594i             3140.2400471641663+30822.602842026314i            3139.1966712475296+30828.117271720606i            3138.2088808687445+30833.082252674056i            3137.273558934975+30837.757037119787i
190                                               3315.1505496699665+31575.78956320248i             3313.535921683184+31587.635783440688i             3312.0160489315213+31598.496253026235i            3310.5834936925394+31608.461050228703i            3309.2320010264502+31616.685756350136i            3307.9567178065304+31624.349065926363i            3306.750396126176+31630.68292812324i              3305.611044048192+31636.399920076943i             3304.5338589204093+31641.55440030294i             3303.5153642357427+31646.412302624914i
195                                               3486.2740849137613+32380.33357268522i             3484.504559600442+32392.529502623463i             3482.8405650808754+32403.71940443987i             3481.273842929847+32413.994725339857i             3479.7974466500227+32422.488048149848i            3478.405986063567+32430.408549485644i             3477.0914046435723+32436.966991177324i            3475.851490058669+32442.894654555068i             3474.680901402834+32448.246769225883i             3473.5757713734483+32453.29592391064i
200                                               3661.232699261292+33183.006525448945i             3659.2992185346684+33195.55990603832i             3657.482954080903+33207.08729226876i              3655.7747597662287+33217.68142300745i             3654.1669407846675+33226.451822359224i            3652.6535255744934+33234.63810684344i             3651.225581593776+33241.4297759842i               3649.88065749802+33247.576809805745i              3648.612828660797+33253.13526536264i              3647.417803552092+33258.38435877298i
205                                               3839.9888455584105+33983.780516741776i            3837.8822677025655+33996.699787300655i            3835.905552403252+34008.57339586234i              3834.0485950733278+34019.495293755695i            3832.3028925908066+34028.55188455682i             3830.6618451067857+34037.013181346905i            3829.115572705228+34044.047344586696i             3827.661365220352+34050.423047082135i             3826.292666019779+34056.197128551044i             3825.004723823365+34061.655404212506i
210                                               4022.504987935671+34782.62878179002i              4020.216116766731+34795.923100369495i             4018.0707673918264+34808.15237315617i             4016.057802131865+34819.411682821774i             4014.167846178253+34828.764249068015i             4012.3936217869837+34837.510436994235i            4010.724226217926+34844.79698949898i              4009.156669365471+34851.411265788985i             4007.683711432603+34857.41084236898i              4006.3001036141236+34863.08810443271i
215                                               4208.743645124189+35579.52561903692i              4206.263260473252+35593.204881598i                4203.941123163466+35605.79998146384i              4201.764983747081+35617.40704961286i              4199.724528866842+35627.066056958894i             4197.8117504688835+35636.107674898405i            4196.014643261557+35643.6571485386i               4194.329914734431+35650.52051661604i              4192.749587714005+35656.75604543673i              4191.2678757538815+35662.662660248694i
220                                               4398.667420387799+36374.44631656758i              4395.986309853336+36388.52117494911i              4393.4792930198055+36401.493001375886i            4391.132925827641+36413.45889017028i              4388.935885870927+36423.43549701336i              4386.879379426608+36432.78375266449i              4384.950214527316+36440.60732250114i              4383.144772311447+36447.730917426634i             4381.454280867273+36454.213445470516i             4379.872373516967+36460.36034120018i
225                                               4592.239019472299+37167.367082819655i             4589.348011394031+37181.84896141162i              4586.648119795289+37195.20916478367i              4584.124618824902+37207.54566373997i              4581.765102756752+37217.85173072138i              4579.559933806371+37227.51850772092i              4577.494644576939+37235.62799677374i              4575.565264395333+37243.02357304868i              4573.762165915043+37249.76473714185i              4572.078357077196+37256.16340142028i
230                                               4789.421257939644+37958.264982446526i             4786.311255546861+37973.16609352239i              4783.410625466567+37986.92708797647i              4780.703268388915+37999.64672432569i              4778.1756170900035+38010.29482222646i             4775.81712813573+38020.29268555438i               4773.611965179106+38028.70056776115i              4771.555778636204+38036.38049981603i              4769.63802158516+38043.392524678406i              4767.85102869708+38050.05500018993i
235                                               4990.177059205304+38747.11787818693i              4986.839075888086+38762.45123584151i              4983.730011368711+38776.62621061403i              4980.83229656929+38789.74225807704i               4978.131120522791+38800.74567402555i              4975.6149692443905+38811.087873655604i            4973.266538951671+38819.80727497999i              4971.081072324975+38827.78455573595i              4969.047035114588+38835.080250004474i             4967.156037985459+38842.01912800711i
240                                               5194.46944456193+39533.904379364394i              5190.894640220552+39549.68381197211i              5187.5696502970695+39564.28674119785i             5184.475334832157+39577.813227125866i             5181.5955526462385+39589.18596907872i             5178.917750859756+39599.88644180076i              5176.423054614597+39608.9311394522i               5174.106268196535+39617.21937690407i              5171.954798496539+39624.81212710959i              5169.959478460235+39632.04053881688i
245                                               5402.261516472268+40318.60379757803i              5398.441234864464+40334.843958750585i             5394.893071728708+40349.88960964362i              5391.596210137451+40363.841320450825i             5388.5330878483455+40375.59811989379i             5385.69004112135+40386.67148927103i               5383.046515060184+40396.055908976436i             5380.596842953101+40404.66932074906i              5378.327297371787+40412.57308320612i              5376.227876672756+40420.104689006024i
250                                               5613.516436348833+41101.19611001791i              5609.442243418382+41117.912487974136i             5605.663941470008+41133.41642735756i              5602.158925354549+41147.80891220482i              5598.9081163874735+41159.96522500202i             5595.896664265393+41171.426799425084i             5593.102219533139+41181.16601070116i              5590.5186098139775+41190.11941654757i             5588.130893804412+41198.34870708407i              5585.928175126027+41206.1976835692i
255                                               5828.197398116382+41881.661930715265i             5823.8611211951265+41898.870856017624i            5819.846036871354+41914.84945511169i              5816.127635207875+41929.69902778241i              5812.68522097001+41942.271033178586i              5809.502677680769+41954.13680193322i              5806.555741063713+41964.246511335696i             5803.8376962330285+41973.55532351503i             5801.332304170819+41982.12520505663i              5799.027710153955+41990.30622979946i
260                                               6046.26759870265+42659.98248989886i               6041.6613665430295+42677.70114150967i             6037.403218911411+42694.17157896478i              6033.4666189762065+42709.49531790356i             6029.829149966312+42722.49991554156i              6026.473345556125+42734.78654289255i              6023.372900422534+42745.2830851693i               6020.520518020735+42754.963296698734i             6017.89857331212+42763.88936462993i               6015.49418601404+42772.417598712214i
265                                               6267.690206708221+43436.139621591115i             6262.806490284031+43454.38603116427i              6258.2994022639+43471.36629426181i                6254.140251123401+43487.18204068621i              6250.304788486527+43500.63684569013i              6246.774110269248+43513.361662899806i             6243.5197377117875+43524.26199004219i             6240.533751011691+43534.33016075718i              6237.797046147131+43543.62852605032i              6235.295646285013+43552.51959430573i
270                                               6492.428330395232+44210.11575932739i              6487.259984373082+44228.908813725924i             6482.498524553943+44246.41769769636i              6478.112971005729+44262.74405177266i              6474.077128442426+44276.66738778811i              6470.370562693404+44289.848383048426i             6466.9624827660155+44301.17005120394i             6463.844301423854+44311.64329160694i              6460.995337869854+44321.330561699724i             6458.400443747399+44330.60053063819i
275                                               6720.444986130221+44981.89393990305i              6714.985290945769+45001.2533818487i               6709.964515892538+45019.3104872849i               6705.3492528067845+45036.166802302665i            6701.111238720664+45050.57769248612i              6697.228412480563+45064.233498745394i             6693.66752545147+45075.994652918525i              6690.41927603153+45086.89060581476i               6687.4613038199395+45096.9838631946i              6684.777209812519+45106.649216616715i
280                                               6951.7030683760295+45751.457814856214i            6945.945772834135+45771.40424170093i              6940.661269788631+45790.029969981755i             6935.813576705509+45807.436344513015i             6931.372236542173+45822.354500425005i             6927.313459461676+45836.50438103017i              6923.601386933832+45848.723737615706i             6920.225953173085+45860.06055747187i              6917.163010090376+45870.57733597451i              6914.394824574354+45880.65494825396i
285                                               7186.165322261947+46518.79166931253i              7180.104686559587+46539.34652985005i              7174.55261645129+46558.56207659101i               7169.470402396116+46576.53934456863i              7164.8252610047975+46591.98515293573i             7160.591567115073+46606.648985120824i             7156.730692932652+46619.34581218571i              7153.231755636741+46631.142142236306i             7150.068705888373+46642.10040104445i              7147.222388480785+46652.6075080664i
290                                               7423.794319709621+47283.88044770456i              7417.425158792141+47305.06603703163i              7411.602299478385+47324.89338346908i              7406.28414583242+47343.46310216886i               7401.4354497908125+47359.45760950619i             7397.028639066254+47374.65586568719i              7393.022149896352+47387.84996101483i              7389.404226331465+47400.12490808507i              7386.146798563955+47411.54300339568i              7383.229196543631+47422.49717118407i
295                                               7664.55244002622+48046.70978580615i               7657.870167177148+48068.54923814895i              7651.773956776416+48089.011140467126i             7646.219160140212+48108.19557637525i              7641.167919928419+48124.76047143711i              7636.590599547437+48140.51419826473i              7632.442524990019+48154.22586516164i              7628.7110076896+48166.99897221265i                7625.365832224271+48178.89562663295i              7622.384716004494+48190.31471765038i
300                                               7908.401855786972+48807.266048378806i             7901.402526354452+48829.78332788781i              7895.031106579173+48850.90330445716i              7889.239721492429+48870.725416993744i             7883.987753380671+48887.88301104389i              7879.243378580966+48904.213806262786i             7874.958630717022+48918.463827111824i             7871.119825519744+48931.755043506i                7867.694470685503+48944.14931313339i              7864.658568216293+48956.051450274936i
305                                               8155.304524735845+49565.53637169897i              8147.984879888498+49588.75626118217i              8141.337139279639+49610.55857768132i              8135.310020713352+49631.042000781956i             8129.859988253415+49648.815205669685i             8124.952902632743+49665.74519275304i              8120.537314857411+49680.5548003153i               8116.598478109533+49694.38444982379i              8113.101485545589+49707.295689069906i             8110.020515484205+49719.699217396264i
310                                               8405.222188390138+50321.50871011141i              8397.579698772814+50345.456797695355i             8390.655315720098+50367.96645012538i              8384.394161176739+50389.13547165789i              8378.749616210014+50407.5477757124i               8373.68509135292+50425.09957627299i               8369.14545640563+50440.4904227708i                8365.114831153795+50454.87916934351i              8361.555749932224+50468.32699350428i              8358.440453484738+50481.25043972763i
315                                               8658.116377842523+51075.17188573505i              8650.149287047921+51099.87454942058i              8642.948772454116+51123.11724499484i              8636.456163624536+51144.996784033305i             8630.621586625253+51164.0722257843i               8625.405860974406+51182.268929814636i             8620.74996800438+51198.26305380237i               8616.636819070505+51213.231865116046i             8613.026238542125+51227.23611073766i              8609.888409808033+51240.69814053261i
320                                               8913.948427232388+51826.51564031323i              8905.655794949684+51852.00003048849i              8898.18053445556+51876.002166406564i              8891.459978254272+51898.61774836589i              8885.44081796118+51918.3808881239i                8880.081134750617+51937.24602203087i              8875.317805314544+51953.865813092i                8871.13245313163+51969.435921929944i              8867.482034322082+51984.0166050211i               8864.33454901904+51998.035978168526i
325                                               9172.67949519547+52575.53068828908i               9164.061239933182+52601.82470812701i              9156.31353557702+52626.61334826598i               9149.369504462471+52649.991077932806i             9143.17221660743+52670.46696719517i               9137.676860784271+52690.02445973432i              9132.815983642442+52707.29262104219i              9128.56983670994+52723.4854845512i                9124.892342166875+52738.66275667632i              9121.749184624836+52753.258280166505i
330                                               9434.270594493077+53322.20876998172i              9425.327535757131+53349.34105382058i              9417.31064692662+53374.94390333765i               9410.148618397412+53399.110435797076i             9403.780703468154+53420.32458461719i              9398.159037441414+53440.59873071007i              9393.2116020434+53458.53823950305i                9388.917187876536+53475.37549637812i              9385.22650983396+53491.16959871057i               9382.102798095822+53506.36007781442i
335                                               9698.682629903346+54066.54270387749i              9689.41652970274+54094.542593558625i              9681.13471330637+54120.98797147925i               9673.761208433874+54145.97048101247i              9667.231248317936+54167.94882328767i              9661.493746460794+54188.9642458039i               9656.471874974155+54207.598311832575i             9652.142869446767+54225.10173749142i              9648.454056177552+54241.53295290153i              9645.366065101778+54257.337140344265i
340                                               9965.876444348227+54808.526436944376i             9956.290047929824+54837.423956172424i             9947.748597634249+54864.74076597385i              9940.171218535843+54890.566912956994i             9933.488911936645+54913.335769729565i             9927.64719369078+54935.11737929265i               9922.564171473721+54954.469401308736i             9918.215426415336+54972.66086114336i              9914.544706656183+54989.74946440477i              9911.509888903956+55006.18600768264i
345                                               10235.812873049272+55548.155091926885i            10225.909948747962+55577.9809186942i              10217.115233194707+55606.1986169494i              10209.34269932549+55632.89651281969i              10202.518895861744+55656.482553662696i            10196.585757328288+55679.0555065287i              10191.456061751656+55699.14902689i                10187.103630686772+55718.050427672264i            10183.46843603409+55735.81663385404i              10180.505440808407+55752.904020849324i
350                                               10508.452805477433+56285.42501058066i             10498.238183569174+56316.21044772364i             10489.19768344778+56345.35901087197i              10481.23986661396+56372.957181216276i             10474.286599467876+56397.38738375628i             10468.276043434786+56420.77703788982i             10463.115370898577+56441.63569535724i             10458.776532833253+56461.2689348733i              10455.195517978864+56479.73284604984i             10452.324207424463+56497.48934899242i
355                                               10783.757254662654+57020.33379187146i             10773.236865100913+57052.11073578505i             10763.95920899518+57082.22062510914i              10755.827166990191+57110.7479709773i              10748.757684027356+57136.04957863653i             10742.684948246095+57160.28144800026i             10737.510239358926+57181.92892884214i             10733.203520517382+57202.31584388856i             10729.696581235728+57221.497394247934i            10726.93804440401+57239.94101219115i
360                                               11061.687433297262+57752.88032413365i             11050.86834229486+57785.681231800074i             11041.363341197213+57816.783356655775i            11033.069349952171+57846.269114140785i            11025.898143201157+57872.46959220927i             11019.77972691131+57897.56929943342i              11014.60918967175+57920.02928690721i              11010.354383077853+57941.191599719095i            11006.942671883835+57961.11049920171i             11004.319236134048+57980.25889909105i
365                                               11342.204836085477+58483.06481038323i             11331.095281388552+58516.922664702106i            11321.37396179147+58549.0483441304i               11312.931545977204+58579.52204235153i             11305.67437941258+58606.649032457826i             11299.528067971843+58632.642259931796i            11294.38119890261+58655.93838226125i              11290.199381731889+58677.89764551936i             11286.905321111433+58698.5733220785i              11284.440560917903+58718.44377857574i
370                                               11625.271327513792+59210.88878586751i             11613.8807523186+59245.837059451056i              11603.955387840457+59279.01798224592i             11595.379349825966+59310.50939979271i             11588.053285346186+59338.590672883445i            11581.898172903493+59365.50311241922i             11576.795776093288+59389.658889394675i            11572.70932470537+59412.436429877904i             11569.556617847336+59433.88797052761i             11567.275360893274+59454.49730468708i
375                                               11910.8492342496+59936.35512720676i               11899.188319695935+59972.42774471384i             11889.072461108539+60006.69592802545i             11880.378908224106+60039.23504800487i             11873.002329795861+60068.29845594191i             11866.858839965169+60096.155757077155i            11861.82304388692+60121.194545355334i             11857.855646510494+60144.81140641411i             11854.869285474637+60167.05749714218i             11852.797616010013+60188.422014112046i
380                                               12198.901441224052+60659.468052429234i            12186.982137398289+60696.699351514544i            12176.690641065748+60732.0870981364i              12167.897011113751+60765.7040618837i              12160.489646994378+60795.77748777792i             12154.37955144368+60824.605204857675i             12149.433823555079+60850.55014210761i             12145.610490531048+60875.02702505873i             12142.816761812546+60898.08588977594i             12140.982021154057+60920.22131562524i
385                                               12489.391490413476+61380.23311139321i             12477.227045817883+61418.65780243664i             12466.776100466835+61455.19765683712i             12457.90118541767+61489.922716443485i             12450.484128428052+61521.03402378851i             12444.430563366173+61550.85756195776i             12439.599722411705+61577.731509973855i            12435.946793976123+61603.088714500154i            12433.373281393933+61626.978053137515i            12431.804065628161+61649.8994709837i
390                                               12782.283681251834+62098.65716617085i             12769.888670693412+62138.310290825524i            12759.295822474776+62176.03499408193i             12750.359790338778+62211.8984638076i              12742.95551615857+62244.075444612914i             12736.982996672763+62274.92000477621i             12732.29322267647+62302.745491645444i             12728.83837424134+62329.002855412946i             12726.51395914765+62353.73978129258i              12725.24011389054+62377.46156683988i
395                                               13077.5431715494+62814.74836109377i               13064.933522431493+62855.66524982682i             13054.217698267727+62894.60769352046i             13045.242113115204+62931.639900246046i            13037.874496566907+62964.91022218257i             13032.008928780873+62996.80074510113i             13027.487770696087+63025.59990658324i             13024.260015597374+63052.776744118455i            13022.21487437241+63078.377720756056i             13021.267486655179+63102.91347739224i
400                                               13375.136077788718+63528.51608229533i             13362.329094794239+63570.732310980646i            13351.510623996148+63610.925490195325i            13342.518464090525+63649.15672298158i             13335.212793409677+63683.5478757317i              13329.48148448596+63716.50898534902i              13325.157865485924+63746.30350555856i             13322.187555209857+63774.4185465437i              13320.453154009147+63800.89932396685i             13319.864541222287+63826.26181757696i
405                                               13675.029573599133+64239.97090668844i             13662.04396175812+64283.52225238075i              13651.144595912623+64324.9992179163i              13642.160269987435+64364.459676810606i            13634.943259070826+64399.99891766277i             13629.374925013057+64434.05486376755i             13625.279145430954+64464.865915282986i            13622.597967290703+64493.93724238067i             13621.207054088278+64521.31279313099i             13621.010749991154+64547.513886724046i
410                                               13977.19198525157+64949.12454047712i              13964.047871416356+64994.046936491075i            13953.090802531467+65036.8407463433i              13944.140164215583+65077.56049050963i             13937.039962868464+65114.274789371186i            13931.664734155771+65149.44938969524i             13927.828472089634+65181.29757318474i             13925.469444361697+65211.34255951135i             13924.456038236907+65239.627014418475i            13924.686776054867+65266.67760270968i
415                                               14281.592882994351+65655.98974744182i             14268.311835720653+65702.31923778568i             14257.321712706274+65746.46290806803i             14248.432073105358+65788.47180333524i             14241.47827529246+65826.38778718206i              14236.32770036176+65862.7043690464i               14232.784009929579+65895.60965255044i             14230.781474474446+65926.64489887864i             14230.180852208416+65955.85148273746i             14230.874544807095+65983.76142682496i
420                                               14588.203167066506+66360.58026732039i             14574.808214969631+66408.35296061274i             14563.811158418115+66453.87941593993i             14555.01129689377+66497.20708189707i              14548.234947049317+66536.35097880912i             14543.341993648639+66573.83232039383i             14540.12530092816+66607.81397829033i              14538.514913326671+66639.85525012878i             14538.363593271046+66669.99621736843i             14539.55731044249+66698.77427959559i
425                                               14896.995147292519+67062.91072478778i             14883.510795879827+67112.16274774514i             14872.534411249493+67159.10477118299i             14863.854584433207+67203.78052784537i             14857.28818182082+67244.17811066072i              14852.687236266564+67282.84638198989i             14849.833332989543+67317.92293381633i             14848.652050166955+67350.98509838617i             14848.987773466268+67382.07166885583i             14850.719716339112+67411.72544797893i
430                                               15207.942615178932+67762.99652964594i             15194.394862266567+67813.76398017973i             15183.468251471655+67862.154162854i               15174.940200564191+67908.20697699994i             15168.617701771553+67949.88350671047i             15164.34456614856+67989.7602104123i               15161.890601099713+68025.94935952612i             15161.176666537967+68060.04632279316i             15162.038375701424+68092.08861772946i             15164.347848298332+68122.62448449321i
435                                               15521.02090753903+68460.85376893933i              15507.437257237732+68513.17266896351i             15496.591028728544+68563.04335934724i             15488.247985125096+68610.50179057577i             15482.204804733092+68653.48195947657i             15478.29669206449+68694.58787138949i              15476.281160322309+68731.90644362253i             15476.074086832428+68767.05108738627i             15477.501901669835+68800.05806565964i             15480.429279672022+68831.48109886862i
440                                               15836.20696069399+69156.49909182887i              15822.61643611667+69210.40533979888i              15811.88271350286+69261.78859277426i              15803.75940280436+69310.68073934941i              15798.032412252907+69354.98861398517i             15794.527939724394+69397.34372367179i             15792.990669670437+69435.80760594782i             15793.331219827269+69472.011725129i               15795.366410818664+69505.99111982335i             15798.95310751759+69538.30504300367i
445                                               16153.47935446424+69849.94958818189i              16139.912509139873+69905.47891142676i             16129.32493842228+69958.40643711344i              16121.457582902127+70008.75988158533i             16116.08510762375+70054.41884560256i              16113.02428784518+70098.0422967629i               16112.00642611225+70137.66637580507i              16112.93659030269+70174.94061590305i              16115.621549421205+70209.89887132685i             16119.909978930811+70243.1059900369i
450                                               16472.81834518347+70541.2226618868i               16459.30727332361+70598.41056875941i              16448.90102878525+70652.91368113164i              16441.327348346+70704.75543582569i                16436.34916324325+70751.78813266082i              16433.77339366584+70796.69816354995i              16433.317387924813+70837.49626464506i             16434.880360111227+70875.85005945593i             16438.258569097437+70911.79226860087i             16443.292106835+70945.89340848272i
455                                               16794.205887137396+71230.33590001945i             16780.784232790138+71289.21763184294i             16770.596021641635+71345.32719721457i             16763.35523336045+71398.68364951397i              16758.812556612756+71447.11192497451i             16756.7646070542+71493.32580875767i               16756.914186790273+71535.31063466385i             16759.154337981556+71574.75214429971i             16763.270334140507+71611.68198683122i             16769.093274601735+71646.67643244541i
460                                               17117.62564194665+71917.30693901605i              17104.32860709954+71977.91742186934i              17094.39667293309+72035.66380713359i              17087.529489187367+72090.56066463552i             17083.46497450459+72140.40550939571i              17081.98897292125+72187.93949452258i              17082.78912814481+72231.12256445589i              17085.75197761419+72271.65861366998i              17090.65131711853+72309.5782944487i               17097.308828958+72345.46372896756i
465                                               17443.062975485325+72602.15332910647i             17429.927327233538+72664.52712539956i             17420.291452315618+72723.94014609796i             17413.840077617064+72780.40238156746i             17410.297804914797+72831.68387351546i             17409.439221352335+72880.55312404568i             17410.93617932552+72924.94471284322i              17414.66836355942+72966.58072967971i              17420.397582289716+73005.49091788851i             17427.935660757816+73042.26336368738i
470                                               17770.50494214215+73284.89239826721i              17757.5690189363+73349.06365807973i               17748.27052543787+73410.17252623732i              17742.278651936263+73468.22432233763i             17739.304116520147+73520.96156879558i             17739.109745338952+73571.18010470903i             17741.350945284605+73616.78918209912i             17745.900184732796+73659.5291368885i              17752.506756636994+73699.42890577973i             17760.972173306865+73737.08266597152i
