% Model:              2D Model _ r1u[ParameterStudy].mph
% Version:            COMSOL 5.2.0.166
% Date:               Apr 16 2017, 08:14
% Table:              Table 2 - r1u_g1 (acpr.p_t*2*pi*a)
% freq (Hz)                                       g_center=0.02, acpr.p_t*2*pi*a (N)                g_center=0.04, acpr.p_t*2*pi*a (N)                g_center=0.06, acpr.p_t*2*pi*a (N)                g_center=0.08, acpr.p_t*2*pi*a (N)                g_center=0.1, acpr.p_t*2*pi*a (N)                 g_center=0.12, acpr.p_t*2*pi*a (N)                g_center=0.14, acpr.p_t*2*pi*a (N)                g_center=0.16, acpr.p_t*2*pi*a (N)                g_center=0.18, acpr.p_t*2*pi*a (N)                g_center=0.2, acpr.p_t*2*pi*a (N)
1185                                              59364.54841343095+28953.412503299576i             59463.560814287826+28971.742929425636i            59560.59077719177+28970.52308879319i              59652.17308275264+28951.187980953662i             59735.03255171256+28915.294623797534i             59806.56830074873+28865.278527183877i             59865.01753243284+28804.40421508227i              59908.51082918453+28734.85450831515i              59936.45014676479+28660.206797656752i             59948.69141189742+28583.680221793562i
1190                                              59624.41218577559+28822.13713909634i              59725.31885804227+28836.29522118872i              59823.35360021323+28830.70872262174i              59915.041405987016+28806.991860847407i            59997.12787516651+28766.872874935212i             60067.06979802141+28712.952544305703i             60123.19730135094+28648.64524200469i              60163.74596916202+28576.254102199335i             60188.25755075886+28499.459309301077i             60196.73871455831+28421.5495234306i
1195                                              59883.788492838496+28689.015353673905i            59986.4195339685+28698.8681329968i                60085.267853257195+28688.819778935343i            60176.856513923274+28660.66765802296i             60257.96029319811+28616.313476401807i             60326.10251960362+28558.52376836985i              60379.71505207965+28490.8613392167i               60417.14666561006+28415.746527909734i             60438.086555268455+28336.957422033778i            60442.69850748554+28257.845859559908i
1200                                              60142.646822593924+28554.034742979573i            60246.824126015934+28559.45589470967i             60346.28810237883+28544.85861827703i              60437.56807725667+28512.22707182239i              60517.47667535288+28463.638316646553i             60583.61282451496+28402.024705013435i             60634.519024306326+28331.095594112925i            60668.66542988605+28253.38493721177i              60685.89622562863+28172.76334544395i              60686.5384757758+28092.63903261503i
1205                                              60400.95593951735+28417.18451798334i              60506.49344215956+28418.054829673583i             60606.36877457837+28398.83011936994i              60697.12604712229+28361.684669761624i             60775.62466161893+28308.87240641976i              60839.54838528415+28243.4911218946i               60887.55934531075+28169.394366865592i             60918.25724031662+28089.225626795018i             60931.648649973366+28006.942164162283i            60928.22982991143+27926.00131132726i
1210                                              60658.68400289055+28278.45551080783i              60765.387959801286+28274.663349776518i            60865.46432886384+28250.741661914893i             60955.48084881582+28209.057851170244i             61032.352874461445+28152.04381837861i             61093.8584126822+28082.96195992397i               61138.788260506815+28005.807169799267i            61165.87977051154+27923.327883650047i             61175.30915656511+27839.561648570634i             61167.747502831364+27758.00720824689i
1215                                              60915.79868183402+28137.840170333104i             61023.46796765302+28129.281943852817i             61123.52942288634+28100.603095664563i             61212.58357006771+28054.366795740258i             61287.61112419305+27993.183610412063i             61346.493872193336+27920.479227258278i            61388.16035377246+27840.38652905519i              61411.493605271964+27755.753812707993i            61416.846516306294+27670.692048466903i            61405.070329960305+27588.73324116638i
1220                                              61172.26726589838+27995.332547456735i             61280.693702527125+27981.91314705675i             61380.51907384648+27948.42669644451i              61468.38614252271+27897.63439767122i              61541.35060615412+27832.325733476504i             61597.407690595195+27756.08787706551i             61635.632755968116+27673.1878296042i              61655.06244258613+27586.568147886792i             61656.23312911449+27500.40587064225i              61640.18121070436+27418.257680202973i
1225                                              61428.05677029487+27850.928271172812i             61537.02548009816+27832.561504926816i             61636.38881248057+27794.22710988689i              61722.84151520501+27738.886186321582i             61793.524088379505+27669.50692487241i             61846.55495135828+27589.835670045482i             61881.165340232015+27504.269144804577i            61896.553280217355+27415.83804803713i             61893.44519271316+27328.777642592064i             61873.067250350985+27246.660281877343i
1230                                              61683.13403450967+27704.62451573434i              61792.42381852046+27681.233525181335i             61891.09482893672+27638.021283820708i             61975.903818583705+27578.15023429604i             62044.086088484255+27504.766588106108i            62093.893077370885+27421.773023029204i            62124.720902765104+27333.69105182211i             62135.936585689786+27243.632879140678i            62128.46285270961+27155.88366312587i              62103.71988114523+27074.02201243394i
1235                                              61937.4658137582+27556.419960565545i              62046.849553948+27527.937620828292i               62144.59410956274+27479.828390335373i             62227.52851834122+27415.45705417262i              62292.99303860106+27338.14666052748i              62339.38200017415+27251.952844700052i             62366.265327925896+27161.516434464556i            62373.18644853453+27070.023984521584i             62361.27033277838+26981.80174245474i              62332.13496165636+26900.424762102935i
1240                                              62191.01886232911+27406.314743029197i             62300.263947156905+27372.684045347083i            62396.84456371291+27319.669738704262i             62477.67255782057+27250.83948505656i              62540.203437486954+27169.691470104146i            62582.98431447784+27080.43036026644i              62605.767736749716+26987.810274959054i            62608.28071391189+26895.0844447505i               62591.856044373744+26806.610933231514i            62558.31285394389+26725.951052367578i
1245                                              62443.76000817932+27254.31040594335i              62552.62878056224+27215.48482101381i              62647.80513985562+27157.56868036821i              62726.2944883709+27084.33257026502i               62785.67798891876+26999.44758270131i              62824.66541622049+26907.262927069358i             62843.200617987575+26812.639436344805i            62841.20109684698+26718.888828992487i             62820.21267525767+26630.39125427637i              62782.25847787844+26550.68373832317i
1250                                              62695.65621841305+27100.409840550423i             62803.90644513155+27056.353661719277i             62897.43593036753+26993.5505072873i               62973.354587028894+26915.973427593788i            63029.37972575186+26827.46364144442i              63064.39362714001+26732.509840227365i             63078.53994117866+26636.072437247556i             63071.93327662226+26541.512939766446i             63046.33725625955+26453.223410603292i             63003.98134250142+26374.705708205805i
1255                                              62946.67465529946+26944.6172264536i               63054.060016774645+26895.30589146803i             63145.69826461325+26827.64234508751i              63218.814961003794+26745.801113557754i            63271.274119203044+26653.790199600986i            63302.14029939424+26556.2321345155i               63311.7652512965+26458.179220733804i              63300.46697095107+26363.03355288485i              63270.2312067444+26275.18850730385i               63223.49555447861+26198.099582120303i
1260                                              63196.78272252569+26786.937969505456i             63303.05332206465+26732.35835993559i              63392.554790072354+26659.873042269697i            63462.63963876336+26573.85648308974i              63511.329173029204+26478.479548628657i            63537.879905751885+26378.492379407497i            63542.85974476283+26279.03091911342i              63526.79598987924+26183.528154538326i             63491.90035768507+26096.36776596237i              63440.81980369111+26020.947412096804i
1265                                              63445.94810185171+26627.378639350944i             63550.85099311726+26567.5293563721i               63637.96954136738+26490.273056978225i             63704.7946475335+26400.18204615011i               63749.51550257563+26301.585542899644i             63771.59011173198+26199.354471925773i             63771.81032683016+26098.69961633403i              63750.91826948382+26003.07467732225i              63711.3549537826+25916.84224138928i               63655.97732656036+25843.330385394227i
1270                                              63694.13878008657+26465.946906787874i             63797.41851183779+26400.83852320044i              63881.907997369955+26318.874342666757i            63945.24807737937+26224.82182276444i              63985.80639861905+26123.163422661884i             64003.251831619426+26018.883427924513i            63998.607650540755+25917.25810981544i             63972.835885576955+25821.751237092718i            63928.60963441966+25736.692536215924i             63868.99584766061+25665.328532967695i
1275                                              63941.323067096695+26302.651484127127i            64042.72224376269+26232.30677053129i              64124.33712648538+26145.710233968948i             64183.97013198934+26047.82119782658i              64220.177876428635+25943.269636780213i            64232.849267298014+25837.1451734091i              64223.246137510905+25734.779673315632i            64192.55504811045+25639.635872279632i             64143.68339357353+25555.9985267418i               64079.90750040694+25487.020444969818i
1280                                              64187.469604072736+26137.50206748305i             64286.72946185582+26061.95619289113i              64365.22542065118+25970.81533418379i              64420.93316660642+25869.226777106694i             64452.60871031128+25761.961666601263i             64460.36993152323+25654.206337626456i             64445.7239812154+25551.337822466023i              64410.08607659326+25456.80628747653i              64356.599522417186+25374.839094435592i            64288.74872783431+25308.482994867714i
1285                                              64432.54736525171+25970.50928391256i              64529.408360907284+25889.809989291716i            64604.54291851006+25794.225405448913i             64656.111713668855+25689.086245700742i            64683.08045426025+25579.29785242682i              64685.804655328975+25470.134049163622i            64666.04313333672+25367.006084452107i             64625.4433576219+25273.33960267843i               64567.38552831843+25193.29185548808i              64495.56016462608+25129.791073816363i
1290                                              64676.52565027326+25801.68464298324i              64770.72806315544+25715.892387710446i             64842.26121841419+25615.977262857057i             64889.48249676897+25507.448230170015i             64911.57744933564+25395.337223785897i             64909.147581103556+25284.99573656518i             64884.20927403531+25181.85777325205i              64838.64528528311+25089.312109722607i             64776.07304231386+25011.4329142803i               64700.386501543755+24951.01733661392i
1295                                              64919.37407071182+25631.040495141755i             65010.658615922555+25540.228574976943i            65078.353482136175+25436.108673498584i            65121.024433801074+25324.36216539822i             65138.08681881014+25210.13933461798i              65130.3961413642+25098.858934493765i              65100.23176716634+24995.96577167328i              65049.714185594734+24904.799037133926i            64982.69770585287+24829.33661645311i              64903.27633376919+24772.23196042501i
1300                                              65161.06253077257+25458.589996590574i             65249.17098229113+25362.844632971734i             65312.79443011475+25254.65826134137i              65350.71863011429+25139.87816723022i              65362.5984516336+25023.764104570986i              65349.551024965185+24911.79109671089i             65314.1236013571+24809.40232130277i               65258.67622603648+24719.87432456407i              65187.299044117186+24647.07531777368i             65104.281994510784+24593.50241753378i
1305                                              65401.561202978046+25284.347081567357i            65486.23702566128+25183.76748175301i              65545.56032928449+25071.665418766745i             65578.54836279227+24954.046911634825i             65585.10497559827+24836.271667114877i             65566.61613137454+24723.859416680858i             65525.90131824015+24622.23882138583i              65465.56131157639+24534.610407798373i             65389.920325341314+24464.719164921466i            65303.45937542518+24414.893262614176i
1310                                              65640.84050037246+25108.326443177863i             65721.829489369+25003.02483039824i                65776.62897449464+24887.170225395475i             65804.49905697933+24766.91952119471i              65805.60172109229+24647.722225341553i             65781.598514264+24535.130656660847i               65735.58492890564+24434.545637417483i             65670.40296832284+24349.078015079805i             65590.60840785809+24282.33588952778i              65500.86773540225+24236.465935589007i
1315                                              65878.87104594226+24930.543522627402i             65955.9219726056+24820.645135896048i              66005.9796647357+24701.21337472871i               66028.55825554344+24578.547459413894i             66024.08667669097+24458.175916054806i             65994.50831560805+24345.670985906432i             65943.197819975+24246.391920103208i               65873.23821630288+24163.345975526605i             65789.41357634356+24099.9906161109i               65696.56949932675+24058.27858035033i
1320                                              66115.62364090135+24751.01450726612i              66188.48890348437+24636.657570494077i             66233.5931752253+24513.836109014585i              66250.71558307031+24388.98243332402i              66240.56043762233+24267.692682568846i             66205.35869152789+24155.54582854417i              66148.76665048461+24057.84543537376i              66074.10743265462+23977.48104003465i              65986.38936852472+23917.745684536523i             65890.63004831319+23880.385879747588i
1325                                              66351.06923276187+24569.756337888542i             66419.5055108629+24451.091997627704i              66459.45172668059+24325.080162475988i             66470.96270550758+24198.276304617764i             66455.02614849873+24076.33215658529i              66414.1657310844+23964.819721374955i              66352.32124081539+23868.972405367538i             66273.05420661136+23791.547715022203i             66181.59239437633+23735.66048673901i              66083.11750304296+23702.83890706623i
1330                                              66585.17888448454+24386.786724914167i             66648.9477958256+24263.978956563868i              66683.53895273454+24134.98771308494i              66689.29328657807+24006.48100945386i              66667.48944135595+23884.153549294595i             66620.94836925127+23773.556181835655i             66553.89445520192+23679.8373612227i               66470.12518762093+23605.608109270695i             66375.0821482937+23553.791318663458i              66274.10250162249+23525.684993779367i
1335                                              66817.92374600485+24202.12417356381i              66876.79250417749+24075.349655549533i             66905.8398670554+23943.601342755195i              66905.70294212688+23813.64848692925i              66877.95837024468+23691.21555173238i              66825.7282952691+23581.817586277302i              66753.52207871585+23490.50300719526i              66665.36992800751+23419.72179379867i              66566.92081660152+23372.19124655332i              66463.65797342791+23348.96761380259i
1340                                              67049.27502926355+24015.78801768343i              67103.01710108433+23885.23597332997i              67126.34083084368+23750.964005842434i             67120.18919356256+23619.83061607883i              67086.44334346973+23497.57624428165i              67028.52985760369+23389.66505830685i              66951.24269026997+23301.03009629877i              66858.84072124166+23233.94567467432i              66757.17308112555+23190.9099878548i               66651.85891035889+23172.72628355169i
1345                                              67279.20398791386+23827.798461741495i             67327.59974896807+23693.670468560882i             67345.02952223153+23557.11900544381i              67332.75142149141+23425.079161086975i             67292.95705467241+23303.293015122774i             67229.37996654412+23197.158367124066i             67147.09753253184+23111.477317251352i             67050.59243731346+23048.333878674624i             66945.90591999861+23009.99380649374i              66838.78213674483+22996.996477712022i
1350                                              67507.68190287391+23638.176630740203i             67550.51928974221+23500.68639671938i              67561.89490837557+23362.109977314583i             67543.39082054327+23229.44572436099i              67497.51441368509+23108.422487225132i             67428.30799556125+23004.35583557103i              67341.13038005604+22921.901192379748i             67240.68235590364+22862.937651275875i             67133.18840770875+22829.48542182595i              67024.50607887642+22821.80956009015i
1355                                              67734.68007470855+23446.94462666917i              67771.75523247557+23306.317733797303i             67776.92722134135+23165.980880578787i             67752.11035638684+23032.98170690984i              67700.13247811561+22913.020453528025i             67625.34568234351+22811.314257280308i             67533.38740646804+22732.35598595455i              67429.16999901037+22677.805266625975i             67319.09151410514+22649.423931136833i             67209.11053574985+22647.19272898871i
1360                                              67960.16982377818+23254.125592116194i             67991.28774729943+23110.59920614663i              67990.11793863923+22968.775994708445i             67958.91472581313+22835.738275473344i             67900.83038678147+22717.14181951075i              67820.52703053337+22618.08882259652i              67723.91705173561+22542.893622772972i             67616.1169632096+22492.98194899781i               67503.68790444401+22469.84474464207i              67392.67645138112+22473.16897631619i
1365                                              68184.12249926523+23059.743778100732i             68209.09766648221+22913.56632550326i              68201.4597692494+22770.539921974265i              68163.810320669+22637.766335656677i               68099.6292953063+22520.8405529755i                68013.88821276868+22424.73305266311i              67912.76989027458+22353.563616112886i             67801.58675325222+22308.509805101552i             67687.05174097946+22290.77953276429i              67575.28568989737+22299.757060028925i
1370                                              68406.50949754356+22863.824617532442i             68425.16649340672+22715.25542847817i              68410.94664583+22571.317594551623i                68366.80519634201+22439.116510323038i             68296.55231513488+22324.16963976084i              68205.46747590354+22231.298740822112i             68099.99850072004+22164.413004380094i             67985.64461682817+22124.427766648845i             67869.25848663747+22112.256184906444i             67757.02081424823+22126.971488273448i
1375                                              68627.30229084562+22666.394801064038i             68639.47642010004+22515.703719316163i             68618.5737237487+22371.154285192202i              68567.90904542935+22239.83912236648i              68491.62445615923+22127.181045073787i             68395.30504910478+22037.83590087876i              68285.65733785796+21975.486296190582i             68168.35738206205+21940.77154219534i              68050.38471167022+21934.298778729575i             67937.96486842951+21954.822516221167i
1380                                              68846.47246671711+22467.482355698452i             68852.01035383338+22314.94931495011i              68824.33738736488+22170.09562078882i              68767.13317700611+22039.98418102583i              68684.8725736266+21929.92567938912i               68583.44305492581+21844.392721251163i             68469.80260738607+21786.825422587826i             68349.79329754409+21757.573578058502i             68230.50790374308+21756.927559475207i             68118.20116500706+21783.316152558273i
1385                                              69063.9917786866+22267.11672427999i               69062.75195324053+22113.031291275438i             69028.23526416486+21968.187597428605i             68964.49050196132+21839.601370732435i             68876.32531968766+21732.45336812505i              68769.9254242394+21651.015524347127i              68652.49214381477+21598.469696002263i             68530.02187553841+21574.863027146566i             68409.70628190912+21580.158928403347i             68297.81307684466+21612.454175986633i
1390                                              69279.83220856823+22065.32884476225i              69271.68567424409+21909.98972933532i              69230.26624668221+21765.476596229553i             69159.99552460264+21638.740041561763i             69066.01309983229+21534.812824180328i             68954.79781510826+21457.748730246083i             68833.7852919014+21410.455775123402i              68709.11373941036+21392.66572471716i              68588.0586147132+21404.005439633795i              68476.88383471216+21442.234161701126i
1395                                              69493.96604055348+21862.151227932496i             69478.79682595585+21705.865760356017i             69430.43052269437+21562.009398543087i             69353.66434072527+21437.449200299492i             69253.96803442246+21337.051622482526i             69138.1075357249+21264.63482394889i               69013.74279177799+21222.817634785228i             68887.14047390643+21211.004171460103i             68765.64404275884+21228.475804584254i             68655.49632979352+21272.649515146764i
1400                                              69706.365947249+21657.618032363065i               69684.07163658648+21500.70160837873i              69628.72961356591+21357.833199618733i             69545.51464217344+21235.77750107213i              69440.22392539581+21139.216175617377i             69319.9034716838+21071.714325330217i              69192.42666799191+21035.586540206023i             69064.1744802067+21029.89752150346i               68942.54190579745+21053.574903343066i             68833.73292157316+21103.68951413796i
1405                                              69917.00508753+21451.765135127273i                69887.4973294038+21294.540629122723i              69825.16642063887+21152.995619582365i             69735.56572781902+21033.773234622353i             69624.81622802689+20941.35170961779i              69500.23601745059+20879.02576096487i              69369.90012236667+20848.79102480075i              69240.28883460024+20849.361575746367i             69118.83157444138+20879.30380216301i              69011.67525432685+20935.33935646413i
1410                                              70125.85721611857+21244.630197013492i             70089.06220834583+21087.427344061867i             70019.74527954898+20947.544710480644i             69923.83852078527+20831.48431515924i              69807.78202768978+20743.502239079557i             69679.1570119836+20686.605637067867i              69546.2274307179+20662.456870811766i              69415.55715129731+20669.40877970807i              69294.5922864301+20705.65977653891i               69189.40406925074+20767.58021738149i
1415                                              70332.89680450315+21036.252720847013i             70288.7557531362+20879.40746831712i               70212.47202208325+20741.528958552404i             70110.35559162786+20628.958263869794i             69989.16002134855+20545.710540733147i             69856.71967832782+20494.488412810457i             69721.47384326038+20476.607092087917i             69590.05344901496+20490.048224961236i             69469.90298734051+20532.63633906551i              69366.99903954116+20600.389306649722i
1420                                              70538.09917283087+20826.674101626675i             70486.56872332138+20670.527931233963i             70403.35404520546+20534.99728034256i              70295.1411870548+20426.24218816696i               70168.99050340145+20348.018124622184i             70032.9785668881+20302.706473110393i              69895.70548842648+20291.261918301752i             69763.85202127979+20311.285653400984i             69644.8421756164+20360.223271717907i              69544.53859170966+20433.739936786937i
1425                                              70741.44063208246+20615.93766713424i              70682.49327074898+20460.836888514354i             70592.40038655733+20327.99901203226i              70478.22126371777+20223.382755698334i             70347.31535547804+20150.465202152634i             70207.98950194498+20111.29010052311i              70068.98927985725+20106.438780038003i             69937.02731019432+20133.12346463968i              69819.48775163901+20188.406661808072i             69722.09974417184+20267.601591783277i
1430                                              70942.89863589704+20404.088707829113i             70876.52305963957+20250.38372468704i              70779.6218059884+20120.58389049064i               70659.62352643392+20020.426162426596i             70524.17803966063+19953.09065027722i              70381.80953115481+19920.26744527932i              70241.39282617599+19922.152294189727i             70109.65378318036+19955.560724540523i             69993.91687053155+20017.168941388834i             69899.75794589114+20101.940002270694i
1435                                              71142.45194117929+20191.17449471601i              71068.65339358964+20039.21904499288i              70965.03087207951+19912.802025814464i             70839.3774701666+19817.41809383598i               70699.62359453084+19755.931971133603i             70554.4968772718+19729.66449308659i               70412.98434308503+19738.41424913968i              70281.8058126098+19778.59317616792i               70168.20579847872+19846.488929452484i             70077.58692066751+19936.717222824806i
1440                                              71340.080776449+19977.24428418623i                71258.88134840499+19827.394655562526i             71148.64205301908+19704.703863731123i             71017.51442494165+19614.40367867066i              70873.69863329471+19559.025246528203i             70726.1108917146+19539.505030122986i              70583.83256729432+19555.233589265077i             70453.55755762347+19602.213251397767i             70342.42977201169+19676.34187688562i              70255.6585145908+19771.89171439675i
1445                                              71535.76701693285+19762.349308621044i             71447.20590981691+19614.96353107523i              71330.47181067234+19496.340137843028i             71194.06760290191+19411.427434531488i             71046.45134333082+19362.405086803108i             70896.71200921272+19349.8106048425i               70754.00667175131+19372.61639848937i              70624.98284782509+19426.41008361897i              70516.66286007829+19506.699513569463i             70434.04254796632+19607.418428750665i
1450                                              71729.49436500117+19546.54275195461i              71633.62811482635+19401.97976906298i              71510.53869686282+19287.761810551227i             71369.07214642258+19208.53320480017i              71217.931486203+19166.104573589324i               71066.36170281928+19160.600486135965i             70923.57618158963+19190.56588253596i              70796.15506829285+19251.169521007785i             70690.97782821217+19337.530098030235i             70612.80667004849+19443.248897289694i
1455                                              71921.24853485837+19329.87970919743i              71818.15119553648+19188.49853011804i              71688.8634507009+19079.020002253077i              71542.56517635337+19005.764086443338i             71388.19039736905+18970.155196120086i             71235.12243860899+18971.891617711084i             71092.61089005606+19009.082349610784i             70967.1470454631+19076.474140379978i              70865.44600468148+19168.798468722896i             70792.01621714991+19279.33132175168i
1460                                              72111.01743973901+19112.417129270973i             72000.78072386749+18974.57596348371i              71865.46909570422+18870.165908442836i             71714.58583929295+18803.16234835512i              71557.28098454713+18774.586780891932i             71403.05762926974+18783.698568404092i             71261.1807739692+18828.163189579962i              71138.03093320929+18902.303261502795i             71040.13714787534+19000.46609764799i              70971.73407307123+19115.610669342637i
1465                                              72298.79138032785+18894.2137405481i               72181.52475612162+18760.269117499476i             72040.3810354313+18661.25070419321i               71885.17535271347+18600.76934001166i              71725.25772381245+18579.427414441034i             71570.23158559605+18596.033478371075i             71429.35590771867+18647.802851444416i             71308.87809866952+18728.63296164317i              71215.11931467704+18832.491146063734i             71152.02053191865+18952.028770528927i
1470                                              72484.56323262256+18675.32995856294i              72360.39397540859+18545.635834647117i             72213.62714625086+18452.3254360654i               72054.37704672317+18398.625390373265i             71892.17665241995+18384.70335934082i              71736.70946522111+18408.906001336065i             71597.20637547088+18467.99281922794i              71479.75900723781+18555.436090987645i             71390.45872936933+18664.828522346976i             71332.93316301255+18788.52442019257i
1475                                              72668.32863359345+18455.82777566474i              72537.40183079995+18330.73463095296i              72385.23786587204+18243.44090122251i              72222.2364013573+18196.76969698989i               72058.09535723447+18190.438963381555i             71902.5572177176+18222.32324273287i               71764.8021805484+18288.721586515625i              71650.7431061457+18382.68228860266i               71566.21965258743+18497.429942386803i             71514.52667737349+18625.03348287656i
1480                                              72850.0861629049+18235.77063246403i               72712.56467131125+18115.624559793763i             72555.24627616395+18034.64751369839i              72388.8010780462+17995.240205543563i              72223.07295782762+17996.656562244516i             72067.84152498946+18036.2896942427i               71932.21315151746+18109.974629824417i             71821.89870616468+18210.337999531675i             71742.4642500651+18330.24399279267i               71696.85279581447+18461.489001597496i
1485                                              73029.8375188409+18015.223271045943i              72885.90187328732+17900.365060239754i             72723.6881789089+17825.995158438498i              72554.12094407831+17794.07348009886i              72387.17008313182+17803.376375920085i             72232.6297364642+17850.80716502879i               72099.5088442224+17931.734381225036i              71993.29286088965+18038.36649324194i              71919.25246076167+18163.216197162772i             71879.96011828337+18297.821311514188i
1490                                              73207.58768669983+17794.251570275923i             73057.43595932901+17685.015790242465i             72890.60216297755+17617.533033279145i             72718.2480887935+17593.304564440936i              72550.44884064594+17610.616399430477i             72396.98979788953+17665.874710038006i             72266.75843918195+17753.980200655715i             72164.99124319851+17866.727884023356i             72096.64186416623+17996.289085976354i             72063.89399450156+18133.95815801613i
1495                                              73383.34509777742+17572.92236347463i              73227.19270737484+17469.63644516994i              73056.02966147853+17409.30947928561i              72881.23683035634+17392.966835248764i             72712.97277720399+17418.392288358165i             72560.99017322231+17481.48855610916i              72434.03063371764+17576.688348536394i             72337.05801844216+17695.37915378035i              72274.687546505+17829.40227062598i                72248.69639581617+17969.824819973026i
1500                                              73557.1217771702+17351.303239169414i              73395.2012482008+17254.28656234384i               73220.01499759899+17201.371800396697i             73043.14371187083+17193.09184762502i              72874.80683037985+17226.71723997891i              72724.6997587812+17297.642026433095i              72601.39352834356+17399.831959314644i             72509.55571413117+17524.27417780364i              72453.44196578521+17662.492522132416i             72434.40578828128+17805.344239458504i
1505                                              73728.93347864402+17129.462325684683i             73561.49414969484+17039.025312506546i             73382.60541771636+16993.766073316667i             73204.02748582036+16993.7091740566i               73036.01726963019+17035.601870776227i             72888.18778898021+17114.325464311427i             72768.91450693959+17223.381016707415i             72682.54508577523+17353.36375443251i              72632.95481560532+17495.493855093642i             72621.05700717238+17640.437156949865i
1510                                              73898.79980482411+16907.468060459618i             73726.1074866613+16823.911279058466i              73543.85111057079+16786.536948264267i             73363.94908572923+16794.846237624013i             73196.671626394+16845.054091375867i               73051.5237331561+16931.52615702906i               72936.66011035511+17047.3023314966i               72856.08497877563+17182.595639194064i             72813.27288777914+17328.337617758018i             72808.68113308478+17475.022253766954i
1515                                              74066.74431116923+16685.38894539391i              73889.08089463593+16609.002226526372i             73703.80521132275+16579.727442202067i             73522.97158417819+16596.528140779916i             73356.83861246376+16655.078979942413i             73214.77718291186+16749.22826087205i              73104.69590321733+16871.55952278022i              73030.23218639988+17011.914584077284i             72994.4399339388+17160.952588652006i              72997.30537023835+17309.016302499218i
1520                                              74232.79459214548+16463.293289515088i             74050.45760628491+16394.35485931641i              73862.52378945351+16373.378725674344i             73681.16013634998+16398.777490772096i             73516.58802600733+16465.678655152093i             73378.01772968862+16567.412728348972i             73273.08633369187+16696.113003643637i             73205.04130369687+16841.262383296777i             73176.49652639827+16993.265080743025i             73186.95292706545+17142.334324394546i
1525                                              74396.98234824686+16241.24894036756i              74210.2844694649+16180.024572457074i              74020.06581958215+16167.529904670138i             73838.58190838127+16201.614223268465i             73675.99064481643+16276.852150138564i             73541.31483232007+16386.057238901223i             73441.89458636004+16520.919972305797i             73380.56457777334+16670.577925946618i             73359.47991863311+16825.199053624576i             73377.64290001977+16974.88975612166i
1530                                              74559.34343265135+16019.323005990063i             74368.61194587528+15966.065195887002i             74176.49313440608+15962.217799139504i             73995.30599000664+16005.05542546461i              73835.11810644122+16088.595288666555i             73704.7376744032+16205.136133984757i              73611.18242810525+16345.93440976876i              73556.85175461037+16499.797256649596i             73543.42390595537+16656.676234672275i             73569.39016073542+16806.594625440157i
1535                                              74719.91787638515+15797.581569112792i             74525.49408930558+15752.528734039019i             74331.8703592025+15757.476719762142i              74151.40329113486+15809.115160342446i             73994.04277505782+15900.90056492705i              73868.35501164183+16024.620358258511i             73781.0100474287+16171.107085106101i              73733.94992288305+16328.85364509097i              73728.35868692423+16487.61624963947i              73762.2052483873+16637.35973628265i
1540                                              74878.74989118626+15576.08939558146i              74680.9885030791+15539.465102531794i              74486.2648274085+15553.338244833241i              74306.94642202738+15613.804293640389i             74152.83759502857+15713.75702847699i              74032.23500920749+15844.477407649447i             73951.43588749645+15996.385569385791i             73911.90335539101+16157.677665283158i             73914.31072631694+16317.936763473743i             73956.0942668882+16467.094863689337i
1545                                              75035.88784929292+15354.909639020807i             74835.1562759218+15326.921864018079i              74639.74647702112+15349.830998907919i             74462.0095572171+15419.130325139595i              74311.57593133877+15527.15017570345i              74196.44506959262+15664.671285998653i             74122.51647347769+15821.714259366283i             74090.7533488548+15986.19728538151i               74101.30262057851+16147.553631851062i             74151.0587888565+16295.708959043284i
1550                                              75191.38423973597+15134.10354381388i              74988.06189629849+15114.943965036597i             74792.38772777551+15146.980435064681i             74616.66828309442+15225.097226032942i             74470.33139724538+15341.061849321617i             74361.05165144747+15485.162471155814i             74294.30623487462+15647.034411951556i             74270.5380628108+15814.337968839336i              74289.3529666047+15976.381063930918i              74347.09576708534+16123.110365572516i
1555                                              75345.29560090516+14913.730148570012i             75139.77314487385+14903.573475989217i             74944.26333928033+14944.808622852295i             74770.99942965027+15031.705283867717i             74629.17766959047+15155.47014735829i              74526.12008002478+15305.907892005307i             74466.85732366289+15472.284190371565i             74451.29235871878+15642.022787619193i             74478.4762351669+15804.331796726174i              74544.19745475485+15949.207044231029i
1560                                              75497.68242923594+14693.845992280789i             75290.36096545722+14692.849336194648i             75095.45025039128+14743.334043359704i             74925.08088679131+14838.950956906214i             74788.18829249848+14970.349343020745i             74691.71435002783+15126.860917618014i             74640.21942923706+15297.398722954615i             74633.04764037086+15469.172547781123i             74668.68264997448+15631.317281294316i             74742.35133568569+15773.906809906803i
1565                                              75648.60906434715+14474.504825263852i             75439.89931474352+14482.807106085553i             75246.02740017974+14542.57139376161i              75078.99140594737+14646.82673931493i              74947.43647028945+14785.669816756157i             74857.89692198683+14947.9713592429i               74814.43959120706+15122.310175340692i             74815.83169663405+15295.705928519947i             74859.97807381973+15457.247880916932i             74941.54006589591+15597.11757760885i
